"Hotel_Address","Additional_Number_of_Scoring","Review_Date","Average_Score","Hotel_Name","Reviewer_Nationality","Negative_Review","Review_Total_Negative_Word_Counts","Total_Number_of_Reviews","Positive_Review","Review_Total_Positive_Word_Counts","Total_Number_of_Reviews_Reviewer_Has_Given","days_since_review","lat","lng","Tag_Leisure_trip","Tag_Submitted_from_a_mobile_device","Tag_Couple","Tag_Stayed_1_night","Tag_Stayed_2_nights","Tag_Solo_traveler","Tag_Stayed_3_nights","Tag_Business_trip","Tag_Group","Tag_Family_with_young_children","Tag_Stayed_4_nights","Tag_Double_Room","Tag_Standard_Double_Room","Tag_Superior_Double_Room","Tag_Family_with_older_children","Tag_Deluxe_Double_Room","Tag_Double_or_Twin_Room","Tag_Stayed_5_nights","Tag_Standard_Double_or_Twin_Room","Tag_Classic_Double_Room","Tag_Superior_Double_or_Twin_Room","Tag_2_rooms","Tag_Stayed_6_nights","Tag_Standard_Twin_Room","Tag_Single_Room","Tag_Twin_Room","Tag_Stayed_7_nights","Tag_Executive_Double_Room","Tag_Classic_Double_or_Twin_Room","Tag_Superior_Twin_Room","Tag_Deluxe_Double_or_Twin_Room","Tag_Club_Double_Room","Tag_Queen_Room","Tag_Deluxe_King_Room","Tag_Superior_Queen_Room","Tag_Standard_Single_Room","Tag_Junior_Suite","Tag_Triple_Room","Tag_Superior_Room","Tag_Classic_Room","Tag_Superior_King_Room","Tag_Standard_Room","Tag_Deluxe_Room","Tag_Standard_Queen_Room","Tag_Double_Guest_Room","Tag_Deluxe_Single_Room","Tag_Small_Double_Room","Tag_Queen_Guest_Room","Tag_Deluxe_Twin_Room","Tag_Basic_Double_Room","Tag_King_Room","Tag_Comfort_Double_Room","Tag_Executive_King_Room","Tag_Small_Queen_Room","Tag_Stayed_8_nights","Tag_Standard_Double_Room_without_Window","Tag_Comfort_Double_or_Twin_Room","Tag_Double_or_Twin_Room_1_2_Adults","Tag_Classic_Twin_Room","Tag_Twin_Guest_Room","Tag_Family_Room","Tag_Travelers_with_friends","Tag_Suite","Tag_Superior_King_or_Twin_Room","target"
"1 Inverness Terrace Westminster Borough London W2 3JP United Kingdom",1274,"8/18/2016",7.7,"Grand Royale London Hyde Park"," Saudi Arabia "," Very very small room ",6,6539,"No Positive",0,8,"350 day",51.5109945,-0.1863417,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8
"10 rue de Bruxelles 9th arr 75009 Paris France",56,"6/30/2016",9.3,"Maison Souquet"," Denmark ","No Negative",0,282," Great small hotel with fantastic interior style Will be back ",12,1,"399 day",48.88366,2.3313845,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0
"142 Minories City of London London EC3N 1LS United Kingdom",189,"11/17/2015",9.2,"Hotel Indigo London Tower Hill"," United Kingdom "," Breakfast not included in room rate",7,781," Tower Bridge Suite is excellent we were treated to an upgrade which enhanced our stay ",17,4,"625 day",51.5128032,-0.07586,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2
"18 Albert Embankment Lambeth London SE1 7TJ United Kingdom",1195,"5/18/2016",8.3,"Park Plaza London Riverbank"," United Kingdom ","No Negative",0,4684," Beautiful hotel very clean and the staff couldn t do enough for you Lovely breakfasts fab location right next to the Thames and 5 mins to tube Thank you for making our weekend so special ",37,1,"442 day",51.4913737,-0.1214194,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6
"101 Buckingham Palace Road Westminster Borough London SW1W 0SJ United Kingdom",838,"4/24/2016",8.4,"The Grosvenor"," United Kingdom ","No Negative",0,3274," Convenience of underground",4,1,"466 day",51.4956657,-0.1452793,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.0
"15 16 Prince Of Wales Terrace Kensington and Chelsea London W8 5PQ United Kingdom",154,"12/12/2016",8.2,"Kensington House Hotel"," United Kingdom "," The bed was very hard small room",8,689," Close to where we wanted to be ",9,1,"234 day",51.5012329,-0.1859937,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9
"12 14 Rue Joseph De Maistre 18th arr 75018 Paris France",81,"7/17/2016",9.0,"Terrass H tel Montmartre by MH"," United States of America "," No gym No pool",5,707," Helpful staff",3,1,"382 day",48.8865626,2.3329648,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0
"151 157 City Road Shoreditch Islington London EC1V 1JS United Kingdom",1471,"8/18/2016",9.1,"M by Montcalm Shoreditch London Tech City"," United Kingdom "," Need more parking options Also for disabled Breakfast could be a touch better ",15,4802," The pool area Late swimming available Cleanliness modern Room controls mood lights ",14,1,"350 day",51.5278465,-0.0889473,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0
"1 Inverness Terrace Westminster Borough London W2 3JP United Kingdom",1274,"5/6/2017",7.7,"Grand Royale London Hyde Park"," Israel "," the room is too small we booked a deluxe twin the reality was different from the photos there was hardly any room for suitcases the bed sheets were dirty such basic necessities as toiletries and toilet paper were often missing when we came back to the hotel in the evening the shower hose was too short and my height is only 1 6 m so if you are tall it ll be very uncomfortable you can hear the floors creaking and squeaking from all the rooms around and above ",91,6539," location quite good next to two underground stations very nice to stroll through the park in the morning evening the staff is friendly the breakfast is quite nice and diverse but not included in your booking for its price you can find lots of options in the city ",50,3,"89 days",51.5109945,-0.1863417,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8
"163 Marsh Wall Docklands Tower Hamlets London E14 9SJ United Kingdom",2682,"4/6/2016",7.1,"Britannia International Hotel Canary Wharf"," United Kingdom "," The air conditioning didn t seem to work properly and because you can t open the window our room reached 26d at times ",25,9086," Really nice hotel with lovely clean rooms and helpful staff ",12,1,"484 day",51.5019097,-0.0232208,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.6
"146 Praed Street Westminster Borough London W2 1EE United Kingdom",687,"12/17/2016",8.2,"Hilton London Paddington"," United Kingdom "," no tooth mug in bathroom reception could spend more time in making sure clients understood what they were saying",20,2898," porters welcome and helpfulness",5,2,"229 day",51.515632,-0.1757369999999999,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0
"100 110 Euston Road Camden London NW1 2AJ United Kingdom",728,"5/25/2017",8.9,"Pullman London St Pancras"," United Kingdom "," A mirror at the dressing table desk would have been appropriate",12,3168,"No Positive",0,1,"70 days",51.5286766,-0.1283489,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.2
"2 Wallenberg Place Westminster Borough London W1H 7TN United Kingdom",687,"7/3/2017",8.9,"The Montcalm Marble Arch"," United Kingdom "," The bed was a standard double not as pictured on booking com certainly not extra large The bath was also not as pictured The spa package I booked was not written down and was unavailable The spa staff were unaware a promotion was even on The small pool at the spa was so tiny and dirty that it had jets to swim against which would have been great but they didn t work People were playing loud music and video chatting on their phones in the spa but when I mentioned this to staff I was told they don t have a no phone policy The masseur was nowhere near qualified or skilled enough for the price charged Ok for a college graduate freebie massage but I was pleased when it was over which was less than the hour I had paid for Wish I d asked for a discount in the spa for poor massage and broken facilities We ended up leaving early and didn t go back the next morning ",174,2752," Personal message before arrival via WhatsApp and met on arrival Birthday cake and flower petals in the room was lovely 12md Check out is great ",27,6,"31 days",51.51505220000001,-0.159239,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6
"173 Gloucester Place Westminster Borough London NW1 6DX United Kingdom",468,"10/6/2015",7.7,"Park Avenue Baker Street"," United Kingdom "," It was mentioned during the time of booking that Breakfast is complimentary from Bookings com but I had to pay as the confirmation had mentioned extra ",28,1913," Nothing",2,2,"667 day",51.52414520000001,-0.1609907,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2
"153 Hammersmith Road Hammersmith and Fulham London W14 0QL United Kingdom",204,"12/10/2016",9.0,"St Paul s Hotel"," United Kingdom ","No Negative",0,812," Hotel is absolutely stunning",5,23,"236 day",51.493475200000006,-0.2153255999999999,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0
"12 Osborn Street Aldgate East Tower Hamlets London E1 6TE United Kingdom",404,"3/28/2017",8.9,"Arbor City"," Switzerland "," Noisy room machinery in the room Light command very confusind and at first not working ",17,2197," Friendly staff helping and positive Early breakfast Confortable bed ",11,16,"128 day",51.5166755,-0.0697897,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7
"150 Bayswater Road Kensington and Chelsea London W2 4RT United Kingdom",459,"12/7/2016",8.4,"DoubleTree by Hilton London Hyde Park"," Iceland "," Too much noise from the hallway in to the room ",12,2405," Breakfast was very good Good location ",8,3,"239 day",51.5100362,-0.190657,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5
"10 Palace Place Westminster Borough London SW1E 5BW United Kingdom",303,"5/15/2017",9.3,"The Nadler Victoria"," United Kingdom "," Had room in basement Room was still good But looking at a wall is not nice ",18,1608," Location is great close to Victoria Nova with nice restaurants The room was small but clean and nicely furnished ",21,1,"80 days",51.4990259,-0.1427453,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6
"2 Bridge Place Victoria Westminster Borough London SW1V 1QA United Kingdom",660,"9/9/2016",8.4,"DoubleTree by Hilton London Victoria"," Australia ","No Negative",0,2902," Great location Friendly staff comfy rooms ",8,4,"328 day",51.49398,-0.143372,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0
"163 Marsh Wall Docklands Tower Hamlets London E14 9SJ United Kingdom",2682,"9/26/2016",7.1,"Britannia International Hotel Canary Wharf"," United Kingdom "," We were apparently upgraded but this turned out to be facing the building works and trains which wasn t helped by window not being able to close properly",29,9086," Close for our requirements",5,3,"311 day",51.5019097,-0.0232208,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1
"130 Tottenham Court Road Camden London W1T 5AY United Kingdom",713,"4/7/2016",8.3,"Radisson Blu Edwardian Grafton"," Australia "," The fire alarms went off twice in the middle of the night but were not addressed by staff Random beeping in my room from 1 30am to 2 00am one night The air conditioner did not work very effectively ",41,2826," The bathroom was nice The Internet was fast and free ",12,3,"483 day",51.5241386,-0.1380807,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3
"2 24 Kensington High St Kensington and Chelsea London W8 4PT United Kingdom",617,"11/21/2016",8.8,"Royal Garden Hotel"," United Kingdom "," The bathroom in our room hadn t been cleaned the toilet was filthy we complained and asked for maid service while we were out for the evening when we came back it still hadn t been cleaned Not what you expect from a top London hotel ",48,2213," Location and facilities were great",6,2,"255 day",51.50270220000001,-0.1882164,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7
"152 Cricklewood Broadway Cricklewood London NW2 3ED United Kingdom",512,"5/31/2016",8.0,"Clayton Crown Hotel London"," Ireland ","No Negative",0,2491," Nice bar",3,5,"429 day",51.5561548,-0.2141824,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3
"1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom",1058,"8/31/2016",7.7,"The Park Grand London Paddington"," United Kingdom "," More nights staying there ",6,4380," The entire hotel was spotless with the most friendly and professional staff A faultless stay ",17,2,"337 day",51.5142184,-0.1809032,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0
"2 Stanhope Row Park Lane Westminster Borough London W1J 7BS United Kingdom",444,"11/12/2015",7.0,"Park Lane Mews Hotel"," United Kingdom ","No Negative",0,2061," Location is perfect for Mayfair Quiet street off the main thoroughfare Nice style calming ",16,13,"630 day",51.5059334,-0.1489417999999999,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9
"100 Queen s Gate Kensington and Chelsea London SW7 5AG United Kingdom",541,"10/27/2015",8.0,"Doubletree by Hilton London Kensington"," Kuwait "," There were no slippers in the room and no q tips I never carry these things on me as they are always available in hotels The floor area infront of the closet and the bathroom was extremely cold It would Have been nice if they included these little vanity things as they can come in handy ",58,2367," I didn t spend much time in the hotel but it was quite very clean and comfortable the room was nice the staff extremely helpful and friendly Check in and check out was very quick unlike many other hotels I have stayed in ",45,3,"646 day",51.4925138,-0.1787917,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0
"20 Lavington Street Southwark London SE1 0NZ United Kingdom",804,"7/27/2016",9.1,"citizenM London Bankside"," United Kingdom "," The hot drink facility in the room would be more impressive and appreciative too ",16,3802," The Bed and Shower were good The room was clean",11,1,"372 day",51.5051507,-0.1004723999999999,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6
"13 Rue De La Paix 2nd arr 75002 Paris France",158,"9/17/2015",8.4,"H tel Westminster"," United States of America "," The room was a bit small and dated You could only put the AC down to a certain point so it was a little to warm and stuffy for our liking The bathroom was very small We were only there one night so we didn t mind to much we would not stay there for more than a night though ",62,1374," The hotel staff was lovely and very accommodating The location was great close walking distance to everything We enjoyed the old world style of the hotel it made us feel like we were back in time ",38,2,"686 day",48.8693409,2.3310263,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7
"163 Marsh Wall Docklands Tower Hamlets London E14 9SJ United Kingdom",2682,"6/19/2017",7.1,"Britannia International Hotel Canary Wharf"," France "," Old school furniture and decoration The room was quite dark Breakfast was always very crowdy and noisy the food not really tasty Very touristic hotel and impersonal ",29,9086," Probably one of the cheapest hotel in the area Well located ",13,1,"45 days",51.5019097,-0.0232208,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.4
"18 Albert Embankment Lambeth London SE1 7TJ United Kingdom",1195,"3/13/2016",8.3,"Park Plaza London Riverbank"," United Kingdom "," N A",3,4684," Everything was of a very high standard very impressive ",11,4,"508 day",51.4913737,-0.1214194,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6
"111 avenue de la Bourdonnais 7th arr 75007 Paris France",178,"6/28/2016",8.8,"H tel de la Bourdonnais"," United Kingdom "," a bit noise during the mid night",8,1337," The view in this hotel is amazing You can see the eiffel tour ouside of the room ",19,5,"401 day",48.8550466,2.304583,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6
"101 Knightsbridge Westminster Borough London SW1X 7RN United Kingdom",302,"1/3/2016",8.2,"The Park Tower Knightsbridge a Luxury Collection Hotel"," United Arab Emirates "," In room dinning was expensive but delicious",8,901," Location size of the room and the view Also food was tastey",13,26,"578 day",51.5014191,-0.1625805,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3
"18 Albert Embankment Lambeth London SE1 7TJ United Kingdom",1195,"1/21/2017",8.3,"Park Plaza London Riverbank"," New Zealand "," Maybe just when I first checked in and when I tried to pay admin bond fee the system said my card declined bit I knew I had available funds may have been a small system glitch A minor hiccup ",41,4684," Breakfast buffet was awesome staff very helpful and professional Room reasonable size and quiet which was really good Elevators nice and spacious and not waiting for long time for an elevator Staff friendly approachable helpful graceful and professional ",40,3,"194 day",51.4913737,-0.1214194,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0
"17 rue de l Arcade 8th arr 75008 Paris France",230,"7/20/2016",8.6,"H tel Bedford"," United Kingdom "," the wifi is very bad connection",7,1703,"No Positive",0,4,"379 day",48.8720593,2.3236802000000005,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7
"1 8 Russell Square Camden London WC1B 5BE United Kingdom",724,"10/27/2015",8.0,"The Principal London"," Jersey "," Our children 17 and 14 shared a twin room on the same floor but their tea and coffee supply was not replenished ",24,3150," The location was super an easy walk to Covent Garden 10 15 MINS we were always able to get a taxi immediately at the front entrance and it is a two minute walk to Russell street tube or a 10 minute walk to Holborn ",46,6,"646 day",51.5226217,-0.1251602,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1
"163 Marsh Wall Docklands Tower Hamlets London E14 9SJ United Kingdom",2682,"6/1/2017",7.1,"Britannia International Hotel Canary Wharf"," United Kingdom "," Outlook Unfortunately Docklands is still undergoing development works ",10,9086," Breakfast had a good variety staff were very pleasant helpful friendly ",13,1,"63 days",51.5019097,-0.0232208,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0
"152 Cricklewood Broadway Cricklewood London NW2 3ED United Kingdom",512,"6/5/2017",8.0,"Clayton Crown Hotel London"," United Kingdom ","No Negative",0,2491," spacious room friendly staff very very quiet room comfy bed ",12,1,"59 days",51.5561548,-0.2141824,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0
"12 boulevard Malesherbes 8th arr 75008 Paris France",139,"2/16/2016",8.4,"Waldorf Madeleine"," United Kingdom "," It s more tired than the photos would have you believe The walls are so thin you can hear normal conversations in the room next door The cleaning chamber maid staff stood for ages in the corridor jabbering away when we were trying to sleep There was a phone in the corridor that kept on ringing presumably trying to track down a cleaner We won t stay there again ",71,1184," Staff were pretty friendly Location was pretty good ",10,3,"534 day",48.8715828,2.3224853,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4
"1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL United Kingdom",639,"8/11/2015",9.2,"Apex Temple Court Hotel"," United Kingdom "," nothing Everything was great",5,2619," Fantastic room Helpful friendly staff Can t fault",9,9,"723 day",51.5137335,-0.1087511999999999,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0
"1 3 Queens Garden Westminster Borough London W2 3BA United Kingdom",1058,"12/20/2016",7.7,"The Park Grand London Paddington"," United Kingdom "," Breakfast should be included in the room ",9,4380," Price was acceptable when compared with other major Hotel Brands in the location ",15,2,"226 day",51.5142184,-0.1809032,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7
"140 Gloucester Road Kensington and Chelsea London SW7 4QH United Kingdom",528,"4/21/2017",8.7,"The Bailey s Hotel London"," United Kingdom "," Nothing ",3,2485," You will be hard pushed to find a better location in London The Baileys Hotel lives upon to its 4 rating and you are made to feel welcome from the moment you arrive The Classic room we had was a little smaller than we expected and had no armchair but was spotlessly clean and the facilities particularly a great shower were first class Breakfast was the best we have experienced in London with quality food well cooked and hot ALL of the staff were extremely helpful efficient and friendly ",91,4,"104 day",51.4938733,-0.1824963,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8
"18 Albert Embankment Lambeth London SE1 7TJ United Kingdom",1195,"8/14/2016",8.3,"Park Plaza London Riverbank"," United Kingdom "," Noise from the railway lines woke us up both mornings The sound proofing could be improved",17,4684," Spacious room",3,1,"354 day",51.4913737,-0.1214194,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1
"163 Marsh Wall Docklands Tower Hamlets London E14 9SJ United Kingdom",2682,"5/15/2017",7.1,"Britannia International Hotel Canary Wharf"," United Kingdom "," Everything dirty broken bath disgusting and that was with an upgrade ",13,9086," Awful run down dirty avoid ",7,5,"80 days",51.5019097,-0.0232208,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.5
"166 Boulevard Berthier 17th arr 75017 Paris France",59,"10/13/2015",8.7,"H tel de Banville"," Switzerland ","No Negative",0,493," excellent location modern and spacious rooms considering it is Paris we even had a balcony ans could see the tip of the Eiffel Tower comfortable beds friendly staff and delicious breakfast Can t wait to come back to Paris and hotel Banville ",44,2,"660 day",48.88646729999999,2.2948911,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0
