"age","workclass","fnlwgt","education","education-num","marital-status","occupation","relationship","race","sex","capital-gain","capital-loss","hours-per-week","native-country","target"
69,"Self-emp-inc",174379,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,30,"United-States","<=50K"
48,"Private",425199,"Some-college",10,"Divorced","Sales","Unmarried","White","Male",0,0,45,"United-States","<=50K"
21,"",175166,"Some-college",10,"Never-married","","Own-child","White","Female",2176,0,40,"United-States","<=50K"
30,"Private",271933,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
31,"Private",187560,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","<=50K"
68,"Private",225612,"Bachelors",13,"Widowed","Sales","Not-in-family","White","Male",0,0,35,"United-States",">50K"
54,"Self-emp-inc",125417,"7th-8th",4,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States",">50K"
21,"Private",156807,"HS-grad",9,"Never-married","Other-service","Own-child","Black","Male",0,0,10,"United-States","<=50K"
46,"State-gov",171926,"Masters",14,"Divorced","Exec-managerial","Unmarried","White","Male",7430,0,50,"United-States",">50K"
30,"Private",159442,"HS-grad",9,"Separated","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
35,"Private",226789,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,58,"United-States","<=50K"
21,"Private",116358,"HS-grad",9,"Never-married","Other-service","Own-child","Asian-Pac-Islander","Male",0,0,40,"Philippines","<=50K"
41,"Local-gov",139160,"Bachelors",13,"Divorced","Prof-specialty","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
43,"Federal-gov",369468,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
27,"Local-gov",113054,"Bachelors",13,"Never-married","Protective-serv","Not-in-family","White","Female",0,0,32,"United-States","<=50K"
41,"Local-gov",189956,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","Black","Female",0,0,40,"United-States",">50K"
73,"Self-emp-inc",92886,"10th",6,"Widowed","Sales","Unmarried","White","Female",0,0,40,"Canada","<=50K"
48,"Self-emp-not-inc",76855,"Some-college",10,"Divorced","Transport-moving","Unmarried","White","Female",0,0,53,"United-States","<=50K"
19,"Private",213644,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
23,"Private",187513,"Some-college",10,"Never-married","Other-service","Own-child","White","Male",0,0,32,"United-States","<=50K"
36,"",216256,"HS-grad",9,"Married-civ-spouse","","Husband","White","Male",3464,0,30,"United-States","<=50K"
62,"Federal-gov",209433,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","Black","Male",0,0,40,"United-States","<=50K"
26,"Private",358124,"HS-grad",9,"Never-married","Other-service","Other-relative","Black","Female",0,0,40,"United-States","<=50K"
42,"Local-gov",96524,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States",">50K"
44,"Private",268098,"12th",8,"Never-married","Transport-moving","Not-in-family","Black","Male",0,0,36,"United-States","<=50K"
40,"Private",119008,"HS-grad",9,"Separated","Other-service","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
32,"State-gov",347623,"Assoc-voc",11,"Married-civ-spouse","Tech-support","Husband","White","Male",3411,0,40,"United-States","<=50K"
84,"Private",241065,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,66,"United-States","<=50K"
23,"Private",224632,"Bachelors",13,"Never-married","Adm-clerical","Own-child","Black","Female",0,0,38,"United-States","<=50K"
62,"Private",664366,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States",">50K"
43,"Local-gov",23157,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,50,"United-States",">50K"
37,"State-gov",60227,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,38,"United-States","<=50K"
44,"Private",111483,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Male",0,1504,50,"United-States","<=50K"
35,"Private",165007,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",4386,0,42,"United-States",">50K"
49,"Private",66385,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",5013,0,40,"United-States","<=50K"
28,"Private",132191,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,45,"United-States",">50K"
24,"Private",279472,"Some-college",10,"Married-civ-spouse","Machine-op-inspct","Wife","White","Female",7298,0,48,"United-States",">50K"
56,"Self-emp-not-inc",403072,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States",">50K"
41,"State-gov",201363,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,38,"United-States",">50K"
20,"Private",275190,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
34,"Private",329587,"10th",6,"Separated","Other-service","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
65,"Private",242580,"Some-college",10,"Divorced","Prof-specialty","Not-in-family","White","Male",11678,0,50,"United-States",">50K"
24,"Private",388885,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,48,"United-States","<=50K"
42,"Local-gov",111252,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,40,"United-States",">50K"
27,"Private",30237,"HS-grad",9,"Married-civ-spouse","Sales","Wife","White","Female",0,0,45,"United-States","<=50K"
47,"Private",21906,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,25,"United-States","<=50K"
20,"Private",163003,"HS-grad",9,"Never-married","Adm-clerical","Unmarried","Asian-Pac-Islander","Female",0,0,15,"United-States","<=50K"
66,"State-gov",132055,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1825,40,"United-States",">50K"
24,"Private",161415,"11th",7,"Never-married","Other-service","Other-relative","White","Male",0,0,35,"United-States","<=50K"
55,"Private",158651,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","Amer-Indian-Eskimo","Male",0,0,40,"United-States",">50K"
37,"Private",233490,"HS-grad",9,"Never-married","Farming-fishing","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
59,"Private",183606,"11th",7,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
38,"Private",170020,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",3137,0,45,"United-States","<=50K"
58,"Private",185459,"11th",7,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
25,"Local-gov",77698,"Some-college",10,"Never-married","Adm-clerical","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
39,"Private",144638,"Masters",14,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,45,"United-States",">50K"
19,"Private",378418,"HS-grad",9,"Never-married","Other-service","Unmarried","White","Female",0,0,30,"United-States","<=50K"
36,"Private",398931,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1485,50,"United-States",">50K"
43,"Private",115932,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K"
37,"Local-gov",105803,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
73,"Self-emp-not-inc",130391,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Female",0,0,36,"United-States","<=50K"
44,"Private",62258,"11th",7,"Never-married","Other-service","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
72,"Self-emp-not-inc",117030,"Some-college",10,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","<=50K"
23,"Private",278254,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","Black","Male",0,0,45,"United-States","<=50K"
55,"Private",144071,"Bachelors",13,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,18,"United-States",">50K"
51,"Federal-gov",321494,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
60,"Self-emp-not-inc",95490,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,"United-States","<=50K"
62,"Private",195343,"Doctorate",16,"Divorced","Prof-specialty","Unmarried","White","Male",15020,0,50,"United-States",">50K"
47,"Private",159389,"Assoc-acdm",12,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
34,"Private",34848,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",4064,0,40,"United-States","<=50K"
39,"State-gov",114366,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,35,"United-States","<=50K"
25,"Private",344991,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
28,"Local-gov",100270,"Bachelors",13,"Divorced","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
19,"",167428,"Some-college",10,"Never-married","","Own-child","White","Male",0,0,40,"United-States","<=50K"
27,"",253873,"Some-college",10,"Divorced","","Not-in-family","White","Female",0,0,25,"United-States","<=50K"
44,"Private",277720,"Some-college",10,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,35,"United-States","<=50K"
34,"Private",183778,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
41,"Local-gov",120277,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,35,"United-States",">50K"
28,"Private",584790,"Assoc-voc",11,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States",">50K"
32,"Private",97281,"Some-college",10,"Never-married","Exec-managerial","Own-child","White","Male",0,0,40,"United-States","<=50K"
29,"Private",236436,"Assoc-acdm",12,"Never-married","Prof-specialty","Not-in-family","White","Female",8614,0,40,"United-States",">50K"
22,"Private",279041,"Some-college",10,"Never-married","Handlers-cleaners","Own-child","Black","Male",0,0,10,"United-States","<=50K"
46,"Federal-gov",39606,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"England",">50K"
19,"Private",495982,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Male",0,0,10,"United-States","<=50K"
56,"Private",238638,"7th-8th",4,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
29,"Local-gov",30069,"HS-grad",9,"Married-civ-spouse","Other-service","Wife","White","Female",2635,0,40,"United-States","<=50K"
31,"Private",194055,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"United-States","<=50K"
59,"State-gov",136819,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,8,"United-States",">50K"
34,"Private",386370,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States","<=50K"
39,"Self-emp-not-inc",188335,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States","<=50K"
50,"Local-gov",191025,"Masters",14,"Divorced","Exec-managerial","Not-in-family","White","Female",4650,0,70,"United-States","<=50K"
61,"Private",223133,"HS-grad",9,"Divorced","Handlers-cleaners","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
30,"Private",133250,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States","<=50K"
70,"Private",227515,"10th",6,"Widowed","Transport-moving","Unmarried","White","Female",0,0,40,"Greece","<=50K"
33,"Private",578701,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,0,40,"","<=50K"
46,"Private",254367,"HS-grad",9,"Never-married","Transport-moving","Not-in-family","White","Male",0,1590,48,"United-States","<=50K"
28,"Private",339897,"1st-4th",2,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,43,"Mexico","<=50K"
56,"Private",208640,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
23,"Private",394612,"Bachelors",13,"Never-married","Tech-support","Own-child","Black","Male",0,0,40,"United-States","<=50K"
53,"Private",30290,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
19,"Private",229516,"7th-8th",4,"Never-married","Machine-op-inspct","Other-relative","White","Male",0,0,40,"United-States","<=50K"
33,"Private",345360,"Some-college",10,"Never-married","Sales","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
48,"Private",166929,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,45,"",">50K"
47,"",34458,"7th-8th",4,"Married-civ-spouse","","Husband","White","Male",0,0,10,"United-States","<=50K"
47,"State-gov",188386,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States",">50K"
70,"Self-emp-not-inc",177199,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,3,"United-States","<=50K"
42,"Private",100479,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K"
36,"Local-gov",110791,"Assoc-acdm",12,"Separated","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
64,"",178724,"HS-grad",9,"Married-civ-spouse","","Wife","White","Female",0,0,20,"United-States","<=50K"
28,"Federal-gov",366533,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
23,"Private",245361,"Some-college",10,"Never-married","Farming-fishing","Own-child","White","Male",0,0,35,"United-States","<=50K"
62,"Local-gov",115023,"Some-college",10,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
37,"Private",271013,"HS-grad",9,"Divorced","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
20,"",228649,"Some-college",10,"Never-married","","Own-child","White","Male",0,0,30,"United-States","<=50K"
73,"Private",242769,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",3471,0,40,"England","<=50K"
26,"Self-emp-inc",289224,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
48,"Local-gov",100818,"Bachelors",13,"Separated","Prof-specialty","Unmarried","White","Female",7443,0,45,"United-States","<=50K"
29,"Private",166210,"Some-college",10,"Divorced","Tech-support","Not-in-family","White","Male",0,0,55,"United-States","<=50K"
26,"Private",31208,"Masters",14,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
61,"Private",244933,"HS-grad",9,"Divorced","Sales","Not-in-family","White","Female",0,0,38,"United-States","<=50K"
44,"Local-gov",185267,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,40,"United-States",">50K"
40,"Self-emp-inc",266047,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,65,"United-States",">50K"
33,"Private",93056,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
21,"",415913,"Some-college",10,"Never-married","","Own-child","White","Male",0,0,40,"United-States","<=50K"
23,"Private",107882,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
58,"Self-emp-not-inc",81642,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,60,"United-States","<=50K"
47,"Self-emp-not-inc",182474,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,36,"United-States","<=50K"
34,"Private",97355,"Some-college",10,"Divorced","Sales","Not-in-family","White","Female",0,0,60,"United-States","<=50K"
61,"Private",215766,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
52,"Private",87205,"HS-grad",9,"Divorced","Other-service","Not-in-family","White","Female",0,0,38,"United-States","<=50K"
34,"Private",207564,"Some-college",10,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,12,"United-States",">50K"
50,"Private",179339,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,45,"United-States","<=50K"
22,"Local-gov",138575,"HS-grad",9,"Never-married","Protective-serv","Unmarried","White","Male",0,0,56,"United-States","<=50K"
22,"",42004,"Some-college",10,"Never-married","","Own-child","White","Male",0,0,30,"United-States","<=50K"
57,"State-gov",19520,"Doctorate",16,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,50,"United-States","<=50K"
32,"Private",222221,"Assoc-voc",11,"Married-civ-spouse","Prof-specialty","Husband","White","Male",7298,0,42,"United-States",">50K"
28,"Private",247819,"Assoc-voc",11,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,5,"United-States","<=50K"
20,"Private",217807,"Some-college",10,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,35,"United-States","<=50K"
42,"State-gov",219682,"Masters",14,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
48,"Local-gov",169515,"Bachelors",13,"Divorced","Protective-serv","Not-in-family","Black","Female",0,0,43,"United-States",">50K"
21,"Private",322144,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
38,"Local-gov",329980,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,1876,40,"Canada","<=50K"
25,"Private",106552,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Male",0,0,20,"United-States","<=50K"
34,"Private",110622,"Masters",14,"Divorced","Exec-managerial","Other-relative","Asian-Pac-Islander","Female",0,0,40,"South","<=50K"
35,"Private",92028,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
45,"Private",337825,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States","<=50K"
34,"Private",226296,"11th",7,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States","<=50K"
36,"Federal-gov",184556,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,40,"United-States","<=50K"
21,"Private",194102,"Assoc-acdm",12,"Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"United-States","<=50K"
54,"Private",220115,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1628,40,"United-States","<=50K"
63,"State-gov",89451,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
19,"Private",69927,"HS-grad",9,"Married-civ-spouse","Other-service","Wife","Black","Female",0,0,16,"United-States","<=50K"
55,"Self-emp-not-inc",218456,"Masters",14,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,50,"Hungary","<=50K"
27,"Private",169631,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Female",0,0,40,"United-States","<=50K"
53,"Local-gov",169719,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
36,"Private",263574,"Assoc-voc",11,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States","<=50K"
40,"Private",164647,"Some-college",10,"Divorced","Prof-specialty","Unmarried","Black","Female",0,0,38,"United-States","<=50K"
67,"State-gov",173623,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",4931,0,30,"United-States","<=50K"
65,"Private",420277,"Some-college",10,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States","<=50K"
35,"Private",189102,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,55,"United-States",">50K"
52,"Private",29658,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","<=50K"
33,"Private",168981,"Assoc-voc",11,"Never-married","Prof-specialty","Unmarried","White","Female",0,0,55,"United-States","<=50K"
30,"Private",112115,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
37,"Private",213008,"Assoc-voc",11,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"Japan","<=50K"
26,"Private",169100,"HS-grad",9,"Divorced","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
35,"Private",465326,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
54,"Private",198546,"Masters",14,"Widowed","Adm-clerical","Unmarried","White","Female",0,0,38,"United-States","<=50K"
42,"State-gov",341638,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
41,"Private",244945,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,65,"United-States",">50K"
55,"Private",123436,"Assoc-voc",11,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
27,"",190650,"Bachelors",13,"Never-married","","Unmarried","Asian-Pac-Islander","Male",0,0,25,"Philippines","<=50K"
44,"Private",205051,"10th",6,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
34,"Local-gov",176802,"11th",7,"Separated","Other-service","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
53,"Private",166386,"Bachelors",13,"Married-civ-spouse","Machine-op-inspct","Wife","Asian-Pac-Islander","Female",0,0,40,"China","<=50K"
43,"Private",161226,"Bachelors",13,"Married-civ-spouse","Machine-op-inspct","Husband","Amer-Indian-Eskimo","Male",0,0,40,"United-States","<=50K"
24,"Private",194247,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
39,"State-gov",210150,"Masters",14,"Never-married","Protective-serv","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
59,"Private",114678,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","Black","Male",0,0,60,"United-States","<=50K"
36,"",187203,"Assoc-voc",11,"Divorced","","Own-child","White","Male",0,0,50,"United-States","<=50K"
29,"Private",225024,"HS-grad",9,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
23,"Private",177087,"11th",7,"Never-married","Adm-clerical","Unmarried","Black","Male",0,0,35,"United-States","<=50K"
39,"Private",177277,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,45,"United-States",">50K"
64,"Self-emp-not-inc",159938,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",2635,0,24,"Italy","<=50K"
43,"Self-emp-not-inc",171351,"Assoc-acdm",12,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,20,"United-States","<=50K"
37,"State-gov",34996,"HS-grad",9,"Separated","Other-service","Unmarried","White","Female",0,0,40,"United-States","<=50K"
36,"Private",133454,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
41,"Private",220109,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,55,"United-States",">50K"
53,"State-gov",153486,"10th",6,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States",">50K"
49,"Private",225124,"HS-grad",9,"Widowed","Machine-op-inspct","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
21,"Private",307315,"Some-college",10,"Never-married","Adm-clerical","Unmarried","White","Male",0,0,40,"United-States","<=50K"
45,"Private",53524,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
36,"Self-emp-not-inc",258289,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,35,"United-States","<=50K"
54,"",124993,"HS-grad",9,"Married-civ-spouse","","Husband","White","Male",0,0,40,"United-States",">50K"
40,"Local-gov",321187,"Bachelors",13,"Never-married","Prof-specialty","Unmarried","White","Female",0,0,45,"United-States","<=50K"
61,"Private",156852,"Assoc-voc",11,"Widowed","Tech-support","Unmarried","White","Female",0,0,8,"United-States","<=50K"
45,"Private",202746,"Bachelors",13,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","<=50K"
30,"Private",176175,"Assoc-voc",11,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,24,"United-States","<=50K"
30,"Private",33678,"HS-grad",9,"Never-married","Sales","Own-child","White","Male",0,0,40,"United-States","<=50K"
25,"Private",139863,"1st-4th",2,"Never-married","Farming-fishing","Not-in-family","White","Male",0,0,40,"Mexico","<=50K"
27,"Private",298871,"Bachelors",13,"Never-married","Other-service","Not-in-family","Asian-Pac-Islander","Male",0,0,40,"Philippines","<=50K"
30,"Private",178587,"Assoc-voc",11,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,38,"United-States","<=50K"
39,"Private",148015,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","Black","Female",0,0,52,"United-States","<=50K"
78,"Private",182977,"HS-grad",9,"Widowed","Other-service","Not-in-family","Black","Female",2964,0,40,"United-States","<=50K"
50,"Self-emp-inc",302708,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","Asian-Pac-Islander","Male",7688,0,50,"Japan",">50K"
64,"",208862,"HS-grad",9,"Married-civ-spouse","","Husband","White","Male",0,0,50,"United-States",">50K"
49,"Private",123713,"Bachelors",13,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
42,"Private",275677,"Assoc-voc",11,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,50,"United-States","<=50K"
30,"Private",188146,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",5013,0,40,"United-States","<=50K"
36,"Local-gov",185556,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,35,"United-States",">50K"
35,"Private",325802,"Assoc-acdm",12,"Divorced","Handlers-cleaners","Unmarried","White","Female",0,0,24,"United-States","<=50K"
61,"Private",160037,"7th-8th",4,"Divorced","Other-service","Not-in-family","White","Male",0,0,35,"United-States","<=50K"
61,"Private",180418,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States",">50K"
51,"Private",350131,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,2339,40,"United-States","<=50K"
24,"Private",235894,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,38,"United-States","<=50K"
19,"Private",89295,"Some-college",10,"Never-married","Machine-op-inspct","Own-child","White","Female",0,0,35,"United-States","<=50K"
23,"Private",257683,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Male",0,0,40,"United-States","<=50K"
31,"Self-emp-not-inc",268482,"9th",5,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
30,"Private",159187,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,55,"United-States",">50K"
22,"State-gov",190625,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,20,"United-States","<=50K"
38,"",70282,"Masters",14,"Married-civ-spouse","","Wife","Black","Female",15024,0,2,"United-States",">50K"
37,"Private",34378,"7th-8th",4,"Married-civ-spouse","Farming-fishing","Husband","White","Male",2580,0,60,"United-States","<=50K"
18,"Private",210932,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
29,"Private",160510,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"",">50K"
46,"Private",501671,"10th",6,"Divorced","Machine-op-inspct","Unmarried","Black","Male",0,0,40,"United-States","<=50K"
21,"Private",88926,"Some-college",10,"Never-married","Prof-specialty","Own-child","White","Male",0,0,10,"United-States","<=50K"
