"cap-shape","cap-surface","cap-color","bruises%3F","odor","gill-attachment","gill-spacing","gill-size","gill-color","stalk-shape","stalk-root","stalk-surface-above-ring","stalk-surface-below-ring","stalk-color-above-ring","stalk-color-below-ring","veil-type","veil-color","ring-number","ring-type","spore-print-color","population","habitat","target"
"f","","e","","n","f","c","b","w","t","b","s","s","p","g","p","w","o","p","n","v","d","e"
"","y","n","t","n","f","c","b","w","t","b","s","s","p","w","p","w","o","p","n","y","d","e"
"f","y","g","t","n","f","","","p","t","b","s","","g","g","p","w","o","p","k","v","d","e"
"f","y","n","t","n","f","c","b","u","t","b","s","s","w","g","p","w","","p","n","y","d","e"
"f","y","g","t","n","f","c","b","p","t","b","s","s","w","p","p","w","o","","k","y","d","e"
"f","","g","t","n","f","c","b","u","t","b","s","s","g","p","p","w","o","p","n","v","d","e"
"x","f","","t","n","f","c","b","u","t","b","s","s","w","p","p","w","o","p","k","y","d","e"
"","y","e","t","n","f","c","b","p","t","b","s","s","w","p","p","w","o","p","k","y","d","e"
"f","f","e","t","n","f","c","b","p","t","b","s","s","g","w","p","w","o","p","k","v","d","e"
"f","y","e","t","n","f","c","b","p","t","b","s","s","w","p","p","w","o","p","n","v","d","e"
"x","f","y","f","f","f","c","b","g","e","b","k","k","n","n","p","w","o","l","h","v","p","p"
"f","y","g","t","n","f","c","","u","t","b","s","s","","w","p","w","o","p","n","y","d","e"
"f","y","n","t","n","f","c","b","p","t","b","s","s","p","p","p","w","o","p","k","v","d","e"
"x","f","g","f","f","f","c","b","p","e","b","","k","p","b","p","w","o","","h","y","d","p"
"f","y","g","t","n","f","c","b","w","t","b","s","s","p","p","p","w","o","p","k","y","d","e"
"f","y","g","t","n","f","c","b","u","t","b","s","s","w","g","p","w","o","p","k","y","d","e"
"f","y","g","t","n","f","c","b","p","t","b","s","s","g","w","p","w","o","p","n","y","d","e"
"f","y","e","t","n","f","c","b","n","t","b","s","s","g","g","p","w","o","p","","y","d","e"
"f","y","g","t","n","f","c","b","n","t","b","s","s","g","p","p","","o","p","k","v","d","e"
"x","s","w","f","c","f","c","n","g","e","b","s","s","w","w","p","w","o","p","n","s","d","p"
"x","f","w","f","c","f","w","n","n","e","b","s","s","w","w","p","w","o","p","n","s","d","p"
"f","f","n","t","n","f","c","b","n","t","b","s","","w","w","p","w","o","p","k","v","d","e"
"f","f","e","t","n","f","c","b","u","","b","","s","w","p","p","w","o","p","k","y","d","e"
"f","y","e","t","n","f","c","b","n","t","b","s","s","","p","p","w","o","p","n","","d","e"
"x","f","g","f","f","f","c","b","h","e","b","k","k","","p","p","w","o","l","h","y","d","p"
"","f","g","t","n","f","c","b","p","t","b","s","s","g","w","p","w","o","p","n","v","","e"
"f","f","g","t","n","f","c","","n","t","","s","s","w","p","p","w","o","p","k","y","d","e"
"f","f","g","","n","f","c","b","u","t","b","s","s","w","w","","w","o","p","k","y","d","e"
"x","s","w","f","c","f","w","n","g","e","b","s","s","w","w","p","w","o","p","n","s","d","p"
"x","y","e","t","n","f","c","b","n","t","b","s","s","w","p","p","w","o","p","k","v","d","e"
"f","y","e","t","n","f","c","b","u","t","b","s","s","p","g","p","w","o","p","k","v","d","e"
"x","f","g","f","f","f","c","b","g","e","b","k","k","p","b","p","","o","l","h","","d","p"
"f","f","","t","n","f","c","b","w","t","b","s","s","w","g","p","w","o","p","k","y","d","e"
"x","f","g","f","","f","c","b","p","e","","k","","n","b","p","w","o","l","h","v","p","p"
"x","f","p","f","c","f","w","n","g","e","b","s","s","w","w","p","w","o","p","k","s","d","p"
"f","y","g","t","n","f","c","b","w","t","b","","s","p","w","p","w","o","p","k","v","d","e"
"x","f","g","","f","f","c","b","g","e","b","k","k","n","p","p","w","o","l","h","v","p","p"
"x","f","w","f","c","f","c","","g","e","b","s","s","w","w","p","w","o","p","n","s","d","p"
"x","f","g","f","f","f","c","b","p","e","b","k","k","","p","p","w","o","l","h","v","p","p"
"f","y","","t","n","","c","b","w","t","b","s","s","p","g","p","w","o","p","n","v","d","e"
"x","","g","f","f","f","c","b","p","e","b","k","k","n","p","p","w","o","l","h","v","p","p"
"x","s","g","f","c","f","w","n","u","e","","","s","w","w","p","w","o","p","n","s","d","p"
"f","y","g","t","n","f","c","b","n","t","b","s","s","g","g","","w","o","p","n","y","d","e"
"f","y","n","t","n","f","c","b","p","t","b","s","s","g","p","p","w","o","p","k","v","d","e"
"f","f","e","t","n","f","c","b","n","t","b","s","s","w","w","p","w","o","p","","","d","e"
"x","f","g","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","v","p","p"
"x","f","","f","c","f","w","","g","e","b","s","s","w","w","p","w","o","p","k","v","d","p"
"x","y","n","t","n","f","c","b","p","t","b","s","s","g","p","p","w","o","p","n","v","d","e"
"f","f","e","t","","f","c","b","w","t","b","s","s","p","p","p","w","o","p","k","y","d","e"
"f","y","n","t","n","f","c","b","w","t","b","s","s","w","g","p","w","o","p","k","","d","e"
"f","y","g","t","n","f","c","b","n","t","b","s","s","g","g","p","w","o","p","k","v","d","e"
"x","y","g","f","f","f","c","b","g","e","b","k","k","","p","p","w","o","l","h","v","g","p"
"f","y","n","t","n","f","c","b","u","t","b","s","s","w","w","p","w","o","p","n","v","d","e"
"","f","p","f","c","f","c","n","u","e","b","s","s","w","","p","w","o","p","k","v","d","p"
"x","f","w","f","","f","c","n","n","e","b","s","s","w","w","p","","o","p","","s","d","p"
"f","f","e","t","n","f","c","b","w","t","b","","s","g","w","p","w","o","p","n","y","d","e"
"f","y","n","t","n","f","c","b","","t","b","s","s","g","w","p","w","o","p","n","y","d","e"
"f","y","e","t","n","f","c","b","u","t","b","s","","g","p","p","w","o","p","k","v","d","e"
"","y","g","t","n","f","c","b","u","t","b","s","s","g","w","p","","o","p","k","v","d","e"
"x","f","g","f","f","f","c","b","g","e","b","k","k","b","b","p","w","o","l","h","v","d","p"
"x","f","g","f","","f","c","b","p","e","b","","k","n","b","p","w","o","l","h","y","p","p"
"","f","e","t","n","f","c","","p","t","b","s","s","w","w","p","w","o","p","k","y","d","e"
"x","y","y","f","f","f","c","b","g","e","b","","k","p","n","p","w","o","l","h","v","g","p"
"x","s","p","f","c","f","c","n","u","e","b","s","s","w","w","p","w","o","p","k","s","d","p"
"f","f","e","t","n","f","c","b","p","t","b","s","s","g","w","p","w","o","p","n","y","d","e"
"f","f","y","f","f","","c","b","p","e","b","k","k","b","n","p","w","o","l","h","v","d","p"
"f","y","e","t","n","f","c","b","u","t","b","s","s","g","p","p","w","o","p","k","y","d","e"
"f","y","e","t","n","f","c","b","n","t","b","","s","w","g","p","w","o","p","n","v","d","e"
"x","f","n","t","n","f","c","b","u","t","b","s","s","w","w","p","w","o","","","y","","e"
"","f","e","t","n","f","c","","w","t","","s","s","g","p","p","w","o","","k","v","d","e"
"f","f","g","t","n","f","c","b","w","t","b","s","","w","p","p","w","o","p","n","v","d","e"
"x","f","g","f","f","f","","b","p","e","b","k","k","b","b","p","w","","l","h","v","g","p"
"f","y","e","t","","f","c","b","u","t","b","s","s","p","p","p","w","o","p","n","y","d","e"
"f","f","g","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","y","p","p"
"f","","e","t","n","f","c","b","u","t","b","s","s","g","w","p","w","o","p","n","y","d","e"
"f","f","","t","n","f","c","b","p","t","b","s","s","p","w","p","w","o","p","k","v","d","e"
"f","f","g","t","n","f","c","b","w","t","b","s","s","g","g","p","w","o","","","y","d","e"
"x","f","g","f","f","f","c","b","g","e","b","","k","b","p","p","w","o","l","h","y","g","p"
"f","y","g","t","n","f","c","b","u","t","b","s","s","p","g","p","w","o","p","k","v","d","e"
"f","y","g","t","n","f","c","b","u","t","b","","s","g","p","p","w","o","p","k","y","d","e"
"x","f","g","f","f","f","c","b","","e","b","","k","n","n","p","w","o","l","h","v","g","p"
"x","f","w","f","c","f","c","n","u","e","b","s","s","w","w","p","w","o","p","n","s","d","p"
"f","f","e","t","n","f","c","b","w","t","b","s","s","w","g","p","w","o","p","k","v","d","e"
"x","","y","f","f","f","c","b","g","e","b","k","k","n","b","p","w","o","l","h","v","d","p"
"f","y","","t","n","f","c","b","w","t","b","s","s","p","g","p","w","","p","n","","d","e"
"","y","g","t","n","f","c","b","","t","b","s","s","p","p","p","w","o","p","n","v","d","e"
"f","f","e","t","n","f","c","b","","t","b","s","s","w","g","p","w","o","p","k","v","d","e"
"f","f","g","t","n","f","c","b","","t","b","s","","w","p","p","w","o","p","n","","d","e"
"f","y","g","t","n","f","c","b","w","t","b","s","s","g","g","p","w","o","p","k","v","d","e"
"f","f","e","t","","f","c","b","p","t","b","s","s","p","g","p","w","o","p","n","v","d","e"
"x","s","g","f","c","f","w","n","g","e","b","s","s","w","w","p","w","o","p","k","v","d","p"
"f","y","g","t","n","f","c","b","u","t","b","s","s","w","w","p","w","o","p","n","y","d","e"
"f","y","n","t","n","f","","b","w","t","b","s","s","w","g","","w","o","p","","y","d","e"
"","","g","t","","f","c","b","n","t","b","s","s","p","","p","w","o","p","n","y","","e"
"f","y","g","t","n","f","c","b","n","t","b","s","s","w","p","p","w","o","p","n","y","d","e"
"f","y","n","t","n","f","c","b","w","t","b","s","s","g","w","p","w","o","p","k","y","","e"
"x","f","g","","n","f","c","b","n","t","b","s","s","w","g","p","w","o","p","n","v","d","e"
"f","f","g","t","n","f","c","b","u","t","b","s","s","g","p","p","w","o","p","n","y","d","e"
"x","f","g","","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","","p","p"
"x","s","w","f","c","f","w","n","p","e","b","s","s","w","w","p","w","o","p","k","v","d","p"
"f","f","g","t","n","f","c","b","u","t","b","s","s","","g","p","w","o","p","k","v","d","e"
"f","f","g","t","n","","c","b","w","t","b","s","s","g","w","p","w","o","p","k","v","d","e"
"f","y","g","t","n","f","c","b","n","t","b","s","s","w","g","p","w","o","p","n","v","d","e"
"x","f","g","f","f","f","c","b","h","e","b","k","k","p","b","p","w","o","l","h","y","p","p"
"x","s","w","f","c","f","w","n","u","e","b","s","s","w","w","p","w","o","p","n","s","d","p"
"x","f","g","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","y","p","p"
"x","y","g","t","n","f","c","b","n","t","b","s","s","p","p","p","w","o","p","k","y","d","e"
"x","f","g","f","f","f","c","b","h","e","b","k","k","b","n","p","w","o","","h","v","g","p"
"f","y","e","t","n","f","","b","p","t","b","s","s","w","w","p","w","o","p","n","y","d","e"
"","y","g","t","n","f","c","b","p","t","b","s","s","w","p","p","","o","p","","y","d","e"
"x","f","","t","n","f","c","b","w","t","","s","s","g","w","p","w","o","p","k","","d","e"
"x","f","g","f","f","f","c","b","h","","b","k","k","b","b","p","w","o","l","h","v","d","p"
"f","y","g","t","n","f","c","b","p","t","b","s","","p","w","p","w","o","p","k","y","d","e"
"f","y","g","t","n","f","c","b","","t","b","s","s","p","p","p","w","","p","k","v","d","e"
"x","s","w","f","c","","c","n","p","e","b","s","s","w","w","p","w","o","p","k","s","","p"
"x","y","y","f","f","f","c","b","g","e","b","k","k","b","n","p","","o","l","h","y","g","p"
"f","f","e","t","n","f","c","b","n","t","b","s","s","p","g","p","w","o","p","k","y","d","e"
"x","f","g","f","f","","","b","g","e","b","k","k","p","p","p","w","o","","h","y","d","p"
"x","f","g","f","f","f","c","b","","e","b","k","","n","n","p","","o","l","","y","d","p"
"x","y","n","t","n","f","c","","u","t","b","s","s","w","g","","w","o","p","n","v","d","e"
"x","f","g","f","f","f","c","b","g","e","b","k","k","","n","p","w","o","l","h","y","g","p"
"f","y","n","t","n","f","c","b","u","t","b","s","s","p","g","p","w","o","p","n","y","d","e"
"f","f","g","t","n","f","c","b","u","t","b","s","s","w","p","p","w","o","p","k","y","d","e"
"f","y","g","t","","f","c","b","p","t","b","s","s","g","p","p","w","o","p","n","v","d","e"
"f","y","g","t","n","f","c","b","u","t","b","s","s","","p","p","w","o","p","k","y","d","e"
"x","s","","f","c","f","w","n","n","e","b","s","s","w","w","p","w","o","p","n","s","d","p"
"f","","g","t","n","f","c","b","w","t","b","s","s","p","g","p","w","o","p","k","v","d","e"
"f","y","e","t","n","f","c","b","n","t","b","s","s","p","g","p","","o","p","n","v","d","e"
"f","y","n","","n","f","c","b","n","t","b","s","s","g","w","p","w","","p","n","v","d","e"
"f","y","g","","n","f","c","b","u","t","","s","s","g","p","p","w","o","p","k","v","d","e"
"x","f","p","f","c","f","c","n","g","e","b","s","s","w","w","p","w","o","p","n","v","d","p"
"x","f","g","f","f","","c","b","p","e","b","","k","n","p","p","w","o","l","h","y","g","p"
"f","y","","t","n","f","c","b","p","t","b","s","s","g","p","p","w","o","p","k","y","d","e"
"f","f","g","t","","f","c","b","u","t","b","s","s","w","g","p","w","o","p","k","y","d","e"
"x","","p","f","c","f","w","n","","e","b","","s","w","w","p","w","o","p","n","v","d","p"
"x","y","g","t","n","f","c","b","u","t","b","s","s","w","p","p","w","o","p","n","y","d","e"
"x","f","g","f","f","f","c","b","h","e","b","k","k","p","n","p","w","o","l","h","y","p","p"
"x","f","g","f","f","f","c","b","h","e","b","","k","b","n","p","w","o","l","h","y","p","p"
"f","y","n","t","n","f","c","b","w","t","b","s","s","p","","p","w","o","p","n","y","d","e"
"f","y","n","t","n","f","c","b","p","t","b","s","s","p","","p","w","","p","n","v","d","e"
"","s","g","f","c","f","c","n","u","e","b","s","s","w","w","p","w","o","","n","v","d","p"
"f","f","g","f","f","f","c","b","g","e","b","k","k","n","n","p","w","o","l","h","v","d","p"
"x","f","p","f","c","f","w","n","p","e","b","s","s","w","w","p","w","o","p","n","s","d","p"
"f","y","e","t","n","f","c","b","w","t","b","s","s","g","w","p","w","","p","k","v","","e"
"f","","g","t","n","f","c","b","w","t","b","s","s","w","p","p","w","o","p","k","v","d","e"
"f","f","e","t","n","f","c","b","n","t","b","s","s","g","p","","w","o","p","n","y","d","e"
"x","","y","f","f","f","c","b","p","e","b","k","k","p","b","p","w","o","l","h","y","g","p"
"f","f","g","t","n","f","c","b","w","t","b","","s","g","w","p","w","o","p","k","y","d","e"
"x","f","w","","c","f","w","n","","e","b","s","s","w","w","p","w","o","","k","v","d","p"
"x","f","g","f","f","","c","b","g","e","b","k","k","n","n","p","w","o","l","h","v","d","p"
"","f","e","t","n","f","c","b","p","t","b","s","s","","g","p","w","o","p","n","y","d","e"
"f","y","g","t","n","","c","","w","t","b","s","s","g","p","p","w","o","p","n","y","d","e"
"x","f","g","f","f","f","c","b","p","e","b","k","k","b","","p","w","o","l","h","v","p","p"
"x","f","g","f","f","f","c","b","h","e","b","k","k","n","p","p","w","o","l","h","v","p","p"
"x","s","p","f","c","f","","n","p","e","b","","s","w","w","p","w","o","p","k","v","d","p"
"x","y","g","t","n","f","c","b","u","t","b","s","s","w","g","p","w","o","p","k","v","d","e"
"x","f","g","f","f","f","","b","p","e","b","k","k","b","","p","w","o","l","h","v","d","p"
"f","y","n","t","n","f","c","b","w","t","b","s","s","p","g","p","w","o","p","n","y","d","e"
"x","y","n","t","n","f","c","b","u","t","b","s","s","w","w","p","w","o","p","n","v","d","e"
"f","y","e","t","n","f","","b","p","t","b","s","s","g","g","p","w","o","p","n","y","d","e"
"f","y","g","t","n","f","c","b","","t","b","s","s","w","g","p","w","o","p","n","y","d","e"
"f","f","e","t","n","f","c","b","p","t","b","s","s","w","g","p","w","o","p","k","y","d","e"
"f","y","g","t","n","f","c","","p","t","b","s","s","g","w","p","w","o","","k","y","d","e"
"f","f","g","t","n","f","c","b","w","t","b","s","s","w","g","p","w","o","p","n","","d","e"
"x","f","p","f","c","f","w","n","n","e","b","s","s","w","w","","w","o","p","k","s","d","p"
"f","f","","t","n","","c","","n","t","b","s","s","g","g","p","w","o","p","n","v","d","e"
"f","f","e","t","n","f","c","b","u","t","b","s","s","g","w","p","w","o","p","k","v","d","e"
"x","s","w","f","c","f","w","n","n","e","b","s","s","w","w","p","w","o","p","n","s","d","p"
"f","f","g","t","n","f","c","b","w","","b","s","s","g","p","p","w","o","p","k","y","d","e"
"f","y","n","t","n","f","c","b","n","","b","s","s","w","w","p","w","o","p","k","v","d","e"
"x","f","g","f","f","f","c","b","h","e","","k","k","p","p","p","w","o","l","","v","g","p"
"f","f","e","t","n","f","c","","n","t","b","s","s","w","p","p","w","o","p","n","v","d","e"
"x","f","g","f","f","f","c","b","h","e","b","k","k","p","p","p","w","o","","h","y","g","p"
"f","f","e","t","n","f","c","b","w","t","b","s","s","p","w","p","w","o","p","n","y","d","e"
"f","","g","t","n","f","c","b","u","t","b","s","s","p","g","p","w","o","p","n","y","d","e"
"f","f","g","t","n","f","c","b","","t","b","s","s","p","g","p","w","o","p","n","v","d","e"
"x","f","g","f","","f","","b","g","e","b","k","k","b","n","p","w","o","l","h","v","g","p"
"f","y","e","t","n","f","c","b","n","t","b","s","s","g","p","p","w","o","p","n","v","d","e"
"x","f","w","f","c","f","c","n","p","e","b","s","s","w","w","p","w","o","p","k","s","d","p"
"f","y","n","t","n","f","c","b","n","t","b","s","s","w","","p","w","o","p","n","y","d","e"
"x","y","g","t","n","f","c","b","","t","b","s","s","p","p","p","w","o","p","","y","d","e"
"f","","n","t","n","f","c","b","u","","b","s","s","p","p","p","w","o","p","n","y","d","e"
"f","y","e","t","n","f","c","b","n","t","b","s","s","p","w","p","w","o","p","n","v","d","e"
"f","y","g","t","n","f","c","b","p","t","b","s","s","p","g","p","w","o","p","","y","d","e"
"f","y","e","t","n","f","c","b","u","t","b","s","s","w","g","p","w","o","p","n","v","d","e"
"x","f","g","","f","f","c","b","h","e","b","k","k","p","p","p","w","o","l","h","y","","p"
"f","y","g","t","n","f","","","u","t","b","s","s","w","p","p","w","o","p","k","y","d","e"
"","y","g","t","n","f","c","b","w","t","b","s","s","w","g","p","w","o","p","n","","d","e"
"f","f","g","t","n","f","c","b","w","t","b","s","s","p","p","p","w","o","","n","y","d","e"
"f","y","g","t","n","f","c","b","p","t","b","s","s","p","g","","w","o","p","n","v","d","e"
"f","f","e","t","n","f","c","b","p","t","b","s","s","p","g","","w","o","p","k","y","d","e"
"f","f","e","t","n","","c","b","n","t","","s","s","w","g","p","w","o","p","k","y","d","e"
"f","y","n","t","n","f","c","b","p","t","b","s","s","g","w","p","w","o","p","n","v","d","e"
"f","f","n","t","n","f","c","b","w","t","b","s","s","w","p","p","w","o","p","k","v","d","e"
"x","f","p","f","c","f","c","n","u","e","b","s","","w","w","p","w","o","p","n","s","d","p"
"","f","g","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","v","d","p"
"f","y","g","t","n","f","c","b","n","t","b","s","s","g","w","p","w","o","p","n","v","","e"
"f","y","e","","n","f","c","b","u","t","b","s","s","g","g","p","w","o","p","n","","d","e"
"x","s","w","f","c","f","c","n","g","e","b","s","s","w","w","p","w","","p","k","","d","p"
"x","f","","f","c","f","w","n","g","e","b","s","s","w","w","p","w","o","p","","v","d","p"
"x","f","g","","f","f","c","","g","e","b","k","k","b","b","p","w","o","l","h","y","p","p"
"x","f","g","t","n","f","c","b","p","t","b","s","s","w","p","p","w","o","p","k","v","d","e"
"f","y","e","t","n","f","c","b","u","t","b","s","s","w","p","p","w","o","p","k","","d","e"
"x","s","p","f","c","f","w","n","p","e","b","s","s","w","w","p","w","o","p","k","s","d","p"
"f","y","g","t","n","f","c","b","n","","b","s","s","g","p","p","w","o","p","n","y","d","e"
"f","y","n","t","n","f","c","b","n","t","b","s","s","p","p","p","w","o","p","k","y","d","e"
"","f","g","f","","f","c","b","g","e","b","k","k","b","p","p","w","o","l","h","v","g","p"
"f","y","n","t","n","f","c","b","","t","b","s","s","g","p","p","w","o","p","k","v","d","e"
"x","f","e","","n","f","c","b","p","t","b","s","s","g","g","p","w","o","p","k","y","d","e"
"x","f","w","f","c","f","","n","g","","","s","s","w","","p","w","o","p","k","v","d","p"
"f","y","n","t","n","f","c","b","n","t","b","s","s","p","g","p","w","o","p","n","y","d","e"
"","f","g","f","f","f","c","b","g","e","b","k","k","p","n","p","w","o","l","h","v","d","p"
"f","y","e","t","n","f","c","b","n","t","b","s","","w","g","p","w","o","p","k","y","d","e"
"x","f","y","f","f","f","","","p","e","b","k","k","n","n","p","","o","l","h","y","p","p"
"f","f","g","t","n","f","c","b","u","t","b","s","s","g","g","p","w","o","p","k","v","d","e"
"x","f","","t","n","f","c","b","n","t","b","s","s","g","p","p","w","o","p","k","y","d","e"
"f","y","e","t","n","f","c","b","n","","b","s","s","p","p","","w","o","p","n","v","d","e"
"f","","g","t","n","f","c","b","u","t","b","s","s","w","g","p","w","o","","k","v","d","e"
"x","","g","f","c","f","w","n","u","e","b","s","s","w","w","p","w","o","p","k","v","d","p"
"f","y","g","t","n","f","c","b","w","","b","s","s","w","w","p","w","o","p","n","y","d","e"
"f","f","e","t","n","f","c","b","n","t","b","s","s","p","w","p","w","o","p","k","v","d","e"
"x","","g","f","f","f","c","b","h","","","","k","n","b","p","w","o","l","h","y","p","p"
"f","y","n","t","n","f","c","b","w","","b","s","","g","p","p","w","o","p","n","v","d","e"
"x","s","g","","c","f","w","","g","e","b","s","s","w","w","p","w","o","p","n","s","d","p"
"x","f","g","f","f","f","c","b","h","e","b","k","k","p","n","p","w","o","l","h","v","g","p"
"f","f","e","t","n","f","c","b","u","t","b","s","s","w","g","p","w","o","","k","v","d","e"
"","y","n","t","n","f","c","b","u","t","b","s","s","p","w","p","w","o","p","n","v","d","e"
"f","y","g","t","n","","c","","n","t","b","s","s","w","p","p","w","o","p","k","v","d","e"
"f","f","g","t","n","f","c","b","u","t","","s","s","w","p","p","w","o","p","n","y","","e"
"x","f","w","f","c","f","c","n","p","e","b","s","s","w","w","p","w","o","p","k","","d","p"
"x","f","g","f","f","f","c","b","p","e","b","k","k","p","p","p","w","","l","h","v","g","p"
"x","f","g","f","c","f","w","","u","e","","s","s","w","w","p","w","o","p","n","v","d","p"
"f","f","e","t","n","f","c","b","","t","b","s","s","","w","p","w","o","p","n","v","d","e"
"f","y","e","t","n","f","c","b","","t","b","s","s","p","p","p","w","o","","n","v","d","e"
"f","y","g","f","","f","c","b","h","e","","k","k","b","n","","w","o","l","h","y","d","p"
"x","f","g","f","f","f","c","","h","e","b","k","k","n","n","p","w","o","l","h","y","","p"
"f","y","e","t","n","f","c","b","p","t","b","s","s","g","p","p","w","o","p","n","y","d","e"
"x","f","p","f","c","f","w","n","g","e","b","s","s","w","w","p","w","o","p","n","s","d","p"
"x","s","g","f","c","f","c","n","u","e","b","s","s","w","w","p","w","o","p","k","s","d","p"
"f","y","e","t","n","f","c","b","w","t","b","s","s","w","g","p","w","o","p","k","v","d","e"
"f","f","e","t","n","f","c","b","","t","b","s","s","g","p","p","w","o","p","n","y","d","e"
"f","y","e","t","n","f","c","","w","t","b","","s","p","g","p","w","o","p","k","y","d","e"
"f","y","n","t","n","f","c","b","w","t","b","s","s","w","g","p","w","o","p","k","v","d","e"
"x","s","p","f","c","f","w","n","","e","b","s","s","w","w","p","w","o","p","n","","d","p"
"x","f","g","f","f","f","c","b","p","","b","k","k","n","n","p","w","o","l","h","y","d","p"
"f","f","e","t","n","f","c","b","","t","b","s","s","w","w","p","w","o","p","k","v","d","e"
"f","y","e","t","n","f","c","b","u","t","b","s","s","w","p","","w","o","p","n","v","d","e"
"f","f","g","t","n","f","c","b","u","t","b","s","s","w","g","p","w","o","p","k","v","d","e"
"f","f","e","t","n","f","","b","u","t","b","s","s","w","p","p","w","o","p","n","y","d","e"
"f","y","n","t","n","f","c","b","n","t","b","s","s","g","p","p","w","o","p","n","y","d","e"
"f","y","e","t","n","f","c","b","w","t","b","s","s","","g","p","w","o","p","k","v","d","e"
"f","f","y","f","f","f","","b","g","e","b","k","k","b","n","p","w","o","l","h","v","p","p"
"x","f","g","t","n","f","c","","p","t","","s","s","w","p","p","w","o","p","k","y","","e"
"x","","p","f","c","f","w","n","p","e","b","","s","w","w","p","w","o","p","n","s","d","p"
"x","y","e","t","n","f","c","b","w","t","b","s","s","w","p","p","w","o","p","n","","d","e"
"f","","g","t","n","f","c","b","","t","b","s","s","g","g","p","w","o","p","k","y","d","e"
"f","f","e","t","n","f","c","b","u","t","b","s","s","g","w","p","","o","p","n","v","d","e"
"x","f","e","t","n","f","c","b","u","t","b","s","s","p","w","p","","o","","k","v","d","e"
"f","y","g","t","n","f","c","b","p","t","b","s","s","w","w","p","w","o","p","k","v","d","e"
"f","f","e","t","n","f","c","b","n","t","b","s","s","g","w","p","w","o","p","n","v","","e"
"x","s","w","f","","f","w","n","n","e","b","s","s","w","w","p","w","o","p","n","v","d","p"
"x","y","g","f","f","f","c","b","g","e","b","k","k","p","p","p","w","o","l","h","y","d","p"
"x","","p","f","c","","","n","n","e","b","s","s","w","w","p","w","o","p","k","v","d","p"
"f","y","g","","n","f","c","b","w","t","b","s","s","w","g","p","w","o","p","n","y","d","e"
"x","y","n","t","n","f","c","b","","t","b","s","s","g","w","p","w","o","p","n","v","d","e"
"x","f","g","f","c","f","c","n","n","e","b","s","s","w","w","p","w","o","p","n","s","d","p"
"f","y","n","t","n","f","c","","w","t","b","s","s","p","","p","w","o","p","k","y","d","e"
"x","f","p","f","c","f","c","n","g","e","b","","s","w","","p","w","o","p","k","","d","p"
"f","f","e","t","n","f","c","b","n","t","b","s","s","p","w","p","w","o","p","n","y","d","e"
"x","s","w","f","c","f","w","n","n","e","b","s","s","w","w","p","w","o","p","k","s","d","p"
"x","y","n","t","n","f","c","b","n","t","b","s","s","g","p","p","w","o","p","n","v","d","e"
"x","f","g","f","f","f","c","b","g","e","b","","k","p","n","p","w","o","l","h","y","g","p"
"x","s","g","f","c","f","c","n","n","e","b","s","s","w","w","p","w","o","p","k","s","d","p"
"f","y","n","t","n","f","c","","n","t","b","s","s","g","g","p","w","o","","n","y","d","e"
"x","f","g","f","f","f","c","b","g","e","b","k","k","p","p","p","w","o","l","h","y","g","p"
"x","s","p","f","","f","c","n","p","e","b","s","s","w","w","p","w","o","p","k","v","d","p"
"f","y","e","","n","f","c","b","u","t","b","s","s","p","w","p","w","o","p","k","y","d","e"
"x","s","g","f","c","f","w","n","p","e","b","","s","w","w","p","w","o","p","n","s","d","p"
"x","","g","t","n","f","","b","p","t","b","s","s","g","w","p","w","o","p","n","v","d","e"
"x","y","g","t","n","f","c","","w","t","b","s","s","p","","p","w","o","p","k","y","d","e"
"f","y","n","t","n","f","c","b","n","t","b","s","s","g","w","p","w","o","p","n","y","d","e"
"f","y","n","t","n","f","c","b","u","t","b","s","s","g","w","","w","o","p","k","v","d","e"
"","f","n","t","n","","c","b","u","t","b","s","s","g","g","p","w","o","p","n","y","d","e"
"x","s","g","f","c","f","c","n","n","e","b","s","s","","","p","w","o","p","n","s","d","p"
"f","f","g","t","n","f","c","b","w","t","b","s","","w","p","p","w","o","p","k","v","d","e"
"x","f","e","t","n","f","c","b","u","","b","s","s","","g","p","w","o","p","n","v","d","e"
"f","f","g","t","","f","c","b","w","t","b","s","s","g","w","p","w","o","p","n","y","d","e"
"f","y","e","t","n","f","c","b","n","t","b","s","s","w","g","p","w","o","p","n","y","","e"
"f","y","n","","n","f","c","b","n","t","b","s","s","p","g","p","w","o","p","k","v","d","e"
"x","f","g","f","f","f","c","b","g","e","b","k","k","n","","p","w","o","l","h","y","g","p"
"x","s","g","f","c","f","c","n","p","e","b","s","s","w","w","p","w","o","p","n","s","d","p"
"f","y","e","t","n","f","c","b","w","t","b","s","s","g","g","p","w","o","p","k","y","d","e"
"x","y","g","t","n","f","c","b","w","t","b","s","s","p","w","p","w","","p","n","y","d","e"
"x","f","g","f","c","f","w","n","g","e","b","s","s","w","","p","w","o","p","k","v","d","p"
"f","y","n","t","n","f","c","b","n","t","b","s","s","w","w","p","w","o","p","k","y","d","e"
