"cap-shape","cap-surface","cap-color","bruises%3F","odor","gill-attachment","gill-spacing","gill-size","gill-color","stalk-shape","stalk-root","stalk-surface-above-ring","stalk-surface-below-ring","stalk-color-above-ring","stalk-color-below-ring","veil-type","veil-color","ring-number","ring-type","spore-print-color","population","habitat","target"
"x","s","p","f","c","f","w","n","u","e","b","s","s","w","w","p","hZ7Z08CE1X","B0RR1fTlZg","p","n","Fj2yZMOT56","d","p"
"x","f","g","f","f","f","c","b","g","e","b","k","k","b","b","p","w","wE2TBDSRie","l","h","y","d","p"
"x","f","n","t","n","f","c","b","u","t","b","s","s","w","g","p","w","o","kihgOhKh3B","98I0dPuVvU","v","d","e"
"f","y","g","t","n","f","c","b","p","t","b","s","s","p","p","93xfi085vQ","w","o","p","k","y","d","e"
"f","y","e","t","n","f","c","b","u","t","b","s","s","w","w","p","w","o","p","k","y","d","e"
"x","f","g","f","f","f","c","b","p","e","b","k","k","p","b","p","w","lTuNFygCzD","l","h","y","g","p"
"x","f","g","f","c","f","w","n","n","e","b","s","s","w","w","p","w","o","p","n","v","d","p"
"x","f","g","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","v","p","p"
"x","f","w","f","c","f","w","n","u","e","b","s","s","w","w","p","w","o","p","n","s","RpnIp3lGaa","p"
"f","y","n","t","n","f","c","b","p","t","b","s","ThUJ4Nhvpn","ya1MJQvwuP","w","p","w","o","p","k","y","d","e"
"f","y","g","jUi2WRFouI","n","f","c","b","p","t","b","s","s","w","w","p","w","o","p","k","y","10Xgc8nXOo","e"
"x","f","w","f","c","f","w","n","g","e","b","s","s","w","w","p","w","o","V8zG4Ye5dA","k","s","d","p"
"x","y","g","1aU73kqcEl","n","f","eClpRP8MlE","b","w","t","b","s","s","g","w","p","w","o","p","k","y","d","e"
"f","y","n","t","n","f","c","b","w","t","b","s","s","w","p","p","w","o","DPITmFI4zb","k","v","d","e"
"f","f","g","t","n","f","c","b","u","t","b","s","s","g","w","p","w","o","p","k","y","d","e"
"x","nuxuRUovFl","e","D4ghgFRbnt","n","f","c","b","p","t","b","s","s","p","g","p","w","o","p","k","y","Kl45E3pvmw","e"
"f","y","e","t","n","f","c","b","n","t","b","s","s","p","rOwazHRReD","p","w","o","p","k","y","d","e"
"x","f","w","f","c","f","aBsJP2rGdE","n","n","e","b","s","s","w","w","p","8Xw2KPSY9x","o","p","k","s","d","p"
"f","f","e","t","n","f","c","b","p","t","b","BWaMsTtxua","s","g","g","p","FY1kPC2qGG","o","p","n","y","d","e"
"x","y","y","f","f","f","c","b","h","e","b","k","k","n","p","p","w","o","l","h","y","d","p"
"f","f","g","t","n","f","c","b","p","t","b","s","s","w","p","XHZw3QB2De","w","o","p","n","v","d","e"
"f","y","n","KtBr8PWbVY","n","f","c","b","n","t","b","s","s","p","g","F3fipKCpCN","w","o","p","n","v","d","e"
"x","f","g","f","c","f","w","n","p","e","b","s","s","w","w","p","w","o","p","n","v","d","p"
"x","s","p","f","c","f","c","n","n","e","alxsIGLSlb","s","s","w","w","p","w","o","p","n","v","d","p"
"L0YPpn8vT7","f","e","t","n","f","c","b","u","MjuHZc18z6","b","s","s","g","p","p","w","o","p","n","y","d","e"
"x","f","g","t","n","f","c","b","p","eHQWcMmt8v","JTngsYmN8d","s","s","p","p","p","w","o","p","k","v","d","e"
"f","y","g","t","n","f","c","b","u","t","b","s","s","g","g","p","w","o","p","k","y","d","e"
"x","f","g","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","v","p","p"
"x","y","n","t","n","xv7ufkIROm","c","b","u","bEKtVbd9Fc","b","s","s","w","w","p","w","o","p","k","v","d","e"
"f","y","g","t","n","f","c","b","n","t","b","s","s","p","w","p","w","o","p","BdJR3RqRGm","y","d","e"
"f","f","g","t","n","f","c","zZPCsm3WkF","u","t","b","s","RBIVIhjCqm","g","g","p","w","o","zTX4fwUWl3","n","y","d","e"
"x","f","g","f","c","f","c","PEOf8OCS7j","egWB6wSBcg","e","b","s","s","w","w","mIqnrwR4L0","w","o","p","k","s","d","p"
"f","y","n","t","n","f","c","b","42tl1d1TDI","t","b","s","s","w","p","p","w","o","p","n","v","d","e"
"x","f","g","f","f","f","c","b","h","e","b","k","k","p","p","p","w","o","l","h","v","p","p"
"f","y","g","t","n","f","c","b","u","t","b","8Mbo2A6OLJ","s","p","p","p","w","o","p","k","v","d","e"
"f","f","e","t","n","f","c","b","u","t","b","s","s","I0NSe7EMSk","g","p","w","o","p","k","v","d","e"
"f","f","e","HkmkYiQdGG","n","f","c","b","n","t","b","s","s","w","p","p","w","o","p","k","y","d","e"
"x","s","w","f","c","f","c","n","u","e","b","s","s","w","w","p","w","o","p","n","v","d","p"
"x","f","w","f","c","f","w","n","p","e","b","s","s","w","w","p","w","o","p","n","s","d","p"
"f","f","e","t","n","f","c","b","w","t","b","s","s","p","w","p","w","o","p","k","v","d","e"
"f","f","e","t","n","f","c","b","p","t","b","s","s","w","w","p","w","o","p","k","v","d","e"
"f","y","n","t","n","GxXdm1nqBb","c","b","u","t","b","s","s","p","g","p","w","o","p","k","y","d","e"
"x","f","g","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","v","g","p"
"f","y","g","t","n","f","c","b","w","t","b","s","s","g","g","p","w","o","p","k","y","d","e"
"x","f","g","f","f","f","c","b","p","e","b","k","k","p","n","p","w","o","l","h","y","p","p"
"f","f","e","t","n","f","c","b","w","t","b","s","s","g","p","p","w","o","p","n","y","d","e"
"x","f","g","f","f","f","c","b","h","e","b","k","k","n","p","p","w","edGk1xuK3Y","l","h","v","g","p"
"f","y","g","t","n","f","c","b","u","t","b","s","s","p","w","p","w","o","p","n","v","d","e"
"kjhx6CDS3T","vJty8W6whY","e","t","n","f","c","b","u","t","b","s","s","w","w","p","w","o","p","k","y","d","e"
"f","y","n","t","n","lZKy2dOxq8","c","b","w","Nw4gdcBduv","b","s","s","w","w","p","w","o","p","JOMCCPc09w","v","d","e"
"x","f","g","f","f","f","c","b","h","1kW4DCX73W","b","k","k","p","n","p","w","o","l","h","y","d","p"
"f","f","e","t","n","f","c","b","u","t","b","s","s","g","g","p","w","7Ul4HKZROn","p","k","y","d","e"
"x","f","g","t","n","f","c","b","DZurIEs7V9","t","b","s","s","g","g","p","w","o","p","n","v","d","e"
"f","y","g","t","n","f","c","b","n","RWlzmWS4sk","b","s","s","p","g","p","w","o","p","n","v","d","e"
"x","f","w","f","c","f","w","n","GT6elDfnBs","e","b","s","OuaFRXblpf","w","w","p","w","o","p","k","s","d","p"
"f","f","e","t","n","f","jIwPSapJNZ","b","p","t","b","s","s","w","p","p","w","o","p","k","KFA23wkXB4","d","e"
"f","f","e","t","n","f","c","b","n","t","b","s","s","p","p","p","w","o","p","k","y","d","e"
"f","y","e","t","n","f","c","b","u","t","b","s","s","w","g","p","w","o","p","n","y","d","e"
"x","f","e","t","n","f","c","b","n","t","b","s","s","g","8ArnRz2Mqy","p","w","o","p","k","v","d","e"
"f","y","n","t","n","f","c","b","u","t","b","s","s","p","w","p","w","o","p","k","v","d","e"
"x","Sm4cVbs8hf","g","f","f","f","lbqAidcgXP","b","p","e","b","k","k","xY81vDfe2B","n","p","w","o","l","h","v","g","p"
"x","f","g","t","n","f","c","b","n","t","b","s","s","p","w","p","w","o","p","k","v","d","e"
"x","LQueyfXtyv","g","f","f","f","c","b","g","e","b","k","k","b","6RX2Q12J4I","p","w","o","l","h","y","d","p"
"f","y","g","t","n","f","c","b","n","t","b","s","s","g","w","p","w","o","p","k","6dckr4cXHz","d","e"
"cMkhgknz44","y","n","t","n","f","c","b","p","t","b","s","s","p","p","p","w","o","p","n","y","d","e"
"XAqrVJ1EvI","y","g","f","f","f","c","b","h","e","b","k","k","b","p","p","w","o","l","h","v","d","p"
"f","y","g","t","n","f","c","b","w","t","b","s","s","w","p","p","w","o","p","n","y","d","e"
"f","f","g","f","f","f","c","b","p","e","b","k","qzNfmaMx2P","n","p","p","w","o","l","h","v","TjyMyEMy0z","p"
"f","y","e","t","n","f","c","b","w","t","b","s","s","p","p","p","w","o","p","k","y","d","e"
"x","s","g","f","c","f","c","n","g","e","b","s","s","w","w","p","w","o","p","n","v","d","p"
"f","y","e","t","n","f","c","b","u","t","b","s","s","p","w","p","w","o","p","k","v","d","e"
"f","y","n","t","n","f","Egm2CTbFd6","b","u","t","b","s","s","g","w","p","w","o","p","k","y","d","e"
"x","f","e","t","SzQmWmSz9W","f","c","b","n","t","b","s","s","g","w","p","w","o","p","k","AKJrV8Ddw7","d","e"
"f","y","e","t","n","f","c","b","n","t","b","s","s","p","w","p","V9bg1Jjqut","o","p","k","v","d","e"
"f","y","g","t","n","f","c","b","w","t","b","s","s","p","g","p","w","o","p","n","v","d","e"
"x","s","p","f","c","f","w","n","n","e","b","vkNhvdXOaF","s","w","w","p","w","o","p","k","s","d","p"
"f","f","g","f","f","wRSZhWR8XS","c","b","h","YzCdT0Ptw7","b","1OpqCTtblb","k","b","p","p","w","o","l","h","v","d","p"
"f","f","g","t","n","f","c","b","w","zeJEmPHwrE","PpGprvm3Gb","s","s","p","w","p","w","o","p","n","v","R7GPDkW1Z3","e"
"f","f","e","t","n","f","c","b","w","t","b","s","s","w","g","p","w","o","p","n","y","d","e"
"x","f","p","f","c","f","c","n","u","e","b","s","s","R7VYd2FAHR","w","p","w","o","p","n","v","d","p"
"f","f","n","t","n","f","c","b","p","Heim0Vy5Pf","b","s","s","g","g","p","w","o","p","n","y","d","e"
"f","y","g","t","2JjcmXyOEQ","f","c","b","p","t","b","s","s","p","w","p","ntWybnbRZu","o","p","k","v","d","e"
"f","y","e","t","n","f","c","b","p","t","b","s","s","p","w","p","w","o","p","k","y","d","e"
"f","y","e","t","n","f","c","b","w","t","b","s","s","w","w","p","w","o","p","k","y","d","e"
"x","f","g","t","n","f","c","b","n","t","b","s","s","p","g","p","w","o","p","n","y","d","e"
"x","s","w","f","m9EB2rNAZT","f","w","n","p","e","b","s","s","w","w","p","w","o","p","n","v","d","p"
"f","y","g","t","n","f","c","b","n","t","b","s","s","g","EdIhjhO0l9","p","w","o","p","k","y","d","e"
"x","y","g","f","f","f","c","b","p","e","b","ZCK3TI36K4","k","b","p","p","w","o","l","5yRTpiPLkP","v","d","p"
"f","y","n","t","n","f","c","b","p","t","b","s","s","p","w","p","w","o","p","k","v","d","e"
"f","y","n","t","n","f","c","b","p","t","b","s","s","g","g","p","w","o","p","k","v","d","e"
"x","s","g","UmA24WAG9i","c","EW9QeLcCym","w","n","n","e","b","s","s","w","w","p","w","oI8GKABKZP","p","k","s","d","p"
"f","y","g","t","n","f","c","b","p","t","b","s","s","p","w","p","gPl5qXz1DI","o","p","n","y","d","e"
"f","y","e","t","n","f","c","b","w","t","b","s","s","w","w","p","w","iEzqs0y3AV","p","n","v","d","e"
"x","f","g","f","f","f","c","b","g","e","b","k","P466mRX2kp","p","n","p","w","o","l","h","y","d","p"
"x","y","n","t","n","f","c","b","w","t","b","s","s","g","p","p","w","o","p","GGJMqKOCDP","y","d","e"
"f","y","e","t","n","f","c","o7KoM13UCC","u","t","b","s","s","p","g","p","w","o","p","n","v","d","e"
"f","f","e","t","n","f","c","b","n","t","b","s","s","p","g","p","w","o","p","k","v","d","e"
"x","s","p","f","c","f","c","n","n","e","b","s","s","xjU1OagMj9","w","p","w","o","p","n","s","d","p"
"x","f","g","f","f","f","Q0nRxtfk1W","b","h","e","rI0BhiAZjm","k","k","p","p","p","w","o","l","h","v","d","p"
"f","y","e","t","n","f","c","b","p","NFuEErzTZr","b","s","s","p","w","p","w","o","p","k","v","d","e"
"f","y","g","t","n","f","c","b","p","t","b","s","s","g","w","p","w","o","p","k","v","d","e"
"x","s","p","f","c","f","c","n","p","e","0TFtD1HAvJ","s","s","w","w","p","w","o","p","n","v","d","p"
"TmXOKYddF2","f","g","t","j9jOmvIvtb","f","c","b","u","t","b","s","s","w","g","p","w","o","p","n","y","LfcgghfvSA","e"
"f","f","e","t","n","f","c","b","n","t","b","s","s","w","w","p","w","x4MLEPH2Jd","p","k","y","d","e"
"f","f","n","t","n","f","c","b","u","t","RzdNuLmvCr","s","l0n3Awlw97","g","w","p","w","o","p","k","v","d","e"
"x","y","g","t","n","f","c","b","n","t","b","s","s","w","w","p","w","o","p","n","v","d","e"
"x","y","n","t","n","f","c","b","w","t","b","s","s","w","ygEY8LkfNt","p","w","o","p","n","jthIO00tVH","d","e"
"f","y","n","t","n","f","c","b","u","t","b","s","s","g","p","p","w","o","p","n","y","d","e"
"x","f","p","f","c","f","c","n","p","e","b","kH1l4xnJMF","s","w","w","ZbhPs3HzzC","w","o","p","rQoitZmQsq","v","d","p"
"f","f","e","t","n","f","c","b","p","t","b","s","s","w","p","p","w","n3A5CPrF0w","p","k","v","d","e"
"x","y","y","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","y","d","p"
"x","s","IfhwgJEdEZ","f","c","f","w","n","p","e","b","s","s","w","w","p","w","o","p","n","v","d","p"
"f","y","n","t","n","f","c","b","w","t","b","s","s","w","w","p","w","o","p","k","v","d","e"
"f","f","g","f","f","f","c","b","p","e","b","k","urjqneQRXL","n","n","p","w","o","l","h","v","d","p"
"x","f","g","f","c","f","w","n","n","e","b","s","s","w","w","p","w","o","A4nG8dMAZo","k","s","d","p"
"f","y","g","t","n","f","c","b","p","t","b","s","ggdgwO6uAg","p","gXdLD4dMTv","p","w","o","p","k","y","d","e"
"f","y","g","t","n","f","c","b","u","t","b","s","s","g","PeASvnbKST","p","w","o","p","k","v","d","e"
"f","y","g","t","n","f","c","b","w","t","b","s","s","g","p","p","w","M2E1czIeN5","p","OT6Uu1oOIs","v","d","e"
"x","y","n","t","n","f","c","b","w","jIv4sdOFvO","b","s","s","g","w","p","w","o","p","n","y","d","e"
"x","f","y","f","f","f","IyWnxMj0r5","b","p","e","b","k","k","b","n","p","w","o","l","h","v","g","p"
"f","f","g","t","n","f","c","b","ZhIBRxZsdB","t","b","s","s","g","w","p","w","o","p","n","y","d","e"
"x","f","1FGcPHkjPV","f","f","f","c","b","p","e","b","k","k","b","p","p","w","o","l","h","v","p","p"
"f","y","e","t","n","f","c","b","u","t","b","s","s","g","w","p","w","o","p","n","v","d","e"
"f","f","e","t","n","f","c","b","w","t","b","s","s","p","g","p","w","o","p","n","y","d","e"
"f","f","g","f","f","f","c","b","p","e","b","k","k","n","p","p","w","o","l","h","y","d","p"
"f","f","e","t","n","f","c","b","p","t","b","s","s","p","g","p","w","o","p","k","v","d","e"
"x","VLCbf6pah8","y","f","f","f","c","b","g","e","b","k","k","p","n","p","w","o","l","h","y","p","p"
"f","f","e","XA4B9C3uA6","n","f","c","b","u","t","b","s","s","g","g","p","w","o","p","n","v","d","e"
"f","f","g","5DHMnVXIVv","n","f","c","b","u","t","b","s","s","w","w","p","w","BV0GbEXms8","p","n","v","d","e"
"f","f","e","t","n","f","c","b","p","t","b","s","s","g","g","p","w","o","p","3kaD8OQmbT","XumUbV2e8a","d","e"
"f","y","e","t","n","f","c","b","n","t","b","s","s","w","w","p","0eWEJHJFpI","o","p","n","v","d","e"
"f","y","e","t","n","f","c","b","n","t","b","s","s","g","w","p","w","o","p","k","y","d","e"
"f","y","n","t","n","f","c","b","n","t","b","s","s","g","p","p","w","o","p","n","v","d","e"
"f","f","g","t","OTy46d2hLl","f","c","b","w","4XeH0yPE2O","b","s","s","g","g","p","w","o","p","n","v","d","e"
"f","f","e","t","n","f","c","b","p","t","b","s","s","p","w","p","w","o","p","n","v","d","e"
"x","f","g","f","f","f","c","b","g","e","b","k","k","b","b","p","w","o","l","h","v","XvZGnPpBke","p"
"f","y","n","t","n","f","c","b","u","t","b","s","s","w","g","p","w","o","p","k","y","d","e"
"x","f","g","f","c","f","c","n","n","e","b","s","s","w","w","p","w","o","AVC9zAlKoN","k","v","d","p"
"f","y","n","t","n","f","c","b","w","t","b","s","s","g","w","p","w","o","p","n","v","d","e"
"c2TkiuJhcJ","y","g","t","n","f","c","b","w","t","b","s","s","w","g","p","w","o","p","k","OnuOnoDAJ4","d","e"
"x","f","e","t","n","f","c","b","p","t","b","s","s","p","g","p","w","o","p","k","y","d","e"
"f","y","e","t","sqjRPZTrxE","f","c","JGJLthvusF","p","t","b","s","s","p","p","pnA3D4a9iA","w","o","p","k","y","d","e"
"f","f","g","t","b1v5B6KEbQ","f","c","b","p","t","b","s","s","p","p","p","w","o","p","n","v","d","e"
"x","y","g","t","n","f","c","b","p","t","b","s","s","g","g","p","w","o","p","n","v","d","e"
"x","f","7bv6cRMh5b","f","c","f","c","n","g","e","b","s","s","w","w","p","0gBWgyTEeM","o","p","k","s","BlLuFqP32w","p"
"x","y","n","t","OrRSCpghWs","54Y9QmEmPl","c","b","n","t","b","s","s","p","p","p","w","o","p","n","y","d","e"
"f","y","n","t","n","f","c","b","fcYti3b95m","t","bnxDnzfmbf","s","s","w","vQV6qCB9l9","p","w","o","p","k","v","d","e"
"f","y","g","t","n","f","c","b","w","t","b","s","s","p","g","p","w","o","p","k","y","d","e"
"f","f","g","f","f","f","c","b","g","e","b","k","k","n","n","p","w","o","l","h","y","g","p"
"f","y","g","t","n","f","c","b","w","t","b","s","s","p","p","p","w","o","p","n","v","d","e"
"f","y","e","t","n","f","c","b","n","t","DrjnTi8ZIy","s","s","g","g","p","w","fNw9Z1pOwW","p","k","y","d","e"
"x","f","g","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","y","g","p"
"f","y","n","YQVZcU4w06","n","f","c","b","n","t","b","s","s","bpAdH0ARlo","g","p","w","o","p","k","y","d","e"
"x","f","g","f","f","f","c","b","h","xvZsHcj9me","b","k","k","p","b","p","w","o","l","ugzR55Ktgz","v","g","p"
"f","f","e","t","n","f","c","b","w","t","b","s","s","w","p","p","w","o","p","k","y","d","e"
"x","y","n","t","JAlnPmO99D","f","llqzkSVlpB","b","w","t","b","s","s","g","w","p","w","o","p","YhQ9m0zRNc","y","d","e"
"x","y","g","t","n","f","c","b","UAwqktoKuR","t","b","s","s","p","w","p","w","o","p","k","y","d","e"
"f","y","e","t","n","f","c","b","u","t","b","s","s","w","g","p","w","o","p","k","v","d","e"
"x","y","g","f","f","f","c","b","p","e","b","rosOxfRdjn","k","b","n","p","w","o","l","h","v","d","p"
"x","s","g","f","c","DEKs2hn9J4","6Jt6wkt5hM","n","g","e","b","s","s","w","w","p","w","o","v1MPFCC8XH","k","v","d","p"
"x","f","g","f","OBQDybjNRj","f","c","b","p","e","b","k","k","b","n","p","w","o","l","h","v","g","p"
"x","f","g","f","f","f","c","b","yZCL0U27YL","e","b","k","31Qj4yfniH","Is7kpwyfPP","b","p","w","o","l","h","v","p","p"
"f","f","g","f","f","f","c","b","p","e","b","k","k","NaYDyFyjx5","b","p","w","o","l","h","y","p","p"
"f","f","g","t","n","f","c","b","u","t","b","s","s","w","w","p","w","o","p","k","v","d","e"
"x","f","g","f","f","f","c","b","g","e","b","k","k","b","n","p","w","o","l","h","v","d","p"
"f","y","e","t","n","f","c","b","p","t","b","s","s","w","p","p","w","o","p","k","v","d","e"
"f","y","n","t","n","f","c","b","w","t","b","s","s","p","g","p","w","o","p","n","v","d","e"
"f","y","n","t","n","f","c","b","n","t","b","s","s","w","g","p","w","o","p","k","y","d","e"
"x","y","y","f","f","f","c","b","p","e","b","k","k","n","b","p","w","o","l","h","y","d","p"
"f","y","g","t","n","f","c","b","n","t","b","s","s","w","w","p","w","o","p","k","y","tazimXuzQs","e"
"x","f","p","f","c","f","w","n","u","e","b","s","s","w","w","p","w","o","p","n","s","d","p"
"f","f","e","t","n","f","c","b","w","t","b","s","s","w","w","p","w","o","p","n","y","d","e"
"f","ByNx9n6X2s","n","t","n","f","c","b","n","t","b","s","s","g","p","p","w","o","p","Sb3qitwvD3","y","d","e"
"x","y","n","t","n","f","c","b","n","t","b","s","s","w","g","p","w","dehOci4Ai9","p","k","v","d","e"
"f","f","PRo2peDCrz","t","n","f","c","b","p","t","b","s","s","w","KCCmzCcojp","p","w","o","p","n","y","d","e"
"x","f","g","f","f","f","c","b","h","e","b","k","k","p","n","p","w","o","l","h","y","g","p"
"x","f","g","f","f","f","c","b","h","e","b","n2kRcdcqbF","k","p","n","p","w","o","l","h","v","p","p"
"f","f","g","t","n","f","c","b","n","t","b","s","s","p","g","p","w","o","p","k","v","d","e"
"x","f","n","t","n","f","c","b","u","t","b","s","s","p","w","p","PA2d8btEQM","o","p","n","v","d","e"
"x","f","g","Eyp8DCyB5M","f","f","c","b","p","e","b","k","k","p","p","p","w","o","l","h","v","d","p"
"f","f","g","t","n","f","c","b","w","t","b","s","s","p","g","XLHG2OxbIs","w","o","p","n","y","d","e"
"x","f","p","f","c","f","c","n","g","e","b","bYHYGK2kej","s","w","w","p","w","o","p","n","s","d","p"
"f","y","n","78lKVpdclY","n","f","c","b","n","t","b","s","s","w","w","p","w","o","p","n","v","d","e"
"f","y","g","t","n","f","c","b","n","t","b","s","s","g","p","p","w","o","p","k","y","d","e"
"x","f","g","f","f","f","c","b","g","e","b","k","k","TFd4g4GvBj","n","p","w","o","EgG9DvrZPO","h","y","p","p"
"x","f","e","t","n","f","0SM0aFWtMX","b","w","t","b","s","s","g","g","p","w","o","p","k","y","i6eY3RSfY2","e"
"x","s","g","f","c","f","w","n","u","gvAofvIzEw","b","s","s","w","w","p","w","o","p","k","s","gQVAr7btBm","p"
"x","f","g","f","f","f","c","b","h","e","b","k","k","b","p","p","w","o","s7i2jJRY62","h","v","g","p"
"f","y","n","t","n","f","c","b","n","t","b","s","s","w","p","p","w","o","p","5nP2o1QNMz","v","d","e"
"x","f","g","f","f","f","Jiqlcyh9gm","b","g","e","b","k","k","n","b","p","w","o","l","h","v","d","p"
"f","y","e","t","n","f","c","b","p","t","b","s","DSh8LESnI1","p","g","p","w","o","p","k","v","d","e"
"f","f","g","t","n","f","c","b","u","t","b","s","s","p","w","p","w","o","uQ4dWTKnsY","n","y","d","e"
"f","f","g","t","n","f","c","Mn1DaenTj7","w","t","b","s","s","g","p","p","w","o","p","n","y","d","e"
"f","y","n","t","n","f","c","b","w","t","b","s","s","w","p","p","w","o","p","n","y","d","e"
"f","y","e","VCnzCfxFbU","n","f","c","b","u","t","b","s","s","w","p","p","w","o","p","n","y","d","e"
"f","y","g","t","n","f","c","b","p","t","b","s","s","g","g","p","w","o","p","k","eD1tMsBKJs","d","e"
"f","y","e","t","n","f","c","b","u","t","b","s","s","w","g","p","w","o","p","k","y","d","e"
"f","y","n","t","n","f","c","b","n","t","b","s","s","p","w","p","w","o","p","k","y","d","e"
"x","y","y","f","f","f","c","b","p","e","b","k","k","p","n","p","w","o","l","h","y","g","p"
"f","f","g","t","n","f","c","b","u","t","b","s","s","p","p","p","w","o","p","k","y","d","e"
"f","y","n","t","n","f","c","b","u","t","b","s","s","g","w","p","w","o","p","n","v","d","e"
"x","f","g","f","f","TzPDmbyN9K","c","b","g","e","b","k","k","n","b","p","w","o","l","h","y","g","p"
"x","f","g","f","f","f","c","b","p","e","b","k","k","0W37jkjPbF","b","p","w","o","l","h","v","d","p"
"x","f","g","f","f","f","c","b","p","e","b","k","k","b","n","p","w","o","l","h","y","p","p"
"f","y","e","t","n","f","c","16KyRMsXby","u","TfJnIMEZzh","b","s","s","g","p","p","w","o","p","n","y","d","e"
"f","y","n","t","n","f","c","b","p","t","VsSSHV6mNs","s","s","w","p","p","w","o","6YYOeHiqAv","k","YHadZgRUjY","d","e"
"x","y","g","f","f","f","c","b","p","e","b","k","k","n","n","p","w","o","l","h","y","d","p"
"x","f","g","f","f","f","c","b","p","K9xk67J5yC","b","k","k","p","b","p","w","o","l","h","v","p","p"
"f","y","n5nEJhmUlV","f","f","f","c","b","p","e","b","k","UDxlrnbwcq","b","JfTtrBuBNd","p","w","o","OT9mGRQTI1","h","v","p","p"
"f","y","n","t","n","f","c","32tG5WwPE2","w","t","b","s","s","p","w","p","w","o","p","n","v","d","e"
"x","f","g","f","c","f","w","n","n","e","b","s","s","w","w","p","nvfmpXNj5T","o","p","n","s","d","p"
"f","f","e","t","n","R7m9YMWDsu","2ynbMfLsjt","b","n","S64YrXHQ7u","b","s","5JlAFkTjGT","p","p","p","w","o","p","n","v","d","e"
"f","f","y","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","y","d","p"
"f","y","n","aZa0PCYovi","n","f","c","b","u","t","b","s","s","g","p","p","w","o","p","n","v","d","e"
"x","hGdApekepv","e","t","n","f","c","b","u","t","XPc6hLRqco","s","s","w","p","p","w","o","p","k","aV8COJeO65","d","e"
"x","f","WY4C53E2NR","f","f","f","c","b","h","e","b","k","9kRJj4crL8","b","b","p","w","o","l","h","136vjpbdxU","p","p"
"x","y","n","t","n","f","c","b","p","6ftxBCzBmt","rgUUb43uIC","s","s","w","w","p","w","o","p","k","y","d","e"
"x","COujiV2BvC","w","f","c","f","c","n","g","e","b","s","s","w","w","p","w","o","p","n","v","d","p"
"f","y","g","t","n","f","c","b","p","t","b","s","s","w","g","p","w","o","p","luXlexSMRY","v","d","e"
"f","f","e","t","n","f","c","Epnm3ye4BU","p","t","b","s","s","p","p","p","w","o","p","n","v","d","e"
"f","pVlIfynj1t","g","t","n","f","c","b","p","t","b","s","s","p","p","p","w","o","p","n","y","d","e"
"x","f","g","f","f","f","c","b","g","e","b","k","k","p","b","p","w","o","l","h","v","d","p"
"f","y","e","t","n","f","c","b","u","t","b","bWvaMLIppP","s","w","w","p","w","o","p","n","v","d","e"
"f","y","e","t","n","f","c","b","p","t","b","s","s","w","g","p","w","o","p","n","y","d","e"
"x","s","p","f","L56JAtEhsY","f","c","8SlarJPbAC","g","e","b","s","s","w","w","p","w","o","p","k","s","d","p"
"f","f","e","t","n","d3rfLVyaJ2","c","b","u","t","b","s","s","w","w","p","w","o","RzD1d8ZpJx","k","v","d","e"
"xBgudMQtyQ","f","g","t","n","f","c","b","u","t","b","s","s","g","p","p","w","o","p","k","y","kcmTMNVrBu","e"
"f","f","g","t","n","f","c","b","w","t","b","s","s","w","w","p","w","o","uUfD7okT6Z","n","y","d","e"
"f","f","g","t","n","f","c","b","u","t","b","s","s","g","p","p","w","o","p","n","v","d","e"
"x","f","g","f","f","f","c","b","h","e","b","k","k","b","b","p","FGw2hJ4r4V","o","l","h","v","p","p"
"f","y","n","t","n","f","c","b","p","t","b","s","s","vvWljDX7hO","g","p","w","o","p","n","y","d","e"
"f","y","g","t","n","f","c","b","n","t","b","s","s","w","g","p","w","o","p","k","v","d","e"
"f","y","n","t","n","f","c","b","u","t","b","UWstLKzc4f","c4yTyYdSa0","p","p","p","w","o","p","k","y","d","e"
"x","s","p","f","c","f","c","n","n","e","b","s","s","w","w","p","w","o","p","k","s","d","p"
"f","y","e","t","n","f","c","b","n","t","b","s","s","p","p","cF1yqDZgK8","w","o","p","k","y","d","e"
"f","y","g","LJwt8FiQzJ","TY4dZ7Gi52","f","c","b","p","t","b","s","s","g","p","p","w","o","p","k","v","dbaRVgyGmZ","e"
"f","y","e","t","n","f","c","b","n","t","b","s","s","w","ryeUNxIiQF","p","w","o","p","k","y","d","e"
"x","s","w","f","c","f","c","n","VKt5Ak7cDp","e","b","s","s","w","w","p","w","o","p","k","s","d","p"
"x","f","g","f","f","f","c","b","h","e","b","k","k","n","n","p","w","cwK5TD8L1f","l","h","v","p","p"
"f","y","n","t","n","f","c","b","w","t","b","s","s","6GpE42e7qH","p","p","w","9mxyp18g3f","p","n","v","d","e"
"x","f","g","f","f","f","c","b","g","e","b","k","k","p","p","p","CmkOST0uNi","o","l","h","v","g","p"
"xXA7ChiwBM","f","w","f","c","f","c","n","E7wgaQxr72","e","b","s","s","w","w","p","w","o","p","n","s","d","p"
