"pixel_0_0","pixel_0_1","pixel_0_2","pixel_0_3","pixel_0_4","pixel_0_5","pixel_0_6","pixel_0_7","pixel_1_0","pixel_1_1","pixel_1_2","pixel_1_3","pixel_1_4","pixel_1_5","pixel_1_6","pixel_1_7","pixel_2_0","pixel_2_1","pixel_2_2","pixel_2_3","pixel_2_4","pixel_2_5","pixel_2_6","pixel_2_7","pixel_3_0","pixel_3_1","pixel_3_2","pixel_3_3","pixel_3_4","pixel_3_5","pixel_3_6","pixel_3_7","pixel_4_0","pixel_4_1","pixel_4_2","pixel_4_3","pixel_4_4","pixel_4_5","pixel_4_6","pixel_4_7","pixel_5_0","pixel_5_1","pixel_5_2","pixel_5_3","pixel_5_4","pixel_5_5","pixel_5_6","pixel_5_7","pixel_6_0","pixel_6_1","pixel_6_2","pixel_6_3","pixel_6_4","pixel_6_5","pixel_6_6","pixel_6_7","pixel_7_0","pixel_7_1","pixel_7_2","pixel_7_3","pixel_7_4","pixel_7_5","pixel_7_6","pixel_7_7","target"
0,0,6,16,15,2,0,0,0,0,7,13,16,4,0,0,0,0,0,1,16,3,0,0,0,0,1,10,16,6,1,0,0,0,9,16,16,16,8,0,0,0,1,16,8,4,0,0,0,0,5,13,0,0,0,0,0,0,11,7,0,0,0,0,7
0,0,0,11,7,0,0,0,0,0,8,15,7,0,0,0,0,0,13,8,0,0,0,0,0,0,16,14,8,1,0,0,0,5,16,10,10,14,"jz3bQQQrhD",0,0,2,15,3,0,12,7,0,0,0,10,13,1,"b5MSL2fNrE",11,0,0,0,0,10,16,15,5,0,6
0,0,2,13,15,1,0,0,0,1,14,13,15,4,0,0,0,5,14,2,15,0,0,0,0,6,14,8,13,0,0,0,0,0,7,16,12,1,0,0,0,0,1,15,10,13,1,0,0,0,4,13,4,13,6,0,0,0,0,11,"T78pljghIE",14,1,0,8
0,0,0,"uswztxgpUj",14,0,0,0,0,0,4,16,6,0,0,"jUi2WRFouI",0,0,14,10,1,2,0,0,0,6,16,4,12,10,0,0,0,14,11,0,16,8,"KDyx6cpoTT",0,4,"vX8LlEmR0u",16,16,16,10,0,0,1,11,12,12,16,5,0,0,0,0,0,8,16,4,0,0,4
0,0,7,"JJ1u8os6Wl",15,2,0,0,0,0,13,6,12,6,0,0,"fzjQkPPXPh",0,0,0,15,2,0,0,0,0,0,13,10,0,0,0,0,0,"MnFO0Fw4fE",8,15,12,0,0,0,3,7,0,2,15,1,"D6RhZwjmRT",0,2,15,6,6,16,1,0,0,0,4,15,16,7,0,0,3
0,0,4,14,11,3,0,0,0,0,1,15,16,6,0,"1aU73kqcEl",0,0,0,16,16,9,0,0,"rjWH7bsxsc",0,"djpRBRYFCM",14,16,3,0,0,0,0,6,16,16,2,0,0,0,0,8,16,15,0,0,0,0,0,7,16,11,0,0,0,0,0,6,15,14,4,0,0,1
0,0,0,1,"QqbrCViP52",2,0,0,0,0,0,12,14,0,0,0,0,0,"Y9vtvDcxjR",14,0,0,0,0,0,1,14,5,0,0,0,0,0,9,12,0,12,7,0,0,0,12,14,6,16,14,1,0,0,6,16,16,16,5,0,0,0,0,0,3,14,0,"V7mXEJofpr",0,4
0,0,7,13,8,4,0,0,0,1,15,11,9,15,2,0,0,4,16,6,0,8,7,0,"sfIrhfYZc7",4,10,0,0,7,8,0,0,4,10,0,0,8,8,0,0,"bDvR3GTSvd",12,0,0,12,5,0,0,3,15,5,9,14,2,0,"stkIxH027t",0,8,14,12,3,0,0,0
"JrocCa08nY",0,13,15,11,"REhBG7sLF8",11,0,"ZnwbOQ1VgW",4,16,15,16,13,9,"D4ghgFRbnt",0,3,16,9,0,0,0,0,0,0,12,16,9,0,0,0,0,0,0,12,14,1,0,0,0,1,1,7,16,2,0,0,0,8,12,11,16,3,0,0,0,1,13,16,12,0,0,0,5
0,0,"Bkov1mZ3Uc",12,13,12,0,0,0,0,14,12,7,16,1,0,0,0,6,6,14,9,0,0,0,0,0,14,11,1,0,0,0,0,0,5,"E7moSUYrE9",5,0,0,0,0,0,0,6,14,1,0,0,"PDIDK0Aump",10,8,3,16,1,0,0,0,4,14,16,12,0,0,3
0,0,0,7,13,2,0,0,0,0,0,14,14,2,0,0,0,"F4k2NoVsxv",5,16,4,0,0,0,0,1,11,16,"PPolYDWGE4",0,0,0,0,5,16,16,15,12,0,0,0,0,9,"1Sw3r1hA3D",1,13,7,0,0,0,4,16,6,15,5,0,"KuEbfw0A4W",0,0,6,"eNL5frkOL1",14,1,0,6
0,0,2,14,13,8,0,"Pd37dPC1Ra",0,0,12,13,12,13,0,0,0,0,11,6,6,16,4,0,0,0,5,"s4OZI4G5Ur",15,16,8,"2cB7Urc4QH",0,0,0,2,4,11,"wNJtzWLIA6",0,0,0,0,0,0,11,9,0,"4XMTRAqinC","aGve0qNNbv",13,7,1,11,10,0,0,0,2,10,15,16,2,0,9
0,0,1,12,8,0,0,0,0,0,11,15,5,0,0,0,"V5z9tyZfz2",2,16,5,0,0,0,0,0,5,16,0,0,0,0,0,0,5,12,8,14,14,3,0,0,4,16,16,9,12,8,0,0,0,13,8,0,11,8,0,0,"Fo4nSC6c1K",1,14,16,11,1,0,6
0,0,1,8,10,8,3,0,0,"HgQPqSXcl2",1,16,16,16,8,0,"ZDS2xJvUz9",0,0,14,16,16,3,0,"nRvCbK030U",0,1,16,16,15,0,0,0,0,6,16,16,10,0,0,0,0,10,16,15,4,0,0,0,0,8,16,14,0,0,0,0,0,1,8,8,1,0,0,1
"I8Qko2xCeO",0,12,16,14,4,0,0,0,0,8,"sbCYJu0Kix","uWF1ULctvB",10,"OMnyhy9hoo","KtBr8PWbVY",0,0,0,0,14,13,0,0,0,0,0,0,"2xzofWd2FX",10,0,0,0,2,15,16,16,"oz8xDK3BSh",3,0,0,1,8,12,15,12,4,0,0,0,2,"OFqHjnqRZN",8,0,0,0,0,0,12,13,0,0,"QY9hEeY64V",0,7
0,1,15,16,16,16,5,0,0,7,16,16,12,9,1,0,0,13,16,3,0,0,0,0,0,5,16,11,0,"cTK6Cvl1P2",0,0,0,0,10,16,6,0,0,0,0,0,1,15,11,0,0,0,0,1,4,14,12,0,0,0,0,3,15,16,6,0,0,0,5
0,0,0,8,15,0,0,0,0,0,3,15,3,0,0,0,0,0,12,10,0,1,0,"ncx9Eu7aIo",0,4,16,4,11,11,0,"s2DQjgvs6n",0,"z1xwVAGU3R",15,2,14,10,1,0,0,13,16,16,16,13,1,0,0,0,4,12,12,0,0,0,0,0,0,11,9,0,0,0,4
0,0,0,5,15,4,0,0,0,0,1,15,11,0,0,0,0,0,12,14,2,0,0,0,0,5,16,7,7,10,0,0,0,12,16,16,16,12,0,0,0,11,12,14,16,14,1,0,0,0,0,0,16,9,0,0,0,0,0,4,16,6,0,0,4
0,0,5,16,16,7,0,0,0,0,6,9,13,11,0,0,"RN0Ynf4lZs",0,0,0,10,12,0,"PUcEBSvljL",0,0,1,6,13,8,0,0,0,0,8,16,16,15,"kRsXuLrDJR",0,0,"EqTCcUUeZv",1,11,14,8,2,0,0,0,0,13,7,0,0,"IA0WOk2uKO",0,"ARe2slYWdf",4,16,2,0,0,0,7
0,5,16,12,1,0,0,0,0,5,14,15,8,0,0,0,0,0,0,14,10,0,"UVnIU6wpqr",0,0,0,2,16,7,"GUBYl6E0jd",0,0,0,0,7,16,3,0,0,0,0,2,14,10,0,0,0,0,0,11,16,9,8,8,3,0,0,8,16,16,16,16,4,0,2
0,0,1,8,14,14,2,0,0,1,13,16,16,16,5,0,0,7,16,10,10,16,"lYw1vmL1Np",0,0,3,16,14,15,12,0,"aUTeLtg94t",0,0,3,12,"tsoiIMfdJE",10,0,0,0,0,"z1KY0HTU6u",9,16,16,3,0,0,0,0,15,16,16,4,0,0,0,0,11,16,12,2,0,8
0,0,4,12,16,"S801fVGNsl",4,"dGwnI4Lb4g",0,0,9,7,4,14,12,0,0,0,0,0,0,11,14,0,0,0,0,0,3,16,6,0,0,0,0,1,13,6,"ZDbBk38OCT",0,0,0,1,12,8,0,0,0,0,0,6,16,9,5,0,0,0,0,3,12,13,9,0,0,2
0,0,10,15,13,1,0,0,0,4,16,7,13,7,0,0,0,2,11,0,12,6,0,0,0,0,0,"YjtbrOySRD",14,0,0,0,0,0,1,"FUBVuA7Y4A",6,0,0,0,"sf5B30MxnF",0,9,12,0,0,0,0,0,"Ec83MTI6Vu",16,7,7,13,3,0,0,0,10,16,12,3,0,0,2
0,1,13,16,16,16,12,1,0,6,16,14,12,11,5,0,0,2,15,15,"ZGXIJQNmaF",0,0,0,0,0,8,14,15,1,"uC4e2TNWpV",0,0,0,0,"ykwZAtmpqG",16,6,0,0,"cF9WfHSEZj",0,0,3,16,5,0,0,0,0,7,10,16,4,0,0,0,0,15,16,10,0,0,0,5
0,0,6,16,16,7,0,0,0,0,13,12,15,10,0,0,0,0,3,6,13,9,0,0,0,0,"M8aPZChcBs",16,16,15,6,0,0,0,1,9,14,8,5,0,0,0,0,11,9,0,0,0,0,0,4,16,3,0,0,0,0,0,10,10,0,0,"tBsG815rcC",0,7
0,0,2,10,13,12,3,0,0,0,11,13,8,16,7,0,0,0,12,9,9,16,8,0,0,0,6,10,13,14,5,0,0,0,0,0,0,12,8,0,0,8,1,0,0,15,2,0,0,4,14,9,4,16,0,0,0,0,"yELFw9OSWb",12,16,14,0,0,9
0,1,12,12,15,16,7,0,"5511lyTUTC",7,16,16,13,6,1,0,0,12,16,"7wjkzEU38Z",0,0,0,0,0,3,"3nEeOZ7KuW",15,1,0,0,0,0,0,1,16,7,0,0,0,0,0,0,15,8,0,0,0,0,5,7,16,7,0,0,0,0,3,15,16,5,0,0,0,5
0,0,0,9,14,1,0,0,0,0,2,16,8,0,0,0,0,0,12,14,1,0,0,0,0,5,16,4,2,1,0,0,"KGjKDTAuk2",12,13,1,14,8,1,0,1,16,16,16,16,"cufVUXU1Et",3,0,0,5,8,11,15,"iTFpiSASDP",0,0,0,0,"eLpOQ777is",10,16,3,0,0,4
0,0,1,11,14,15,3,0,0,1,"JiSzcsZjRS",16,12,16,"tSsC2wtW7H",0,0,8,16,4,6,16,5,"riqGALpPO3",0,5,15,11,13,14,0,0,0,0,2,12,"6SnSZNDY1G",13,0,0,0,0,0,13,16,"P3fglGdutZ",6,0,0,0,0,16,16,16,7,0,0,0,0,11,13,12,1,0,8
0,0,6,14,16,5,0,0,0,2,16,16,16,7,"WPOumXJoJF","HkmkYiQdGG",0,2,15,16,15,2,0,0,0,0,6,16,15,7,0,"wBquyRwOdn",0,0,14,10,6,16,3,0,0,1,16,3,0,16,"O1VNUdGsGD",0,0,0,10,11,11,15,3,0,0,0,"1ROUMzjNMC",14,16,6,0,0,8
0,0,0,4,15,6,0,0,0,0,0,13,13,1,0,0,0,0,7,16,2,0,0,0,"E9H07j9CIv",4,15,8,0,5,"7MIj0tv6Oq",0,0,11,14,1,6,"njzQ6nNhCd",5,0,1,16,14,12,16,16,3,0,0,10,12,10,16,10,0,0,"u2wAECdCt7",0,0,6,16,2,0,0,4
0,0,1,9,15,11,3,"UavoSqNEqv",0,0,12,9,1,11,6,0,0,0,13,7,6,16,8,0,0,0,4,10,12,15,4,"ntLSfS9kB5",0,0,0,0,0,12,"GAKIsg5jRn",0,"Av1RhXBx8I",8,7,0,0,15,"Laq8bcr7dk",0,0,1,12,10,4,16,3,0,0,0,0,13,16,"Cr8xOoGb1b",0,0,9
0,0,0,14,12,2,0,0,0,"CICPRm0PDa",0,6,8,14,1,0,"QAYRBNhvTM",0,9,11,0,13,5,0,0,2,16,8,0,8,8,"VHXov64iau",0,5,13,0,0,8,7,0,"hXrrftOwPA",6,13,0,0,11,4,0,0,0,12,10,6,14,0,0,0,0,1,11,14,7,0,0,0
0,0,0,10,13,5,0,"fQN90BFmoX",0,3,14,16,12,15,0,0,0,10,16,8,11,16,0,0,0,8,14,"MUm75qXKIE",14,9,0,0,0,0,7,14,"u9OF08XVbO",5,0,0,0,0,0,"3jS6p0Tjya",16,16,1,0,0,0,0,14,16,16,4,0,0,0,0,11,16,11,0,0,8
0,0,4,11,12,14,0,0,0,0,15,12,14,16,4,0,0,0,16,"4XR4dbjS7e",16,13,3,0,"odwfGjaQJH",0,5,12,11,12,7,0,0,0,0,0,0,8,8,0,0,0,0,0,0,10,7,0,0,6,13,4,0,14,4,0,0,0,7,13,"frW3Gx0at0",14,1,0,9
0,0,2,8,7,0,0,0,0,0,6,15,16,2,0,0,0,6,15,11,16,4,0,0,0,5,16,10,16,1,0,0,0,2,15,16,13,0,0,0,0,0,2,16,12,9,3,0,0,0,"1xfMVCQBUP",14,0,12,"OFwNERGdaI",1,0,0,1,12,10,7,0,0,8
0,0,10,15,1,0,0,0,0,0,11,16,1,0,0,0,0,1,16,16,1,0,0,0,0,"Zh2gIzro5O",8,16,5,0,0,0,0,0,0,14,"wrYop0R69P",0,0,0,0,0,0,10,14,0,0,0,0,0,5,"CT8jSLsSQB",15,6,4,1,0,0,10,16,16,16,16,10,1
0,1,15,16,10,0,0,0,0,4,16,9,16,"aYvtiC2grH",0,0,0,2,12,5,16,3,0,0,0,0,0,6,16,3,0,0,0,0,1,15,13,0,0,"VcdzYUfh8R",0,0,8,16,4,0,0,0,0,2,16,13,4,4,3,0,0,2,13,16,16,16,16,2,2
0,0,6,13,12,2,0,0,0,0,7,7,10,12,0,0,0,0,0,1,12,9,0,0,0,0,"3CCKeBqvZ2",7,16,7,0,0,0,0,0,0,5,14,1,0,0,1,7,0,0,7,11,0,0,1,16,4,0,9,11,0,0,0,5,"Ag0oTgZ3xU",12,16,3,0,3
0,0,0,4,15,2,0,"9WMN1IXQf0",0,0,1,16,9,0,0,0,0,0,"7gYa810eTG",15,1,11,9,"5bToZpXRNQ",0,3,14,8,0,14,10,0,0,10,16,12,12,16,8,0,0,13,16,"Tfjn5pE91C",15,16,5,0,0,0,0,0,15,13,0,0,0,0,0,4,16,9,0,0,4
0,0,14,12,12,13,3,0,0,"ukrc6GtEPC",16,8,8,6,1,0,0,0,14,7,5,0,0,0,0,0,15,15,16,2,0,0,0,0,13,3,6,8,0,0,0,0,0,0,3,13,0,0,"GiOmuksnmp",0,5,4,8,12,"caDl1qoDBm",0,"kIFNUjIe3t",1,15,15,11,3,0,0,5
0,0,1,10,10,0,0,0,0,1,13,10,1,0,"Lgl8OSCU48",0,0,4,14,0,0,0,0,0,0,6,12,0,0,0,0,0,0,8,11,5,10,11,1,0,0,"gCaR3qzudM",16,13,6,10,"2JT1tpo6j7",0,0,0,10,9,0,7,11,0,0,0,1,12,16,14,2,0,6
0,0,3,14,8,6,4,0,0,0,11,16,16,16,"ahrQspk6uJ",1,0,3,16,3,2,"uQ7PzX1PWT",6,0,0,5,8,0,9,14,"dsjnXsFuRs",0,0,0,7,9,15,13,4,0,0,0,10,16,16,15,3,0,0,0,0,13,7,0,0,0,0,0,6,15,2,0,0,0,7
0,"cjqoe7jvy9",7,15,14,6,0,0,0,5,16,5,10,16,4,0,0,6,15,2,10,14,1,0,0,1,13,16,14,1,0,0,0,0,10,13,15,"dGeB4GgLbY",0,0,0,0,15,2,3,15,6,0,0,0,15,3,8,15,6,0,0,0,6,"UfBFlNPfFR",11,4,0,0,8
0,0,7,14,9,0,"VLCbf6pah8",0,0,1,16,5,10,7,0,0,0,0,13,2,3,13,0,0,0,0,5,15,16,16,1,0,0,0,0,0,5,10,7,0,0,"ueyzjr7bwz","5yYvaFD3Or",0,0,2,14,0,0,0,4,2,0,0,14,3,0,0,5,15,16,16,12,1,9
0,0,3,13,13,3,0,0,0,0,14,8,7,15,1,0,0,3,16,0,0,9,6,0,0,6,13,0,0,4,8,0,0,4,9,0,0,4,8,0,0,1,13,0,0,5,8,0,0,0,14,7,0,"2ccXrPRjxE",4,0,0,0,3,15,16,14,0,0,0
0,0,16,8,0,0,0,0,0,2,16,13,"BOWE8Isp4F",0,0,0,0,2,16,"1M5kEoxIKN",6,0,0,0,0,0,8,16,10,0,0,0,0,0,0,14,12,0,0,0,0,0,0,10,16,2,0,0,0,0,5,12,"pcrzCesw99",11,8,3,0,0,12,16,"qRtGEwQAMR",16,16,"7uqADZVhpN",1
0,4,16,15,1,0,0,0,0,8,14,16,4,0,0,0,0,5,8,16,4,0,0,0,0,0,0,12,8,0,0,0,0,0,1,15,7,0,0,0,0,0,"pbZdhvA4wg",16,3,6,9,0,0,3,15,15,8,"EtXnh3ifka",15,0,0,4,15,16,16,16,7,0,2
0,0,9,16,10,1,0,"6ZNuXm6yVb",0,0,8,3,16,4,0,0,0,0,0,5,14,2,0,0,0,0,2,16,15,"FnIzWtDucz",0,0,0,0,0,0,3,15,2,0,0,4,6,0,0,13,7,0,0,6,13,1,5,16,3,0,0,0,10,16,15,5,0,0,3
0,0,0,2,14,5,0,0,0,0,0,"URPIwMUTlK",15,0,0,0,0,0,3,16,3,9,12,0,0,"GuxXKurbB8",14,8,0,15,13,0,0,11,16,10,8,16,10,0,3,16,16,16,16,15,3,0,0,0,0,2,"spq66nn8J4",12,0,0,0,0,0,4,16,"XooTcHv8Gj","sFXEZ20t9f",0,4
0,1,12,13,13,0,0,0,0,4,11,"S3o1HtHQk3",3,0,0,0,0,7,11,8,6,1,0,0,0,5,15,12,13,12,0,"2PugteTzFj",0,0,0,0,0,"yCHixt8L4U",4,0,0,0,0,0,0,8,8,0,0,2,10,8,7,15,3,0,0,1,"paW4vNItaI",16,12,5,0,0,5
0,0,1,13,0,0,0,"g9C2P5pcmI",0,0,7,10,0,0,0,0,0,1,16,2,0,0,0,0,0,4,13,0,0,0,0,0,0,7,12,4,11,9,1,0,0,4,16,15,8,12,7,0,0,2,14,10,3,13,7,0,0,0,2,13,16,8,1,0,6
0,0,6,16,16,12,3,0,0,0,13,12,10,16,2,0,"ILqU4UCy7V",1,16,3,10,11,"9xRKFiKNTE",0,0,1,7,1,16,3,0,0,0,0,0,7,15,"2VzCTa02n5",1,0,0,0,10,16,16,16,4,0,"NnXpYcunMZ",0,2,16,8,3,0,0,0,0,6,16,3,0,0,"pSexP9x3ne",7
0,0,7,13,11,"7RrUtAlTci",0,0,0,6,14,12,14,9,0,0,0,5,14,3,10,9,0,0,0,0,8,15,14,2,0,0,0,0,1,14,16,"CX41ZAAfHi",0,0,0,0,"1jkV9hINCr","ptBHEtWFdV",3,15,4,0,0,0,12,5,"RMSYDAjoRS",11,8,0,0,0,7,16,16,9,1,0,8
0,0,7,14,10,0,0,0,0,7,15,4,9,11,0,0,0,9,13,0,7,16,0,0,0,3,15,"7UyPVbNAhX",16,16,3,0,0,0,0,4,4,12,8,0,0,0,0,"Nhmif40Wf0",0,4,12,0,0,0,11,5,0,7,13,0,0,0,5,13,16,14,6,0,9
"rtqZ04XKqG",0,6,14,13,3,0,0,0,"dZW4svOBRF",14,10,7,13,0,0,0,4,13,0,0,12,3,0,0,5,11,0,0,"R5SDrDgG5X","YxgDYlyfRd",0,0,4,11,0,0,4,8,0,"CqvvO3MUyD",2,12,0,0,6,6,0,0,0,12,8,2,14,2,0,0,0,4,15,16,9,0,0,0
0,0,11,12,0,0,0,0,0,0,13,16,0,0,0,0,0,3,15,16,4,0,"73LgWbGGNu",0,0,13,15,16,6,0,0,0,0,3,3,15,10,0,0,0,0,0,0,11,16,0,0,0,0,0,2,10,16,6,3,0,0,0,7,16,16,16,16,5,1
0,2,"8VQb4i8cf9",16,10,0,0,0,0,12,15,9,"EuXLBKe0sU",2,0,0,0,"vjb9HqqcIV",8,1,16,6,0,0,0,1,1,2,16,6,0,0,0,0,0,10,15,2,0,0,0,0,2,15,9,0,0,0,0,2,15,16,9,8,6,0,0,1,13,"gtp26C9Ju4",16,16,16,3,2
0,2,13,16,15,1,0,0,0,7,13,10,16,4,0,0,0,0,0,8,16,"wvZPjwNyjJ",0,0,0,0,8,16,16,10,0,0,0,0,1,4,10,16,8,0,0,0,0,0,0,16,9,0,0,2,12,6,6,16,6,0,0,1,15,"gcKarpbo30",16,9,1,0,3
0,0,0,2,15,7,0,0,0,0,0,11,15,2,5,0,0,0,5,"liqahLtC6A",6,6,16,0,0,2,16,10,4,13,13,0,0,13,"pnj3jAXyCB",16,16,16,10,0,0,6,4,4,11,16,4,"tVt5TsZR2B",0,0,0,0,14,14,0,0,0,0,0,3,16,7,0,0,4
0,0,9,12,14,2,0,0,0,0,12,6,4,0,"JjMS7nuKvC",0,0,0,12,1,3,0,0,"Me9cGeI5JR",0,0,9,16,16,12,0,0,0,0,4,4,0,12,6,0,0,0,0,0,0,4,"GPhfDBsgyr",0,0,0,"Y569tmqyWn",7,4,10,11,"s5LiNpRh5m",0,0,9,14,16,14,5,"Hrc3rm6usN",5
0,0,3,15,1,0,0,0,0,0,12,8,0,0,0,0,0,3,13,0,0,0,0,0,0,4,12,0,0,0,0,0,"zuzRUfBIoz",5,10,11,16,14,1,0,0,2,16,10,"GDWFnbn7GH",7,10,0,0,0,15,8,2,12,8,0,0,0,3,12,16,8,0,0,6
"OqoQKf8B6M",0,3,14,13,12,14,0,0,0,11,14,12,15,9,0,0,0,16,5,3,16,2,0,0,1,9,1,10,12,0,0,0,0,0,7,16,14,6,0,0,0,4,16,16,11,1,0,0,0,0,15,5,0,0,0,0,0,6,13,0,"7BBosxsquh",0,0,7
0,0,10,14,10,1,0,0,0,4,14,6,13,7,0,0,0,6,12,0,7,7,0,0,0,1,16,10,15,1,0,0,0,0,5,16,15,3,"LpAvv2aUbl",0,0,0,13,6,6,15,5,0,0,3,15,0,4,12,7,0,0,0,12,16,15,8,"9ws3qkuiLC",0,8
0,1,10,15,15,3,0,0,0,6,13,4,10,12,0,0,"WsSpudSfWS",4,"XN4YECLeAy",0,7,15,0,0,0,2,14,"CsvmDVhgnG",16,14,2,0,0,0,1,4,3,10,"DVk2ovJUpC",0,0,0,0,0,0,2,12,0,0,0,3,"braPj7cbb8",0,2,13,0,0,0,10,16,16,16,11,0,9
0,0,3,15,9,0,0,0,0,0,14,8,11,5,0,0,0,3,16,3,1,14,2,0,0,5,12,0,0,12,4,0,0,2,12,0,0,6,"mFiUn4vj74",0,0,2,14,0,0,12,5,0,0,0,12,8,5,"tWn6JAhGH6","rRNfwNocci",0,0,0,1,13,"T19u8E4kBt",5,0,0,0
0,0,"lYBScP5i7j",15,14,8,0,0,0,6,16,4,2,16,3,0,0,5,16,5,5,"coqtIPofye",4,0,0,0,9,16,16,16,4,0,0,0,0,0,0,"8DD41VM6FM",8,0,0,0,0,0,0,"o63T4IPbis",8,0,0,2,10,2,1,12,6,0,0,1,13,14,14,11,1,0,9
0,1,10,12,12,11,0,0,0,7,14,8,8,6,0,0,0,7,11,7,3,0,0,0,0,8,16,13,13,8,0,0,0,1,"2jHXJ0qlqT",0,1,14,5,0,0,0,0,0,"NrQnra8ywC",4,12,0,0,0,11,"k9Lg1xkyfK",0,10,"gpkQOnjPuX",0,0,0,10,16,16,14,4,0,5
0,0,10,12,12,15,4,0,0,0,16,8,8,5,3,0,"jdZEOareBO",4,15,8,6,0,0,0,0,"KcVPtsegX9",15,12,14,8,0,0,0,0,"P8gYUmVdq1",0,2,16,0,0,0,0,0,0,0,14,3,0,0,0,11,4,"xvBxDnNQ97",15,3,0,0,0,10,16,15,5,0,0,5
0,0,1,11,15,0,0,0,0,0,11,15,"Zirmg1o3Wc","wB5pAjvGkI",0,0,0,"qNYiBwrFZh",15,1,0,0,0,0,0,5,12,0,0,"3RkftsMYAl",0,0,0,8,15,15,16,14,3,0,0,2,16,11,2,7,12,0,0,0,14,11,4,9,13,0,0,0,2,11,16,15,6,0,6
0,3,12,12,14,4,0,0,0,1,13,4,4,0,0,0,0,4,14,"I9DtH4Hmjr",3,0,0,0,0,5,13,12,14,10,0,0,0,0,0,0,0,11,6,0,0,0,0,0,0,"fPVhv7lQCP",8,0,0,0,6,2,0,8,8,"B7PTYsRzjF",0,2,13,16,16,16,2,0,5
0,0,6,14,11,1,0,0,0,0,15,5,6,15,0,0,0,4,16,0,0,9,3,0,0,8,9,0,0,4,8,0,0,7,8,0,0,4,8,0,0,4,8,0,0,9,4,0,0,1,13,2,3,"SDdkNb42Aq",0,0,0,0,5,14,15,4,0,0,0
0,0,6,14,"NSpOh04TCQ",7,0,0,0,3,15,6,2,14,3,0,0,4,13,0,1,16,4,0,0,0,10,11,"P9Lvbf0YvR",16,6,0,0,0,1,8,10,14,5,0,0,0,0,0,0,8,11,0,0,1,12,5,0,10,11,0,0,0,7,13,16,16,4,0,9
0,0,"To3SxYa1jz",14,15,4,0,0,0,7,15,4,9,12,0,0,0,6,15,1,4,14,0,0,0,0,9,13,14,7,0,0,"2PNCjSEo8Q",0,"cv2TpWIpC4",16,16,4,"WfcpzUx9bR",0,0,0,14,7,3,15,4,0,0,0,16,3,0,13,8,0,0,0,7,16,"RnINTd9Avh",10,1,0,8
0,0,7,13,10,1,0,0,0,1,15,3,9,10,0,0,0,3,16,4,13,11,0,0,0,0,6,12,12,16,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,5,11,0,0,1,11,2,"JXTgKeac6X",7,11,0,0,0,7,13,16,15,4,0,9
0,0,1,11,15,6,0,0,0,2,15,10,16,15,0,0,0,1,14,5,6,11,0,0,0,0,5,14,14,3,0,0,0,0,1,14,16,6,0,0,0,0,10,8,6,15,1,0,0,0,9,9,4,16,3,0,0,0,1,15,15,6,0,0,8
0,0,0,7,8,0,0,0,0,0,0,15,2,0,3,1,0,0,8,10,0,2,16,2,0,1,15,4,3,9,12,0,0,8,16,16,16,16,6,0,0,"Zycg3MYDI4",4,3,9,14,0,0,0,0,0,0,15,3,0,0,0,0,"ylbQ0SQDbg",9,10,"RG91ShbJZF",0,"vwgljeZJAM",4
0,0,3,15,4,0,0,0,0,0,0,15,11,0,0,0,0,"MQ3Sr9Q5um",0,15,16,2,0,0,0,0,"PDOsacfUOZ",14,16,8,0,0,0,0,0,7,13,14,0,0,0,0,0,0,4,16,4,0,0,0,3,9,13,16,12,5,0,0,3,15,16,16,16,"VDaEwHIt0c",1
0,0,7,16,"u6yj9u4qEz",13,10,0,0,0,"B5UGUUOQIj",12,10,16,4,0,0,0,15,5,8,13,0,0,0,1,7,1,16,3,0,0,0,2,11,13,16,12,6,0,0,4,12,15,14,11,2,0,0,0,3,16,3,0,0,0,"jmrGg94t4b",0,9,13,0,0,0,0,7
0,0,0,15,16,16,12,4,0,0,4,14,0,10,12,0,0,0,8,7,1,15,4,0,0,0,0,0,8,12,0,0,0,0,1,8,14,12,3,0,0,0,6,13,16,13,2,0,0,0,0,"clSUUFpTel",10,0,0,0,0,0,2,16,"id7GbLzmG8",0,0,0,7
0,1,10,16,15,1,0,0,0,3,15,10,16,4,0,0,0,0,1,11,15,0,0,0,0,0,12,16,15,3,0,0,0,0,0,1,11,15,1,0,0,8,3,0,3,16,7,0,0,13,15,6,8,16,6,0,0,0,12,16,16,7,0,"XrMhbDqf2b",3
0,3,16,16,16,2,0,0,0,4,14,10,5,0,0,0,0,6,16,16,10,3,"7Qkv0UYSIl",0,0,4,15,12,14,13,0,0,0,0,2,0,1,15,8,0,"mnESv5WUwR",0,0,0,0,8,13,0,0,3,"dhNx4ImHFA",10,7,9,16,0,0,"UvotB6daJZ",13,15,16,16,8,0,5
0,0,10,9,0,"7zooEYNAlK",0,0,0,0,8,16,2,0,0,0,0,0,8,16,6,0,"hSZtPLF8Qa",0,0,0,5,16,13,1,0,0,0,0,1,5,14,6,0,0,0,0,0,0,8,11,0,0,0,0,8,12,9,16,6,4,0,0,7,16,16,16,16,14,1
0,3,15,16,7,0,0,0,0,"csfQYiRWaa",13,11,16,0,0,"UmA24WAG9i",0,12,"6QNz9adXLH",4,16,0,0,0,0,0,0,3,16,4,0,0,0,0,0,6,16,3,0,0,0,0,0,11,16,0,0,0,0,1,12,16,14,8,5,0,0,2,13,16,16,16,16,2,2
