"Name","Short description","Gender","Country","Occupation","Birth year","Death year","Manner of death","target"
"","","","","","","","",96.0
"","","","United Kingdom","","","","",88.0
"","","","","","","","",85.0
"O. P. Jindal","","","","","","","",75.0
"","","","","","","","",54.0
"Maria Komnene, Queen of Hungary","","","","","","","",46.0
"","","","","Artist","","","",69.0
"","","","","","","","",52.0
"","","","","","","","",26.0
"","","","","","","","",84.0
"","","","","","","","",46.0
"","","","Papal States; Lordship of Bologna","","","","",67.0
"","","","","","","","",71.0
"","","","","","","","",58.0
"","","","","","","","",39.0
"","","","","","","","",69.0
"","","","","","","","",65.0
"","","","","","","","",82.0
"","","","","","","","",40.0
"Edouard Castres","","","","","","","",64.0
"Jakes Gerwel","","","","","","","",66.0
"","","","","","","","",68.0
"","","","","","","","",62.0
"","","","","","",1657.0,"",63.0
"","","","","","","","",75.0
"","Italian painter (1800-1867)","","","","","","",67.0
"","","","","","","","",69.0
"","","","","","","","",79.0
"","","","","","","","",49.0
"","","","","","","","",71.0
"","","","","","","","",72.0
"","American operatic soprano","","","","","","",84.0
"","","","","",1906.0,"","",73.0
"","","","","","","","",46.0
"","","","","","","","",70.0
"","","","","","","","",57.0
"","","","","","","","",77.0
"","","","","","","","",90.0
"","","","","Researcher","","","",59.0
"","","","","","","","",83.0
"","","","","","","","",27.0
"","","","","","","","",89.0
"","","","","","","","",61.0
"","","","","","","","",87.0
"","","","","","","","",48.0
"","","","","","",1998.0,"",79.0
"","","","","","","","",34.0
"Aleksandr Khvostov","","","","","","","",65.0
"","","","","","","","",89.0
"","","","","","","","",74.0
"Marie Anne de Bourbon","","","","","","","",73.0
"","","","","","","","",88.0
"","","","","","",1832.0,"",59.0
"Samuel Marinus Zwemer","","","","","","","",85.0
"","","","","","","","",73.0
"Pierre Berès","French bookseller","","","","","","",95.0
"","","","","","","","",80.0
"","","","","","","","",81.0
"","","","","","","","",81.0
"","","","","","","","",87.0
"","","","","","","","",34.0
"","","","","","","","",19.0
"","","","","",1821.0,"","",55.0
"","","","","","","","",90.0
"","","","","","","","",69.0
"","","","","","","","",57.0
"","","Female","","","","","",84.0
"","","","","","","","",61.0
"","","","","","","","",90.0
"","","","","","","","natural causes",42.0
"","","","","","","","",60.0
"","","","","","","","",42.0
"","","","","","","","",94.0
"","","","","","","","",81.0
"","","","","","","","",30.0
"","","","","","","","",56.0
"","American spy","Male","","","","","",69.0
"","","","","",1863.0,"","",67.0
"","","","","","","","",89.0
"","","","","","","","",91.0
"","","","","","","","",78.0
"","","","","","","","",75.0
"","","","","","","","",64.0
"","","","","","","","",88.0
"","","","","","","","",30.0
"","","","","",1606.0,"","",63.0
"","","","","","","","",56.0
"","","","","","",1994.0,"",94.0
"","","","","","","","",79.0
"","","","","","","","",49.0
"","","","","","","","",60.0
"","","Male","","","","","",98.0
"","","","","","","","",79.0
"","","","","","","","",65.0
"","","","","","","","",25.0
"","","","","","","","",56.0
"","","","","Aristocrat","","","natural causes",27.0
"","","","","","","","",97.0
"","","","","","","","",80.0
"","","","","","","","",63.0
"","","","","","","","",28.0
"","","","","","","","",60.0
"","","","","","","","",92.0
"","","","United States of America","","","","",66.0
"","","","","","","","",39.0
"","","","","","","","",65.0
"","","","","","","","",87.0
"","","","Italy; Kingdom of Italy","","","","",81.0
"","","","","","","","",83.0
"","","","","","","","",44.0
"","","","","","","","",73.0
"","","","","","","","",59.0
"","","","","",1904.0,"","",79.0
"","","","","",1872.0,"","",83.0
"","","","","","","","",69.0
"","","","","","","","",63.0
"","","","","","","","",23.0
"","","","","","","","",74.0
"","","","","","","","",68.0
"","","","","","","","",65.0
"","","","","","","","",62.0
"","","Male","","","","","",73.0
"","","","","","","","",93.0
"Juraj Dragišić","","","","",1445.0,"","",75.0
"Aino Kallas","","Female","","","","","",78.0
"","","Female","","","","","",13.0
"","","","","","","","",46.0
"","","","","","","","",73.0
"","","","","","","","",92.0
"","","","","","","","",67.0
"","","","","","","","",67.0
"","","","","","","","",86.0
"","","","","Aristocrat","","","",83.0
"","","","","","","","",66.0
"","","","","","","","",82.0
"Nikola III Zrinski","","","","","","","",45.0
"","","","","","","","",76.0
"","","","","","","","",77.0
"","","","","","","","",75.0
"","","Male","","","","","",61.0
"","","","","","","","",94.0
"","","","","","","","",47.0
"","","","","","","","",33.0
"","","","","","","","",87.0
"","","","","","","","",32.0
"","","","","","","","",89.0
"","","","","","","","",73.0
"","","","","","","","",58.0
"","","","","","","","natural causes",68.0
"","Chinese politician (1903-1976)","","","","","","",73.0
"","","Male","","","","","",96.0
"","","","","","","","",49.0
"","","","","","","","",59.0
"","","","","","","","",56.0
"","","","","","","","",50.0
"","","","","","","","",43.0
"Mark Tobey","","","","",1890.0,"","",86.0
"","","","","","","","",50.0
"Galina Prozumenshchikova","","","","","",2015.0,"",67.0
"","","","","","","","",96.0
"","","","","","","","",84.0
"","","","","","","","",52.0
"","","","","","",2008.0,"",81.0
"","","","","","","","",86.0
"","","","","","","","",75.0
"","","","","","","","",97.0
"","","","Ottoman Empire","","","","",45.0
"","","","","","","","",79.0
"","","","","","","","",46.0
"","","","","","","","",49.0
"","","","","","","","",52.0
"","","","","","","","",28.0
"","","","","","","","",81.0
"","","","","","","","",85.0
"","","","","","","","",65.0
"","","","","",1791.0,"","",45.0
"","","","","","","","",50.0
"","","","","","","","",76.0
"","","","","","","","",79.0
"","","Female","","","","","",49.0
"","","","","","","","",78.0
"Hortense Mancini","","","","","","","",53.0
"","","","","","","","",75.0
"Ferenc Laho","","","","","","","",49.0
"","","","","","","","",80.0
"","","","","","","","",61.0
"","","","","","","","",28.0
"","","","","","","","",68.0
"","","Male","","","","","",82.0
"Charlotte, Queen of Cyprus","","Female","Republic of Cyprus","",1442.0,"","",45.0
"","","","","","","","",72.0
"","","Male","","","","","",59.0
"","","","","","","","",79.0
"","","","","","",800.0,"",24.0
"","","","","","","","",35.0
"Landgravine Charlotte of Hesse-Kassel","","","","","","","",59.0
"","","","","","","","",61.0
"","","","","","","","",73.0
"","daughter of Emperor Ferdinand I from the House of Habsburg and Anna Jagiello","","","","","","",50.0
"","","","","","","","",37.0
"","","","","","","","",16.0
"","","","","","","","",52.0
"","","","United States of America","","","","",65.0
"","","","","","","","",76.0
"","noblewoman (945-1026)","","","","","","",81.0
"","","","","","","","",80.0
"","","","","","","","",74.0
"","","","","","","","",22.0
"","","","","","","","",74.0
"","","","","","","","",68.0
"","","","","","","","",71.0
"","","","","","","","",38.0
"","","","","","","","",85.0
"","","","","","","","",80.0
"","","","","","","","",61.0
"","","","","","","","",73.0
"","","","","","","","",80.0
"","","","","","","","",81.0
"","","","","","","","",82.0
"","","","","","","","",69.0
"","","","","","","","",43.0
"","","","","",1866.0,"","",65.0
"","","","","","","","",68.0
"","","","","","","","",55.0
"","","","","","","","",71.0
"","","","","","",1843.0,"",71.0
"","","","","","",2006.0,"",39.0
"","","","","","","","",80.0
"","","","","","","","",81.0
"","","","","","","","",64.0
"","","","","","","","",52.0
"","","","","","","","",20.0
"","","","","","","","",52.0
"","","","","","","","",64.0
"","","","","","","","",94.0
"","Danish queen consort","","","","","","",47.0
"","","","","","","","",31.0
"","","","","","","","",63.0
"","","Male","","","","","",42.0
"","","","","","","","",55.0
"György Urr","","","","","","","",53.0
"","","","","","","","",46.0
"","","","","","","","",55.0
"","","","","","","","",80.0
"","","","","","","","",41.0
"","","","","","","","",50.0
"","","","","","","","",70.0
"","","","","","","","",45.0
"","","","","","","","",68.0
"","","","","","","","",82.0
"","","","","","","","",80.0
"","","","","","","","",72.0
"Matilda Howell","","","","","","","",79.0
"","","","","","","","",60.0
"","","","","","","","",94.0
"","","","","","","","",66.0
"","","","","","","","",55.0
"","","","","",1925.0,"","",67.0
"","","","","","","","",67.0
"","","","United States of America","","","","",85.0
"","","","","","","","",78.0
"","","","","","","","",33.0
"","","","","","","","",29.0
"","","","","","","","",43.0
"","","","","",1938.0,"","",80.0
"","","","","","","","",50.0
"","","","","","","","",98.0
"","","","","",1733.0,"","",64.0
"Tewodros II","","","","Politician","","","",50.0
"","","","","","","","",81.0
"","","","","","","","",57.0
"Robert W. Scott","","","","","","","",80.0
"","","","","","","","",79.0
"","","","","","","","",71.0
"","","","","","","","",64.0
"","","","","","","","",34.0
"","","","","","","","",40.0
"","","","","","","","",81.0
"","","Male","","","","","",66.0
"","","","","","","","",61.0
"","","","","","","","",70.0
"Robert II, Count of Artois","","","","","","","",52.0
"","","Female","","","","","",56.0
"","","","United States of America","","","","",77.0
"Samuel Dyer","","","","","","","",39.0
"","","","","","","","",90.0
"","","","","","","","",82.0
"","","","","",100.0,126.0,"",26.0
"","","","","","","","",55.0
"","","","","","","","",85.0
"","","","","","","","",86.0
"","","","","","","","",37.0
"","","","","","",1998.0,"",95.0
"","","","","","","","",72.0
"","","","","",1930.0,"","",72.0
"","","","","","","","",84.0
"","British cardiologist","","","Physician","","","",64.0
"","","","","","","","",37.0
"","","","","","","","",64.0
"","","Female","","","","","",68.0
"","","","","","","","",47.0
"","","","","","","","",54.0
"","","","","","","","",67.0
"","","Male","","","","","",73.0
"","","","","","","","",71.0
"","","","","","",2011.0,"",86.0
"","","","","","","","",83.0
"","","","","","","","",82.0
"","","","","","","","",71.0
"","","","","","","","",70.0
"","","","","","","","",49.0
"","","","","","","","",79.0
"","","","","","","","",59.0
"","","","","","","","",36.0
"","","","","","","","",77.0
"","","","","","","","",80.0
"","","","","",1706.0,"","",70.0
"","","","","","",1959.0,"",68.0
"","","Female","","","","","",87.0
"","","","","","","","",61.0
"","","","","","","","",67.0
"","","","","","","","",77.0
"","","","","","","","",85.0
"","","","","","","","",88.0
"","","","","","","","",44.0
"","","","","","","","",72.0
"","","","","","","","",45.0
"","","","","","","","",68.0
"","","","","","","","",51.0
"","","","","","","","",46.0
"","","","","","",1888.0,"",47.0
"","","","","","","","",88.0
"","","","","","","","",81.0
"","American documentary filmmaker","","","","","","",67.0
"","","","","","","","",71.0
"","","","","","","","",80.0
"","","","","","","","",89.0
"","","","","","","","",70.0
"Monique Wittig","","","","","","","",68.0
"","","","","","","","",85.0
"","","","","","","","",96.0
"","","","","","","","",88.0
"","","","","","","","",85.0
"","","","","","","","",82.0
"","","","","","","","",69.0
"","","","","","","","",74.0
"","","","","","","","",86.0
"","","","","","","","",89.0
"","","","","","","","",78.0
"","","","","","","","",27.0
"","","","","","","","",98.0
"Igor Moskvin","","","","","","","",91.0
"","","","","","","","",87.0
"","","","","","","","",91.0
"","","Female","","","","","",80.0
"Bo Hansson","","Male","","","","","",67.0
"","","","","Aristocrat","","","",58.0
"","","","","","","","",77.0
"","","","","","","","",19.0
"","","","","","","","",75.0
"","","","","","","","",93.0
"","","","","","","","",86.0
"","","","","","","","",95.0
"","","","","","","","",48.0
"","","","","","","","",86.0
"","","","","","","","",72.0
"","","","","","","","",81.0
"","","","","","","","",76.0
"","","","","","","","",78.0
"","","","","","","","",69.0
"","","","","","","","",58.0
"","","","","","","","",26.0
"","","","","","",2006.0,"",79.0
"","","","","","","","",67.0
"","","","","",1829.0,"","",76.0
"","","","","","","","",58.0
"","","Female","","","","","",92.0
"","","","","","","","",75.0
"","","","","","","","",71.0
"","","","","","","","",42.0
"","","","","","",1957.0,"",79.0
"","","","","","","","",82.0
"","","","","","","","",91.0
"Jerry Desmonde","","","","","","","",59.0
"","","","","Artist","",1733.0,"",75.0
"","","","","","","","",65.0
"","","","","","","","",24.0
"","","","","","","","",65.0
"Hanan Porat","","","","","","","",68.0
"","","","","","","","",76.0
"","","","","","","","",70.0
"","","","","","",1981.0,"",49.0
"","","","","","","","",71.0
"","","","","","",1881.0,"",74.0
"","","","","","","","",58.0
"","","","","","","","",53.0
"","","Male","","","","","",52.0
"","","Female","","","","","",55.0
"","","","","","","","",78.0
"","","","","","","","",31.0
"","","","Germany","","","","",46.0
"","","","","","","","natural causes",39.0
"","","","","","","","",59.0
"","","","","","","","",80.0
"","","Female","","","","","",33.0
"","","","","","","","",97.0
"Lisa Blount","","","","","","","",53.0
"","","Male","","","","","",64.0
"","","","","","","","",90.0
"","","","","","","","",80.0
"","","","","","",1895.0,"",54.0
"","","","","","","","",84.0
"","","","","","","","",63.0
"","","","","","","","",70.0
"","","","","","","","",86.0
"","","","","","","","",70.0
"","","","","","","","",52.0
"","","","","","","","",45.0
"","","","","","","","",89.0
"","","","","","","","",78.0
"","","Female","","","","","",61.0
"","","","","","","","",94.0
"","","Female","","","","","",91.0
"","","","","","","","",42.0
"","","","","","","","",73.0
"","","","","","",2019.0,"",92.0
"","","","","","","","",60.0
"","","","","","","","",89.0
"","","","","","",1865.0,"",23.0
"","","","","","","","",78.0
"","Japanese general","","","","","","",81.0
"","","","","","","","",19.0
"","","","","","","","",43.0
"","","","","","","","",82.0
"","","","","","","","",84.0
"","","","","","","","",39.0
"","","","","Politician","","","",40.0
"","","","","","","","",81.0
"","","","","","","","",77.0
"","","","","","","","",82.0
"","","","","","","","",86.0
"","","","","","","","",93.0
"","nobile italiana, madre di Cosimo I de Medici","","","","","","",44.0
"","","","","","","","",64.0
"","","","","","","","",70.0
"","","Male","","","","","",58.0
"","","","","","","","",53.0
"","","","United Kingdom of Great Britain and Ireland","","","","",50.0
"","French composer","","","","","","",76.0
"","","Male","","","","","",24.0
"","","","","","","","",74.0
"","singer and songwriter for the reggae group Culture","","","","","","",57.0
"","","","","","","","",68.0
"","","","","","","","",85.0
"","","","","Athlete","",1995.0,"",77.0
"","","","","","","","",89.0
"","","","","","","","",58.0
"","","","","","","","",76.0
"","","","Austria-Hungary","","",1938.0,"",47.0
"","","","","","","","",40.0
"","","","France","","","","",73.0
"","","","","","","","",35.0
"","","","","","","","",66.0
"","","","","","","","",80.0
"","","","","","","","",71.0
"","","","","","","","",71.0
"","","","France","","","","",57.0
"","","","","","","","",64.0
"","","","","","","","",75.0
"","","","","","","","",72.0
"","","","","","","","",64.0
"","","","","","","","",78.0
"","","","","","",2020.0,"",85.0
"","","","","","","","",70.0
"Charles L. Stevenson","","","","","","","",71.0
"","","","","","","","",83.0
"","","","","","","","",78.0
"","","","","Aristocrat","","","",41.0
"","","","","","","","",81.0
"","","","","","","","",66.0
"","","","","","","","",78.0
"","","","","","","","",87.0
"","","","","","","","",88.0
"","","","","","","","",75.0
"","Serbian artist (1873-1915)","","","","","","",42.0
"","","","","","","","",88.0
"","","","","","","","",64.0
"","","","","","","","",23.0
"","","","","","","","",77.0
"","","","","","","","",51.0
"","","","","","","","",53.0
"","","","","","","","",57.0
"","","","","","","","",54.0
"","","","","","","","",66.0
"","","","","","","","",66.0
"","","","","","","","",80.0
"","","","","",1585.0,"","",44.0
"","","","","","","","",57.0
"","","","","","","","",71.0
"","","","","","","","",71.0
"","","Female","","","","","",60.0
"Geraldine McEwan","","","","Artist","","","",83.0
"","","","","","","","",72.0
"","","","","","","","",84.0
"","","","","","","","",83.0
"","","","","","","","",61.0
"","","","Argentina","","","","",85.0
"","","","","","","","",81.0
"","","","","","","","",70.0
"","","","","","","","",61.0
"","","","","Artist","","","",94.0
"","","","","","","","",49.0
"","","","","","","","",55.0
"","","","","","","","",95.0
"","","","","","",2008.0,"",88.0
"","","Female","","","","","",28.0
"","","","","","","","",42.0
"","","","","","","","",65.0
"","","","","",1754.0,"","",71.0
"","","","Mexico","Artist",1964.0,"","",55.0
"","","","","","","","",27.0
"","","","","",899.0,"","",34.0
"","","","","","","","",92.0
"","","","","","","","capital punishment",46.0
"","","","","","","","",85.0
"","","","","","","","",81.0
"","","","","","","","",79.0
"","","","","","","","",84.0
"","","","","","","","",64.0
"","","","","","",1882.0,"",66.0
"Allan Edwall","","","","","","","",73.0
"","","","United Kingdom; United Kingdom of Great Britain and Ireland","","","","",91.0
"","","","","","","","",57.0
"","","","","","","","",51.0
"","","","","","","","",74.0
"","","","","","","","",74.0
"","","","","","","","",75.0
"","","","","","","","",75.0
"","","","","","","","",93.0
"","","","","",1992.0,"","",22.0
"","","","","","","","",82.0
"","","","","","","","",73.0
"","","","","",1972.0,"","",44.0
"George Mumford","","","","","","","",18.0
"","","","","","","","",80.0
"","","","","","","","",73.0
"","","","","","","","",81.0
"","American sheriff","","","","","","",32.0
"Lee Miller","","","","","","","",70.0
"","","","","","","","",72.0
"","","","","","","","",67.0
"","","","","","","","",63.0
"","","","","","","","",62.0
"","","Male","","","","","",34.0
"Sandy West","","","","","","","",47.0
"","","","","","","","",82.0
"","","","","","","","",68.0
"","","","","","","","",83.0
"","","","","","","","",85.0
"","","","","","","","",82.0
"","","","","","",2015.0,"",77.0
"","","","","","","","",74.0
"","","","","","","","",42.0
"","","Male","","Athlete","","","",82.0
"","","","","","","","",80.0
"","","","","","","","",93.0
"","","","","","","","",56.0
"","","","","","","","",78.0
"","","","","","","","",66.0
"","","","","",1815.0,"","",79.0
"","","","","","","","",61.0
"","","","","","","","",85.0
"","","","","","","","",53.0
"","","","","","","","",71.0
"","","","","","","","",95.0
"","","","","","","","",63.0
"","","","","","","","",73.0
"Jean Acker","","","","","","","",85.0
"","","","","","",2013.0,"",82.0
"","","","","","","","",37.0
"","","","","","","","",74.0
"","","Female","","","","","",14.0
"Aristidis of Thebes II","","","","","","","",40.0
"","","","","","",1290.0,"",50.0
"","","","Austria","","","","",70.0
"","","","","","","","",82.0
"","","","","","","","",58.0
"","","","","","","","",64.0
"","","","","","","","",83.0
"","","","","","","","",14.0
"","","","","","","","",57.0
"","","","","","","","",82.0
"","American-born bookseller and publisher (1887-1962)","Female","","","","","",75.0
"","","","United States of America","","","","",87.0
"","","","","","",2010.0,"",85.0
"","","","","","","","",71.0
"","","","","","","","",93.0
"","","","","",1907.0,"","",35.0
"","","","","","","","",67.0
"","","","","Bounty hunter; model","","","",36.0
"","","","","","","","",46.0
"","American senator (1928-1987)","","","","","","",59.0
"","","","","Artist","","","",81.0
"","","","","","","","",85.0
"","","","","","","","",77.0
"","","Female","","","","","",76.0
"","","","","","","","",61.0
"","","","","","","","",74.0
"","","","","","","","",60.0
"","","","","","","","",64.0
"","","","","","","","",79.0
"","","","","Artist","","","",80.0
"Vittorio Merloni","","","","Businessperson","","","",83.0
"","","","","","","","",89.0
"","","","","","","","",44.0
"","","","","","","","",14.0
"","","","","","","","",70.0
"","","","","","","","",78.0
"","","","","","","","",94.0
"","","","","Politician","","","",46.0
"","","","","","","","",66.0
"","","","","","","","",90.0
"","","","","","","","",67.0
"","","","","","","","",47.0
"","","","","Politician",1276.0,"","",19.0
"","","","","","","","",51.0
"","","","","","","","",56.0
"","","","","","",1644.0,"",42.0
"","","","","","","","",29.0
"","","","","","","","",33.0
"","","","","","","","",87.0
"","","","","","",885.0,"",40.0
"","","","","Researcher","","","",57.0
"","","","","","","","",79.0
"","","","","","","","",69.0
"","","","","","","","",31.0
"Imre Mikó","","","","","","","",71.0
"","","","","","",1876.0,"",60.0
"","","","","","","","",62.0
"","French stage actress","","","","","","",57.0
"","","","","","","","",40.0
"","","","","","","","",60.0
"","","","","","","","",56.0
"","","","","","","","",38.0
"","","","","","","","",64.0
"","","","","","","","",69.0
"","","","France","","","","",65.0
"","","","","","","","",67.0
"","","","","","","","",66.0
"","","","","","","","",52.0
"","","","","",1885.0,"","",55.0
"","","","","","","","",29.0
"","","","","","","","",89.0
"","","","","","","","",83.0
"","","Male","","","","","",70.0
"","","","","","","","",63.0
"","","","","","","","",66.0
"","","","","","","","",80.0
"","","Male","","","","","",37.0
"","","","","","","","",78.0
"","","","","","","","",55.0
"","","","","","","","",71.0
"","","","","","","","",61.0
"","","","","","","","",62.0
"","","","","","","","",80.0
"","","","","","","","",68.0
"","","","","","","","",83.0
"","","","United Kingdom; United Kingdom of Great Britain and Ireland","","","","",84.0
"","","","","","","","",83.0
"","","","","","","","",83.0
"","","","","","","","",62.0
"","","","","","","","",51.0
"","","","","","","","",88.0
"","","","","","","","",92.0
"","","","","","","","",61.0
"","","","","","","","",76.0
"","","","","","","","",86.0
"Enrique Cadícamo","","","Argentina","","","","",99.0
"","","","","","","","",61.0
"","","","","","","","",61.0
"","","","","","","","",27.0
"","","","","","","","",54.0
"","","","","","","","",92.0
"","French writer and dramatist","","","","","","",81.0
"","Polish general","","","","","","",56.0
"","","","","","","","",70.0
"","","","","","","","",68.0
"","","","","",1941.0,"","",65.0
"","","","United Kingdom","","","","",53.0
"","","","","","","","",92.0
"","","","","","","","",68.0
"","","","","","","","",86.0
"","","","","","","","",59.0
"","","","","","","","",67.0
"","","","","","","","",84.0
"","","","","","","","",67.0
"","","","","","","","",86.0
"","","","","","","","",44.0
"","","","","","","","",73.0
"","","","","Artist","","","",49.0
"","","","","","","","",78.0
"","American actress","","United States of America","","","","",83.0
"","","","","","","","",75.0
"Oldřich Nejedlý","","","","","","","",81.0
"","","","","","","","",45.0
"","","","","",1100.0,"","",67.0
"","","","","","","","",45.0
"","","","","","","","",89.0
"","","","","","","","",95.0
"","","","","","","","",46.0
"","","","","",1899.0,"","",77.0
"","","","","","","","",40.0
"","Danish queen consort","Female","","","","","",52.0
"","","","","","","","",34.0
"","","","","","","","",67.0
"","","","Judah","","","","",73.0
"","","","","","","","",32.0
"","","Male","","","","","",79.0
"","","","","","","","",59.0
"","","","","Artist","",1809.0,"",84.0
"","","","","","","","",58.0
"","","","","","","","",59.0
"","","","","","","","",71.0
"","United States Army officer","","","","","","",91.0
"","","","","","","","",90.0
"","","","","","","","",63.0
"","","","","","","","",61.0
"","actress (1907-2004)","","","","","","",97.0
"","United States general (1754-1835)","","","","","","",81.0
"","","","","",1903.0,"","",69.0
"Florian Reichssiegel","","","","","","","",58.0
"","","","","","","","",69.0
"","","","","","","","",62.0
"","","","","","","","",67.0
"","","Male","","","","","",87.0
"","","","","Athlete","","","",77.0
"","","","","","","","",57.0
"","","","","","","","",63.0
"","","","","","","","",42.0
"","","","","",660.0,"","",74.0
"","","","","","","","",78.0
"","","","","","","","",90.0
"","","","","","","","",22.0
"","","","United States of America","","","","",61.0
"","","","","","","","",43.0
"José María Arguedas","","","","","","","",58.0
"Jean-Jacques Desandrouin","","","","","","","",79.0
"","","","","","","","",66.0
"","","","","","","","",75.0
"","","","","","","","",44.0
"","","","","","","","",14.0
"","","","","","","","",61.0
"","","","","","","","",69.0
"Arnold Cooke","","","","","","","",99.0
"","","","","","","","",69.0
"","","","","","",1558.0,"",25.0
"","French fashion designer","","","","","","",99.0
"Taizō Yokoyama","","","","","","","",90.0
"","","","","","",2008.0,"",84.0
"","","","","","","","",26.0
"","","","","Politician","","","",73.0
"","","","","","","","",70.0
"","","","","","","","",32.0
"","","","","","","","",33.0
"","","","","","","","",57.0
"","","","","","","","",84.0
"","","","United States of America","","","","",49.0
"","","","","","","","",80.0
"","","","","","","","",80.0
"","","","","","","","",67.0
"","","","","","","","",71.0
"","","","","","","","",32.0
"Steve Rubell","","","","","","","",46.0
"","","","","","","","",87.0
"","","","","","","","",53.0
"","","","","","",1931.0,"",12.0
"","","Female","","","","","",79.0
"","","","","","",1912.0,"",77.0
"","","","","","","","",50.0
"","","","","","","","",59.0
"","","","","","","","",46.0
"","","Female","United Kingdom","","","","",90.0
"","","Female","","Artist","","","",59.0
"","","","","","","","",86.0
"","","","","","","","",79.0
"","","","","Artist","","","",89.0
"","","","","","","","",85.0
"","","","","","","","",75.0
"","","","","","","","",75.0
"","","","","","","","",74.0
"Ivar Lo-Johansson","","","","","","","",89.0
"","","","","",1951.0,"","",54.0
"","","","","","","","",88.0
"","","","","","","","",82.0
"","Titanic crew member","","","","","","",84.0
"","","","","","","","",77.0
"","","","Germany","","","","",58.0
"","","","","","","","",84.0
"","","","","","","","",41.0
"","","","","","","","",39.0
"","","","","","","","",29.0
"","","","","","","","",86.0
"","","","","","","","",33.0
"","","","","","","","",49.0
"","","","","","","","",86.0
"","","","","Athlete","","","",68.0
"","","","","","","","",48.0
"","","","","","","","",45.0
"Ethel Thomson Larcombe","","","","","","","",86.0
"","","","","","",1661.0,"",56.0
"","","","","","","","",67.0
"","","Male","","","","","",35.0
"","","","","","","","",20.0
"","","","","","","","",80.0
"","","","","","","","",64.0
"","","","","","","","",82.0
"","","","United States of America","","","","",28.0
"","Lancashire-born educational psychologist and psychoanalyst","","","Psychologist; psychoanalyst","",1948.0,"",63.0
"","","","","","","","",70.0
"","","","","","","","",77.0
"","","","","","","","",94.0
"","","","","","","","",58.0
"","","","","","","","",85.0
"","","","","","","","",59.0
"","","","","","","","",53.0
"","","","South Korea","","","","",24.0
"","","","","","","","",96.0
"","","","","","",1856.0,"",87.0
"","","","","","","","",84.0
"","","","","","","","",26.0
"","","","","","","","",51.0
"","","","","","","","",71.0
"","","","","","","","",92.0
"","","","","","","","",63.0
"","","","","","","","",61.0
"","racing cyclist","","","","","","",28.0
"","","","","Artist","",2009.0,"",19.0
"","","","","","","","",51.0
"","","","","","","","",84.0
"","","","","","","","",72.0
"","","","","","","","",18.0
"","","","","","","","",78.0
"","American actress (1911-1995)","","","","","","",84.0
"","","","","","","","",78.0
"","","","","","","","",49.0
"","","","","","","","",45.0
"","actress (1896-1986)","","","","","","natural causes",90.0
"","","","","","","","",89.0
"","","","","","","","",61.0
"","","","","","","","",84.0
"","","","","","","","",87.0
"","","","","","","","",83.0
"","","","","","","","",77.0
"","","","","","","","",56.0
"","","","","","","","",82.0
"","","","","","","","",85.0
"","","Male","","","","","",73.0
"","","","","","",1121.0,"",51.0
"","","","","","",1919.0,"",79.0
"","","","","","","","",83.0
"","","","","","","","",62.0
"","","","","","","","",52.0
"","","","","",1939.0,"","",51.0
"","","","","","","","",37.0
"","","","","","","","",63.0
"","","","","","",1947.0,"",72.0
"","","","","","","","",23.0
"","","","","","","","",51.0
"","","","","","","","",89.0
"","","","","","","","",40.0
"","French writer","","","","","","",79.0
"Lily Kronberger","","Female","","Athlete",1890.0,"","",84.0
"","","","","","","","",37.0
"","","","","","","","",74.0
"","","","","Politician","","","",65.0
"","","","","","","","",71.0
"","","","","",1928.0,"","",52.0
"","","","","","","","",69.0
"Ida of Formbach-Ratelnberg","","","","","","","",41.0
"","","","","","",1994.0,"",35.0
"","English writer, broadcaster and astronomer","","","Artist","","","",89.0
"","","","","","","","",51.0
"","","","","","","","",27.0
"","","","France","","","","",83.0
"","","","","","","","",76.0
"","father of archaeology in Portugal, a Dominican friar","","","","","","",73.0
"","","","","",1926.0,"","",89.0
"","","","","","","","",69.0
"","","","","","","","",72.0
"","","","","","","","",63.0
"","","","","","","","",62.0
"","","Female","","","","","",49.0
"","","","","","","","",82.0
"","","","","","","","",71.0
"","","","","","","","",19.0
"","","","","","","","natural causes",77.0
"","","","","","","","",67.0
"","","","","","","","",57.0
"","","","","","","","",89.0
"","Lebanese saint","","","",1832.0,"","",82.0
"","","","","","","","",63.0
"","","","","","","","",35.0
"","","","","","","","",83.0
"","","","","","","","",78.0
"","","","","","","","",38.0
"","","Female","","","","","",82.0
"","","","","","","","",85.0
"","","","","","","","",83.0
"","","","United States of America","","","","",82.0
"","","","","",1927.0,"","",68.0
"Elizabeth Patterson Bonaparte","","","","","","","",94.0
"","","","","","","","",76.0
"","","Female","Spain","",1834.0,"","",71.0
"","","","","","",1970.0,"",78.0
"","","","","Aristocrat","","","",69.0
"","","","","","","","",37.0
"","","","","","","","",74.0
"","","Male","","","","","",76.0
"","","Female","","","","","",59.0
"","","","","","","","",92.0
"","","","","","","","",61.0
"","","","","","","","",80.0
"","","","","","","","",63.0
"","","","","","","","",83.0
"","","","Italy; Kingdom of Italy","","","","",96.0
"","","","","","","","",58.0
"","","","","","","","",67.0
"","","","","","","","",78.0
"","","","","","","","",55.0
"","","","","","","","",73.0
"","","Female","","","",1676.0,"",46.0
"","","","","","","","",48.0
"","","","","","","","",69.0
"","","","","","","","",75.0
"","","","","","",2009.0,"",76.0
"","","","","","","","",79.0
