"X_0","X_1","X_2","X_3","X_4","X_5","X_6","X_7","X_8","X_9","X_10","X_11","X_12","X_13","X_14","X_15","X_16","X_17","X_18","X_19","X_20","X_21","X_22","X_23","X_24","X_25","X_26","X_27","X_28","X_29","X_30","X_31","X_32","X_33","X_34","X_35","X_36","X_37","X_38","X_39","X_40","X_41","X_42","X_43","X_44","X_45","X_46","X_47","X_48","X_49","X_50","X_51","X_52","X_53","X_54","X_55","X_56","X_57","X_58","X_59","X_60","X_61","X_62","X_63","X_64","X_65","X_66","X_67","X_68","X_69","X_70","X_71","X_72","X_73","X_74","X_75","X_76","X_77","X_78","X_79","X_80","X_81","X_82","X_83","X_84","X_85","X_86","X_87","X_88","X_89","X_90","X_91","X_92","X_93","X_94","X_95","X_96","X_97","X_98","X_99","X_100","X_101","X_102","X_103","X_104","X_105","X_106","X_107","X_108","X_109","X_110","X_111","X_112","X_113","X_114","X_115","X_116","X_117","X_118","X_119","X_120","X_121","X_122","X_123","X_124","X_125","X_126","X_127","target"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.06,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7
"","","","","","","","","","",2.04,"","","","","","","","","","","","","","","","","",5.6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",38.88,"","","",-0.53,"","","","",-0.52,"","","","","","","",-0.98,"","","","","",-0.88,"","","","","","","",-0.3,"","","","","","","","","","","","","","",4.42,"","",11
"","","","","","","","","","","","","","","","","","",4.27,"","","","","","","","","","","","","","","","","","",-2.26,"","","","","","","","","","","","","","","","","","","","",4.97,"",0.17,4.12,"","","","","","","","","","","","","","","","","","","","","","","",-1.03,"","","","","","",5.75,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-14.27,"",0.81,"","","","","","","","",-0.93,"","","","","","","","","","","","","",4.84,"","","","","","","","","","","","","","","","","","","","","","","","","",4.52,"","","","","",-0.79,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4
-0.84,"","","","","","","","","","","",0.66,"",-0.03,"","","","","","","","","",-2.68,"","","",-5.39,"","","","","","","","","","","","","","","","","","",0.15,"","","","",6.1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3.59,"","","","","","","","",0.46,"",-8.08,"","","","","","","","","","","","","","","","","","","","","","","","",15
"","","","","","","","","","","","","","",0.06,"","","","","","","",-2.69,8.25,"","","","","","","","","","","","","","","","","",-0.22,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5.19,"","","","","","","","","",-6.5,"","","","","","","","","","","","","","","","",-0.23,"","","","",0.66,"","","","","","","","","","","","","","","","","","",14
"","","","","","","","","","",-0.95,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.32,"","","","","","","","","","","","","","","","","","","","","","","",-1.61,"","","","","","","","","","","","","","","","","","","","","","","","","","","",3.27,"","","","","","","","","","","","",-0.64,"","","","","","","","","",0.0,"",4
"",-2.5,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2.45,"","","","","","","","","","","","","","","","","","","","","","","",7.76,"","","","","","","","","","","","","","","","","","","",-3.12,"","","","","","","","","","",2.12,"","","","","","","","","","","","","","","","","","","","","",-0.63,"","",2.21,"","","","","","","","","","","","","","","","","","",10
"","","","","","","","","","","","","","","","","","","",-0.37,"","","","","","","","","","","",-0.43,"","","","","","",-0.38,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-2.8,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.44,"","","","","","","","","","","","","","","","",6
"","","","","","","","","","","","","","","","","","","","","","","",0.94,"","","","","","","",1.35,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-2.91,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.34,"","","","","","","","","","","","","","","","","","","","","","",5
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.5,"","","","","","","","","",-0.89,"","","","","","","","","","","","","","","","","",-2.19,"","","","","","","","","","","","","","","","","","","","","",0.6,"","","","","","","","","","","","","","","","","","","","","","","","","","",2.05,"","","","","","","","",-1.21,"",-0.84,"","","","","","","","","","","",2
"",1.86,"","","","","","","","","","","","","","","","","","","","",10.71,"","","","","","","","","","","","","","","","","",1.69,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8
"","","","","","","","","","","","","","","","",-0.95,"","","","","","","","","","",-1.14,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.27,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6
"",-4.96,"","","","","","","","","","","","","","","","","","",-0.27,"","","","","","","","","","","","",-2.97,"","","","","","","","",-0.05,"","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.04,"","",-0.82,"","","","","","","","","","","","","","",0.29,"","","","","","","","","","","",6.02,"","","","",1.02,"","","","","","","","","","","","","","","","","","","",0.28,"","",12
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.16,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.51,"","","","","","","","","","","","","","","","","","","","","","","","",-3.88,"","","","","","","","","","","","","","","",25.89,"","","","","","","","","","","","","",6.89,"","","","","","","","","","","","",0.36,"","","",1.03,"","","","","","","","","",15
"","","","","","","","","",-0.26,"","","","",1.02,"","","","","","","","","","","","","",-0.43,"","","",2.2,"","","","","",-1.84,"","","","","","","","","","","","","","","","","","",-0.2,"","","","","","","","","","","","","","","","","","","",-1.78,"","","","","","","","","","","","","","","","","","","","","","","","","","",-2.88,"",0.34,"","","","","","","","","","","","","","","","","","","","","",15
-1.52,"",-0.09,"","","","","","","","","","","","","","","","","","","","","","","","","","",-1.56,"","","","","","","","",1.42,"","","","","","","","","","","","","",4.33,"","",-4.13,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-4.45,"","","","","","","","",0.3,"","","","",-0.48,"","","","","","","","","",14
"","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.2,"","","","","","","","","","","","","","",0.18,"","","","","","","","","","","","","",8.43,"","","","","","","","","","","","","","","","","","",-0.95,"","","","","","","","","","","","","","",-0.83,"","","","","","","","","","","","","","","","","","","","","","","","","",1.71,"","",0.98,"","","","","","","","",7
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.08,"","","","","","","","","","","","","","","","","","","","","","","",-1.73,"","","","",-5.76,"","","","","","","",-4.31,"","","","","","","","","","","","","","","","","",0.41,"","","","",-0.38,"","","","","","","","","","","","","","","","","","","","","","","","","","",2.07,"","",5
"","","","","","","","","","","","","","","",-2.04,"","","","","","","","","","","","","","","","","","","",-0.24,"","",-0.4,"","","","","","","","","","","","","","","","","",-8.85,"","","",-0.42,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2.17,"","","","","",-0.43,"","","","",-11.07,"",-1.99,"","","","","","","","","",-0.91,"","","","","","","","","","",-7.71,"","","",7
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.98,"","","","","","","","","","",1.83,"","","","",5.41,"","","",-2.56,"","","","","","","","","","","","","","","","",-0.05,"","",12.64,"","","","","","","","","","","","","","",-0.91,"","","","","","",-4.48,"","","","","","","","","","","","","",-1.65,"","","","","","","",-0.99,"","","","",14
"","","","","","","","","","","","","","","","","","","","","","","","",3.19,"","",-2.27,"","","","","","","","","","","","","","","","","","",-0.25,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.85,"","","","","","","",5.67,"","","","","","","",7
"","",0.04,"","","","","","","","","",-1.68,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.58,"",-1.26,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.36,"","","","","",-1.1,"","","","","","","","","","","","","","","",-6.3,"","","","","","",0.45,"","","","","","","","",5
"","","","","","","","","","","",11.22,"","","","","","","","",0.24,"",2.37,"",1.45,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.05,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-4.5,"","","","","","","","","","","","","","","",1.94,"","",4
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.6,"","","","","","","","","","","","","","",-4.72,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",15
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3.43,"","","","",1.38,"","",0.28,"","","","","","","","","","","","","","","",-6.64,"","","","","","","","","","",-0.18,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5.9,"",5.13,"","","","",1.48,"","","","","","","","","","","","","","","","","","","",1
"","","","","","","","","","","",-0.03,"","","","","","","",1.99,-1.14,"","","","","","","","",-0.44,"","","","","","","","","","","","","","","","","","","",7.19,"","","","","","","","","","","","","","","","","","","",3.61,"","","",-4.3,"","","","","","",-4.3,"","","","","","","","","",0.31,"",5.94,"","","","","","","","","","","","","",-0.31,"","","","","","","","","","","","",0.29,"","","","","","","","",14
"","","","","","","","","","","","","","","","","","",7.87,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.7,"","","","","","","","","","","","",-1.71,-5.72,"","","","","",-7.66,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4.59,"","","","","","","","","","","","","","","",5.0,"","","","","",-0.06,"",14
"","","","","","",2.61,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.05,"","",0.61,"","","","","","","","","","",3.41,"","","","","","","","","","","","","","","","","","","","","","","","",-2.66,0.77,"","","","","","","","","","",-3.75,"","","",0.76,"","","","","","","","","",0.72,"","","","","","","","","","","","","","","","","","","","","",10
"","","",1.48,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-8.05,"","","","",-6.05,-0.63,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",9
"","","","","","","","","","","","","","","","",1.43,-0.48,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.12,"","","","","","","","","","","","","",-0.45,"","",0.3,"","","","","","","","","","","","","","","","",-0.06,"","","","","","","","","","","",-1.77,"","","","","","","","","","","","","","","","","",7.18,"","","","","","","","","","","","","","","",13
"","","","","","","","","","","","","","","","","","","","","","","","","","",2.29,-1.53,"","","","","","","","","","","","","","","","","","","","","","",-0.31,"","","","","","","","","","","","",2.66,1.6,"","","","","","","","","","","","","","","","","","","","","","","","",-0.55,"","","","","","","","","","","","","","","","","",-0.46,"","","","","","","","","","","","","","","","",-0.4,"","","",10
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.56,"","","","","","","","","",-1.99,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.05,"","","","","","","","","","","","",0.49,-1.02,"","","","","",-0.4,"","","","","","","","",8
"",6.37,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.34,"",-23.24,"","","","","","","","","","","","","","","","","",-0.67,"","","","","","","","","","","","","","","","","","","","","",-0.04,1
"","","","","","","","","","","",3.83,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.92,"","","",1.25,"","","","","","","","","","","","","","","","","","","",-3.26,"","","","","","",4.62,"",-4.44,"","","","","","","","","","","","","","",-0.13,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",12
"","","","","","","","","","","","","","","","",-0.09,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.61,"",3.55,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4.8,"","","","","","","","","",0.01,"","","","","","","","","",-4.55,"","","","","","","","","","","","",10
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-2.08,"","","","",-0.56,"","","","","","","","","","","","","","","",-1.25,"","","","","","","","","","","","","","","","","","","",1.77,"","","","","","","",2.64,"","",-2.51,"","","","","","","","","","","","","",2.25,"","","","","","","","","","","","","","","","","","","",1
"","","","","","","","","","","","","","","","","","","","","","",5.96,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.11,"","","","","","","","",1.04,"","","","","","","",0.78,"","","","","","","","","","","","","","","","","","","","","","","","","","","",0.24,"","","","","","","","","","",14
"","","","","","","","","","","","","","","","","","",-7.59,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.13,"","","","",-5.98,"","","",5.12,"","","","","","","","","","","","","","","","","","","",6
"","","","","",0.49,"",-0.91,"","","","","","","","","","","",-6.09,"","","","","","","","","","","","","","","","","","","","","","","","","","",1.03,"","","","","","",-4.72,"","","","","","","","","","",0.08,"","","",0.61,"","","","","","","","","","","","","","",-0.53,"","",1.78,"","","","","","","","","","","","",-0.55,"","",1.92,"","","","","","","","","","","","","","",-0.61,"","","","","","","","","","",12
"","","",0.02,"","","","","","","","","","","","","","","","","","",-1.0,"","","","","","","","","","","","","","","","",-1.64,"","","","","","","","","","","","","","","","","","","","","",-11.76,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.45,"","","",7.49,"","","","","","","","","","","","","","","","","","","",-1.5,"","","",14
"","","","","","","",-9.77,"","","",-18.15,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-3.01,-2.67,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.75,"","","","","","","","","","","","","",0
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6.24,"","","","","","",-3.32,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.9,"","","","","","","","","","","","","","","","","","","","","","","","","","",12
"",4.36,"","","","",-3.65,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5.91,"","","","","","","","",-1.11,"","","","",6.23,"","","","","","","","","","","","","","","","",3.57,"","",-0.38,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6.46,"","",6
0.6,"","","","","","","","","","","","",1.23,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2.19,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",17.61,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-2.89,"","",5
"","","","","","","","","","","","","","","","","","","","","","","","","","","",0.2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3
"","","","","","","","","","","","","","","","","","","",-3.65,"","","","","","",-4.56,"","","","","","",-6.44,-2.01,"","","",-0.11,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.66,"","","","","","","","","","","","","","",0.37,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.67,"","","","","","","",-0.76,"","","","","","","","","","","","","","","","",-0.04,"","","","","","","","","","","","","","","","","","","","","",13
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",11.37,"","","","","","","",2.34,"","","","","","","","","","","","","","",0.2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",11
"","","","","","","","","","",6.48,"","","","","","","","","","","","",6.98,"","",-1.13,1.0,"","","","","","","","","","","","","","","","","","","","","",4.35,"","",-4.46,"","","","","","","","","","","","","","","","","",0.27,"","","","","","","","","","","","","","","","","","","","","","","","","",-1.2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",15
"",2.69,"","",7.37,"","","","","","","","",-0.98,"","","","",-1.42,"","","","","","","","","","",0.16,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.72,"",-3.53,0.58,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",11
"",-4.8,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.2,"","","","","","","","",0.85,"","","","","","","","","","","","",-0.45,"","","","","","","","","","","","","","","","","","",-0.95,"","","","","","","",6.98,"","","","","","",-1.66,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-6.5,"","",5
"","","","","","","","",-1.18,"","","","","","","","","","","","","","","","","","","","",0.07,"","","","","","","","","","","","","","","","","","","","","","","",1.69,"","","","","","","","","","","","",-2.82,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.16,"","",0.04,"","","","","","","","","","","","","","","","","","","",-2.83,-0.16,"",14
"","","","","","",5.24,"","","","",1.93,"","","","","","","","","","","","","","","","","","","",-1.14,"","","","","","","","","","","","","","",-0.45,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5
"","","",2.45,"","","","","","","","",-0.71,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.23,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",12.11,"","","","","","","","","","",-1.1,"","","","","","","","","","","","","","","","","","","",-0.61,"","","","","","","","","","","","","","","","","","","","","","","","","",3.58,"","","","","","","","","","","","","","","","","","","","","","","","","",-0.54,"","","","","","","","","","",0
"","","","","","","","","","","","","","","","","","","",-6.77,"","","","","","","","",-3.37,0.41,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.51,"","","","","","","","","",0.34,"","","",-3.03,"","","","","","",0.58,"","","","","","","","","","","","","","","","","",2.64,"","","","","","","","","","","","","","","","","","","","","","","","","","",6
-0.91,"","","","","","","","",-3.92,"","","","","","","","","","","","","","","","","","","","",-0.28,"","","",0.93,"","","","","","","","",2.63,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.6,"","","","","","","","","","","","","","","","","","",-5.39,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.38,"","","",10
"","","","","","","","","","","","","","",1.51,"","","","","","","","","","","","","","","","",0.91,"","","","","","","",-0.34,"","","","","","","","","","","","","","","","","","","","",0.91,"","","","","","","","","","","","","","","","","","","",0.24,"","","",-1.21,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.69,"",-1.48,"","","","","","","","","","","",5
"","","","","","","","","","","","","","","","","","","","","","","",1.07,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-2.3,"","","","","","",0.77,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10
"","","","","","","","","","","","","","","","","","","","","","","","","","",-4.0,"","","","","","","","","","",0.32,"","","","","","","","",1.34,"","","","","","",16.43,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.35,"","","","","","","","","","","","","","","","","","",0.41,"","","","","","","","",6
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.16,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-3.29,"","","","","","","","","","","","","",0.06,"","","",4.89,"","","","","","",1
"","","","","","","","","","","","","","","","",-0.39,"","","","","","","","","","","","","","","","","","","","",-1.14,"","","","","","","","","","","","","","","","","","",-4.01,"","","","","","",-0.77,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.2,"","","","","","","","","","","","","","","","","","","","","","",7
1.74,"",2.01,"","","","","","","","","","","","","","","","","","","","",-4.22,"","",6.53,"","","","","","","","","",-0.17,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4.73,"","",3.1,"","","","","",4.34,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5
"","","","","","","","","","","","","","","",0.47,"","","","","","","","","","",-2.06,"","","","","","","","","","","","","","","","",-0.83,"","","","","","","","","",1.98,"","","","","","","","","","","","","","","","","","","","","",2.39,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.87,"","","","","","","","","","","","","","",8
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.97,"","","","","","","",-0.42,"","","","","","","","",1.38,"","","","","","","",0.57,"","","","","","","","",3.66,"","","","","","","","","","","","","","","","","","",-0.04,"","","","","","","","","","","","","","","","","",5
"","","","","","","",-0.8,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.79,"","","","","","","","",0.55,"","","","","","","","","","","","","","","","","",-0.67,"","","","","","","","","","",0.13,"","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.3,"","","","","","","","","","","","","","","","",0
"","","","","","","","","","","","","","","","","","",-3.88,"","","","","","","","","","","","","","","","","",-1.18,0.57,"","","","","","","","","","","","","","","","","",2.87,"","","","","","","","","","","","","","",1.25,"","","","","",-0.64,"","","","","","","","","",2.15,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.27,"","","","","","","","","",5
"","","","","","","","","","","","",-0.67,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.22,"",-1.11,"","","","","","","","","","","",-0.95,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14.59,"","","","","","","","","","",-1.23,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10
"","","","","","","","","","","","","","","","","","","","","",7.65,"","","","","","",4.22,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10.53,"","","","","","","","","","","","","","","","","","","","","","","","",2.23,"","","","","","","","",0.8,"","","","","","","","","","","","","","","","","","","","","","","","","",4
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-3.52,"","","","","","","","","","","","","","","","","","","","","","","","","",3.69,"","","","","","","","","","","","","","","","",-4.19,"","","","","","","","","","","","","",2.86,"","","","","","","","","","","","",0.46,"","","","","",9
"","","","","",-2.54,"","","","","","","",-0.69,"","","","","","","","","",-8.66,"","","","","","","","","","",0.46,"","","","","","","","","","","","","","","","","","","",0.34,"","","","","","","","","","","","","","","",0.26,"","","","","","","","",-8.76,"","","","","","","","","","","","","",1.58,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5
"","","","","","","","","","","","","","","","","","","","","","",-3.97,15.24,"","","","","","","","","","","","","","","","","","","",0.87,"","","","","","","",0.46,"","","","","","","","","",1.56,"","","","","","","","",2.23,"",-1.59,"","","","","",-5.45,"","","","","","","","","","","","","","","","","","","","","","","","","",-5.49,"","","","","","","","","","","","","",-0.55,"","","","","","","","","",11
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.23,"","","","","","","","","","","","","","",2.48,"","","","","","","","","","","","","","","","","","","","","",0.81,"","","","","",3
"","","","","",-3.5,"","","","","",1.17,"","","","","",0.66,"","","","","",4.27,"","","","","","","","","","","",0.53,"","","",2.51,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",49.99,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.52,"","","","","","","","","","","","","","",0
2.08,"","","","","","",2.2,"","","","","","","","","",1.49,0.73,"","","","","","","","","","","","","","","","","","","","","","","","",-4.15,"",-0.66,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.81,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0,"",1.15,"","","","","","",2
"","","","","","","","","","","","","","","","","","","",-7.5,"","","","","","","","",3.85,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3.37,"","","","",2.75,"","","","","","","","","","","","","","","","",0.92,"","",-0.36,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5
"","","","","","","","","","","","","","","",0.74,"","",-2.14,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.38,"",-1.11,"","","","","","","","","","","","","","","","","","",-3.15,"","","","","","","","","","","","","","","","","",0.34,"","","","","","","","","","","","","","","","","","","","",-0.34,1.17,11.0,"","","","","","","","","","","","","","","",0
"",3.8,"","","","","","",6.87,"","","","",-0.97,"","","","","","","",-0.3,3.48,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.73,"","","","","","","","","","","","","","","","",0.18,"","","","","","","","",0.55,"","",-0.58,"","","","","",8
"","","","","","","","","","",-3.23,"","","","",0.04,"","","","","","","","",8.37,"","","","","","","","","","","","","","","","","","","","","","","",0.73,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.92,"","","","","",7
"","","","","","","","","","","","","","","","","","",-5.36,3.97,"",-4.61,"","","","","","","","","","","","","",-2.51,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.56,"","","","","","","","","","","","","","","","",2.26,"","","","","","",0.96,"","","","","","",3.43,0.14,"",0.18,"","","","","","",0.07,"","",0.19,"","","","","","","","","","",-1.11,"","","","",0.69,"","","",6
"","","","","","","","","","",-6.91,"","","","","",-0.4,"","","",-0.61,"","","","","",7.67,"","","","","","",-9.12,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-37.36,"","","","",2.1,"","","","","","","","","","","","","","","","","","","","","","",-0.97,"","","","","","","","","","","","","","","","","","","","",11
"","","","","","","",-3.01,"","","","",-1.48,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2.08,"","","","","","","","","","","","","","","","","","","","","","",-0.76,"","","","",-0.19,"","","",6.29,"","","","","","","","","","","","","","","","","","","","","","","","",6
