"X_0","X_1","X_2","X_3","X_4","X_5","X_6","X_7","X_8","X_9","X_10","X_11","X_12","X_13","X_14","X_15","X_16","X_17","X_18","X_19","X_20","X_21","X_22","X_23","X_24","X_25","X_26","X_27","X_28","X_29","X_30","X_31","X_32","X_33","X_34","X_35","X_36","X_37","X_38","X_39","X_40","X_41","X_42","X_43","X_44","X_45","X_46","X_47","X_48","X_49","X_50","X_51","X_52","X_53","X_54","X_55","X_56","X_57","X_58","X_59","X_60","X_61","X_62","X_63","target"
"","","","",-0.08,0.48,"","",-1.07,"","","","","","","","","","","","","","","","","","","","","","","","","","",-0.52,"","","","","",-1.7,"","","","","","","","","","","","","","","","","","","","","","",-132.62
"","","","",-0.28,"","","","",1.28,"","",1.21,"","","","","","","","",0.98,"","","","","","","","",0.18,"","","","","","","","","","",-0.36,-1.14,"","","",0.84,"","","","","","","","","","","","","","","","","",62.35
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.19,"","","","","","","","",-0.22,0.91,"","","","","","",-0.29
"","","","","","","","","","","",0.25,"","","","","",-0.3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.81,"","","",-0.48,"","","","","","","","","","","","",162.02
"","",-0.86,"","","","",-1.98,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.87,"","","","","","","","",-0.35,"","","","","","","",383.66
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.06,47.93
"","","","","","",-0.27,"","","","","","","","",2.21,"","","","","","","","","","","","","","","",-0.18,"","","","","","","","","","","","","","","","","","",-1.23,"","","","","","","","","","","",0.3,"",-260.45
"","","","","","","","",1.23,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",171.2
"","","","","","","","","","","","","","","",-0.05,"","","","",-1.25,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.27,"","","","","","","","","","",490.95
"","","","","","","","",1.32,"","","","","","","","","","","","","","","","","","","","","",-1.31,"","","","","","","","","","",-0.55,"","","","","","","","","","",1.88,0.59,"","","","","","","","","","",163.12
-0.53,1.8,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.77,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-132.93
"","",0.37,"","","","","","","","","","","","",-0.29,"","","","","","","","","","","","","","","","","","","","","","","",-0.69,"","","","","","","","",0.53,"","","","","","","",-1.93,"","","","","","","",-148.73
0.01,"","","","","","","","","","","","",-0.21,"","","","","",1.61,"",1.45,"",1.83,"","","","","","","","","","","","","",-0.93,"","","","",-0.02,"","","","","","","","","","","","","","","","","","","","","",364.95
"","","","","","",-0.24,0.26,"","","","","","",-0.47,"","","","","","","","","","","","","","","","","","","","","","","","","",-0.76,"","","","","","","","","","","","","","","","","","","","","","","",-123.67
"","","","","","","","","","",1.18,"","","","","","",-0.34,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",69.17
"","","","","","","","","","","","","","","","","","","","","","","","","","",2.22,"","","","",-0.36,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-62.11
"","","","",0.39,"","","","","","","","","","","","","","","","","","",-1.36,"","",0.61,0.63,"","","","","","","","","","","","","","","","","","","","",-0.63,"","","","","","","","","","","","","","","",559.19
"","","","","","","",1.08,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.1,"","","","","","","","","","","","","","",315.93
"","","","","",-0.62,"","","","","","","","","","","","","","","","",-0.21,"","","","","","","","","",-0.52,"","","","","","","","","","","","","","","","","","","","","","","","","",1.2,"","","","","",164.08
"","","","","","","","","","","","","","",1.25,"","","","","","","","","","","","",-1.88,"","","","","","","","","","","","","","","","","","","",0.82,"","","","","","",0.32,"","","","","","","","","",307.87
"","","","","","","","","","","","","",-0.83,"","","","","",-0.77,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.22,"","","","","","",1.62,"","","","","","","","",204.58
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.36,-1.32,"","","","","","","","","",-0.28,"","","","","","","","","","","","","","","",0.24,"","","","","","","",474.49
"","","","","","","","","","","","","","","","","","","","","","",-0.07,"","","","","","","","","","","","","","","","","","","","","","","","",-0.02,"","","","","","","","","","","","","","","","",-19.41
"","","","","",-1.33,"","","","","","","","","","","","","","","","","","","","",-0.07,"","","",0.14,"","","","","","",0.18,"","","","","","","","","","","","","","","","","","","","","","",0.18,"","","",-101.29
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.49,"","","","","","","",0.35,"","","","","","","","","","","",20.35
"","","","","",0.77,"","","",0.21,"","","","","","","","","","","","","","","","","","","","",-0.6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.6,"",147.0
"","","","","","","","",-0.32,"","","","","","","","","","","","","","",1.11,"","","","","","","","","","","","","","","",0.97,"","","","","","","","","","","","","","","","","","","","","","","","",161.59
"","","","","","","",-0.14,"","","","",0.53,"","","","","","","","","","",-1.47,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-314.4
-1.07,"","","","","","","","",-0.36,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-385.8
"","","",-0.16,"","","",0.97,"","","","","","",1.79,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.81,"","","","","","","","","","","",126.54
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.97,"","","","","","","","","","","","","","","","","","",72.97
"","","","","","","","","","","","","","","",-2.05,"","","","","","","","","","","","","","","","","","","","","","",1.45,"","","","","","","","","","","","","","","","","","","","","","","","","",-320.51
"","","",0.4,"","","","","","","","","","","","","","","","",0.5,"",-0.77,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.11,"","","",-0.15,"","","","",0.61,"","","",-92.31
"","","",-0.26,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",73.86
"","","","","","","","",1.49,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.3,"","","","","","","","","","","","","","",-453.38
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.03,"","","","",-0.71,"",-1.96,"","","","","","","","","","","","","","","","","","","","","","",-0.13,-158.54
"","","","","","",-1.76,"","","","","",-0.72,"",0.92,"","","","","","","","","","","",0.32,"","","","","","","","","","","","",0.09,"","","","","",0.93,"","","","","","","","","","","","","","","","","","",-238.67
"","","","","","","",1.74,"","","","","",0.28,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",67.66
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.69,"","","","","","","","","","","",0.86,"","","","","","","","","","",0.68,419.58
"","","",-0.3,"","","","",1.66,"","","","","","","","",0.78,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.76,"","",1.07,"","","","","","","","","","","","","","",341.83
"","",1.42,"","","",-1.09,"","","","","","","","","","","","","","","","","","",-1.16,"","","","","","","","","","","","","","","","","","","","","","","",-0.57,"","","","","","","","","","","","","","",-381.45
"",0.69,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",55.05
"","","","","","","","","","","","","","","","","","","","","","","","","","","",0.44,"","","","","","","","","","","","",1.21,"","","","","","","","","","","","","","","","",0.99,"","","","","","",-338.05
"","","","","","","","","","","","","","","","","",-0.76,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.21,"","","","","","","","",-0.61,"","","","","","",386.96
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.75,"","","","","","","","","","","","","","","","","","","","","","","",-116.44
"","","","",0.04,"","","","","","","","","","","","","","","","",0.35,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.55,"","","","","","","","","","",-47.01
"","","","","","","","","","","","","","","","","",-0.09,"","","","","","","","",-0.99,"","","","","","","","",0.8,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",112.5
"","","","","","","","","","","","","","","","","","","",-1.41,"","","","","","","","","","","","","","","","","","",0.68,"","","","","","","","","",-2.33,"","","","","","","","","","","","","","","",-288.81
"","","","","","","","","","","","",-0.7,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.27,"","","",-0.53,"","","","",0.05,"",-0.03,"","","","","",-1054.56
"","",0.64,"","","","","","","",-1.07,"","","","","","",-0.56,"","","","","","",-0.82,"","","","","","","","","","",0.5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",-96.48
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.31,"","","","","","","","","","","","",-193.87
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",127.79
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.35,"","","","","","","","","","","","","","",-166.71
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.87,"","","","","","","","","","","",-0.29,"","","","","","","","","","","","",-2.44,"",0.13,-767.39
"",0.21,"","","","","","","","","","",-1.54,1.35,"","","","","","",0.17,"","","","","","","","","","","","","",-0.08,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",458.09
"","","","","","","",-2.55,"","","",-0.06,"","","","","","","","","","",0.25,"","","","","","","","","","","","","","","",0.03,"","","","","","","","","","","","","","","","","","","","","","","","","",-210.8
"","","","","","","","","","","","","","","","","","","","","",1.6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",207.41
"","","","","","","","","","",0.13,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.19,"","","","","","","","","",0.99,1.08,"","","","","","","","","","","","",-11.13
0.18,"","","","","","",-0.6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.57,"","","","","","","","","","","","","","","","","","","",528.52
"","","",0.95,"","","","","","","","","","","","","","","","","","",-0.72,"","","","","","","","","","","","","","","","","","","","","","","","","","","",0.66,"","","","","","","","","","","","","",94.41
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.31,"","","","",0.31,"","","","","","","","","","","","",-1.5,"",0.81,"","","","","",-71.5
"",-0.41,"","","","","","","","","","","","","","","","","","","","","",-0.03,1.66,"","","","","","",0.54,"",1.33,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-84.96
"","","","","","","","","","","","","","","","","","","","","","",-0.0,"","","","","","","",1.01,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-877.41
"","","",1.27,"",-0.32,"","",-1.69,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.44,"","","","","","","",130.69
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.23,"","","","","","","","","",2.2,"","","","","","","","","","","","","","","","","","","","","","","",403.44
"","","","","","","","","","","","","","","","","","","","","","","","","","",-0.97,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",142.7
"","","","","","",-0.48,"","","","","","","","","",0.71,"","","","","","","","","","","","","","","","","","","","","","",-0.54,"","","","","","","","","","","","","","","","","","","","","","","","",100.41
"","","","","","","","","","",0.54,"","","","","","","","","","",-0.41,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-180.77
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.11,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",476.61
"","","","","","","","","","","","","","",0.57,"","","","","","","","","","","","","","","",-0.24,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",296.54
0.4,-1.9,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.35,"","","","","","","","","","","","","","","","","",-292.32
"","","","","","","","","","","","",-1.41,"","","",-0.31,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.06,-2.69,"","","","","","","","","","","","","","","","","",-230.18
"","","","","","","","","","","","","","","","","","","",0.74,"","","","","","","","","","","","","","","",-1.37,"","",0.59,"","","","","","","","","","","","","","","","","","","","","","","","","",410.66
"","","","","","","","","","","","","","","","","","","","","","","","","","",-0.09,"","","","","","","","","",-0.99,"","","","","","","","","","","","","","","","","","","","","","","","","","","",-93.07
"","","","","","","","","","","","","","","","","",0.97,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.49,"","","","","","","","","","","","","","","","",698.87
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.67,"","","",-728.15
"","","","","","","","","","",0.16,"","","","","","","","","","","","","","","","",0.67,"","","",0.04,"","",-0.79,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",347.04
"","","","",-0.15,0.7,"",0.13,"","","","","","","","","","","","","","",0.21,"",-0.09,0.7,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",461.9
"","","","","","","","","","","","","","","","","","","","","","","","","","",2.2,"","","","","","","","","","","","","","","","","","","","","","",-1.48,-0.55,"","","","","","","","","","","","",0.13,79.65
"","","","","","","","","",-0.02,-3.44,0.31,-0.28,"","","","","","","","","","","","","","","","","","","","","",0.12,"","","","","","","","","",-2.25,"","","",1.79,"","","","","","","","","","","","","","","",-184.15
"","","","","","","","","","","","","","","","","","","","","","","","","",-0.95,"",2.04,"","","","","","","","","","","","","","","","","","","","","","",0.16,"","","","","","",-0.26,-0.24,"","","","","",-230.28
"","","","","","","","","","","","","","","","",-0.31,"","","","","","","","","","","","","","","","","","","","","",-0.07,"","","","","","","","","","","","","","","","","","","","","","","","","",-104.63
"","","","","","","","","","","","","",-1.66,"","","",-0.91,"","","","","","","","","","","","","","","","","",-0.93,"","","","","","","","","","","",-0.25,"","","","","","","","","","","","","","","","",-743.5
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",154.76
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",230.49
"","","","","","","",1.3,"","","","",-0.22,"","",-0.31,"","","","","","","","","","","","",-0.72,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",491.38
"","","","","","","","","","","","","","","","","","","","","","","","","","",-0.08,"","","","","","","","","","","","","","",1.44,"",-0.16,"","","","","","","","","","","","","","","","","","","","",127.34
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.67,"",0.64,"","","",0.76,-1.9,"","","","","","","","","","","","","","",-564.13
"","",1.38,"","","","","","","","","","","","","","","",1.63,"","","","","","","","","","",0.14,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",536.89
-0.53,"","","","","","","","","","","","",-0.24,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",24.7
"","","","","","",0.26,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-300.1
"","","","","","","","","","","","","",1.45,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.66,"","","","",71.22
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.49,"","","","","","","","","",-1.56,"","","",-210.02
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.19,"","","","","","","","","","","","","",0.23,"","",0.79,"","","","","","","","","","","","","","",215.89
"","","","","","","","",-0.48,"",-0.81,"","","","","","","","","","","","",0.67,"","","","","","",-0.85,0.62,"","","","","","","","","","","","","","",-0.91,"","","","",1.55,"","","","","","","",0.91,"","","","",-134.37
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.76,"","","","","","","","","","","","","","","","","","","","",-0.17,"","","","",397.86
"","","","","","","","","","","","","","","",0.64,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.57,-0.49,"","","","","","","","","","","","",-387.43
"","","","","","","","",-1.05,"","","","","","","","","","","","","",-0.55,"","","","",-0.99,"","","","","","","","","","",-0.87,"","","","","","","","","","","","","","","","","","","",-0.44,"","","","","",357.26
"",0.55,"","","",-0.12,"","","","","","","","","","","","","","","","","","","","","",1.79,"","","","","","","","","","",1.12,"","",0.81,"","","","","","","","","","","","","","","","","","",-0.82,"",-0.79,"",57.79
"","","","","","","","","","","","","","","","","","","","","","","","",-0.16,"","","","","","","","","","","","","","","","","","",0.89,"","","","",-0.19,"","","","","","","","","","","","","","","",821.36
"","","",0.03,"","",-0.18,"","","","","","","","",0.78,"","","","","","",0.59,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.77,"","","","","","","",80.17
"","","","","","","","","","","","","","","","","","","","",0.72,"","","","","","","","","",0.48,"","","","","","","",-0.88,"","","","","","","","","","","","","","","","","","","","","","","",2.18,"",-481.63
"","","","","","","","","","","","","",-0.37,"","","","","","","","","","","","","","","","","","","","","","","",0.53,"","",0.91,"","","","","","","","","","",-1.3,"","","","","",1.79,"","","","","","",-422.07
"","","","","","","","","","","",-1.06,"","","",0.73,0.72,1.3,"","","","","","","","","","",-0.1,"","","","","","","","","","","","","","","","","","","","","","",0.14,"","","","","","","","","","","",0.65,57.22
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-428.38
"","","",-0.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.39,"","","","","","","","","","","","","","","","","","","","","","","","","","","",0.23,"","","",-53.95
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-2.58,"","","","","","","","","","","","","","","","",-331.24
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-351.14
"",2.85,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.14,"","","","",0.65,"","","","","","","","","","","","","",82.84
"","","","",-0.33,"","","","","","","","","","","","",-0.71,"","","","","","","","","","",-0.53,"","","","","","","","","","","","",0.14,"","","","","","","","","","","","","","","",-0.42,"","","","","","",-464.55
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.84,"","",100.94
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.04,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-2.52
"","","","","","","","",0.46,"","","","","","","","","","","","","","","","","",1.39,"","","","","","","","","","","","","",-1.21,"","","","","","","","","","","","","","","","","","","","","","","",507.46
"","","","","","","","","","","","","","","","","","","","","","","",0.05,"","","","","","","","","",-1.42,"","","","","","","","","","","","","",0.23,"","","","",-0.29,"","","","","","","","","","","",-122.18
"","","",0.5,"","","","","","","","","","","",-0.02,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-132.84
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.41,"","",-0.39,"","","","","","","","","","","","","","","","","","","","","","","","","",-0.47,"","","","","",-231.82
"","","","","","","","","","","","",0.67,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.35,"","","","","","","","","","","",0.42,"",0.17,-284.56
"","","","","","",-0.8,"","","","","","","","","","","","","","","","","","","","","","","","","",0.94,"","","","","","",0.06,"","","","","","","",-0.46,"","","",-0.45,"","","","","","","","",0.19,"","","",443.32
"","","","","","",0.68,"","","","",0.47,"","","","","",0.12,"","","","","","","","","","","","","","","","","","",0.52,"","","","",-0.04,"","","","","","","","","","","","","","","","",-0.09,"","","","",-1.06,-191.97
0.78,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.3,"","","","",-1.78,"","","","","","","","","","","","","","","","","","",-15.78
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.08,"","","","","","","","","","","","",0.17,"",-0.7,"","","","","",0.34,"","","",-0.27,"","","","","","",606.5
-0.08,"","","","","","","","","",-1.28,-0.15,"","","","","","",0.04,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-15.14
"","","","","",0.32,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.76,"","","","","","","","",166.54
"","","","","","","","","","","","","","","",0.73,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.99,"","","","","","","","","","","","",-9.48
"","","",-0.25,"","","","","","","",-0.92,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.39,"","","","","","","","","","","",316.4
"","","","","","",0.19,"","","","","","","","","","","",-0.57,"","","","",0.51,"","","","","","","","","","","","","","","","","","","","","","",1.61,"","","",1.04,"","","","","","","","","","","","","",-344.49
"","","","","","","","","","","","","","","","","","","","","",-0.19,"","","","","","","",-0.96,"","","","","","","","",-0.9,"","","","","","","","","","","","","","",-0.5,"","","","","","","","","","",-507.52
"","","","","","",-1.98,"","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.11,"","","","","","","","","","",-0.5,"","","","","","","",-1.92,"","","",-0.44,1.86,"","","","","",-545.85
"","","","","","",-1.47,"","","",-3.31,"","","","","","","","",0.37,"","","","","","","","","","","","","","","","","","","","","",-1.49,0.87,"","","","","","","","","","","","","","","","","","","","","",-141.75
"","","","","","","","","","","","",0.11,-0.05,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-38.49
2.03,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.36,"","","","","","","","","","","","","","","","","","","","",-149.1
"","","","","","","","","","","","","","","","","","","","",0.48,"","","","","","","","","","","","","","","","","",0.1,"",-0.6,"","","","","","","","","","","","","","","","","","",0.24,"","","","",79.67
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.84,"","","","","","","","","","","","","","","","","","","","","","","","","",356.32
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.78,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",407.25
"","","","","","","","","","","","","","","","","","","","","","","","","","",3.02,"","","","","","","","","","","","","","","","","","","","","","","","","","",0.86,"","","","","","",-0.87,"","","",-172.45
"","","",0.46,"","","",-0.37,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.88,"","","","","","","","","","","","","","","","","",-1.54,"","","",-1.39,"","","","","",-297.42
"","","","","","","","","","","",-0.78,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.61,"","","","","","","","","","","",124.2
"","",2.0,"","","","",-0.61,"","","",-0.76,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-122.14
"","","",-1.64,"","","","","","","",1.18,"","","","",0.32,"","","","","","",-0.03,"","","","","","","","","","","","","","","","",-0.44,"","","","","","","","","","","","","","","","","","","","","","","",244.49
"","","","","","","","","","","","","","","",0.24,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.02,"","","",-311.45
"","","","","",-0.28,"","","","","","","","","","","","",0.09,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.38,-38.17
"","","","","","","","","","","","","","",-1.61,"","","","",0.81,"","","","",-0.62,"","","","","","","","","","","","","","",-0.84,"","","","","","","","","","","","","",-0.76,"","","","","","","","","","",1020.77
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-215.93
"","","","","","","","",-1.19,"","","",0.97,"","","","","","","","","","","","","","","","","","","","","",1.39,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-260.92
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",486.14
"","","","","","","","","","","","","","","","","","","","","","",1.91,-1.9,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",185.9
"","","","","","","",-0.74,"","",0.58,"","","","","","","","","","","","","","","","",-1.54,"","","","","","","","","","","",-0.93,"",-0.89,"","","","","","","","","","","","","","","","","","","","","","",416.21
"","",-0.02,"","","","","","","","","","","","","",-1.14,-0.37,"","","","","","","",0.13,"",-0.84,"","","","","","","","","","","",0.34,"","","","","","","","","","","","","","","","","","","","",0.7,"","","",57.72
-0.53,"","","","","","","","","","","","","","","","","","",-0.18,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.75,"",93.31
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.57,"","","","","","","","","","","","","","","","","","","","","","","","","","",0.63,"","","","","",0.97,-242.05
-0.82,"","","","","","","","","","","","","",-0.58,"","","","","","","","","","","","","","","","","","","",2.39,"","","","","","","","","","","","","","","","","","","","","","","","","",1.22,"","","",-352.86
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.69,0.68,104.58
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.41,"","","","","","","","","","","","","","","","","","","","","","","","","","","",-144.45
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.05,"","","","","","","","","","","",0.34,-0.61,"","","","","","","","","","","","","","",538.54
"","","","","","","","","",0.75,"","","","","","","",-1.94,"","","","","","",-0.13,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",725.09
"","","","","","","","",-0.22,"","","","","","","","",0.89,"","","","","","","","","",1.86,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-171.23
"","","","","","","","","","","","","","","","","","","",0.56,"",-0.48,"","","","","","","","",-0.08,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-64.34
"","","","","","","","","","",-0.68,"","",1.35,"","","","","","","","","","","","","",0.83,"","","","","","","","",-0.68,"",-1.42,"","","",1.14,"","","","","","","","","","","","","","","","","","","",-0.37,"",180.21
"",-0.08,"","","","","","","","","","","","","","","","","","","","","","","","","","",-1.22,"","","","","","","","","","","","","","","","","","","","","","",-1.51,0.39,"","","","","","","","","","","",-112.32
"","","","","","","","","","","","","","","","","","","",0.4,"","","","","","","","","","","","","","","","","","","","","","","",-0.88,"","","","","","","","","","","","","","","","","","","","",-103.09
"","","","","","","","","","","","","","","","","","","",-0.02,"","","","","","","","","","","","",0.52,"","","","","","","","",-0.45,-1.6,"","","","","","","","","","","","","","","","","","","","","",130.03
"","","","","","","",0.19,"","","","","","","","",0.34,"","","","",0.59,"","","","",0.43,"","","","","","","","","","",1.6,"","","","","","","","","","","",-0.48,"","","","","","","","","","","",-1.09,"","",135.88
"","","","","","","","","","","","","",0.76,"","","","","","","","","","","","",-0.63,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",136.56
