"X_0","X_1","X_2","X_3","X_4","X_5","X_6","X_7","X_8","X_9","X_10","X_11","X_12","X_13","X_14","X_15","X_16","X_17","X_18","X_19","X_20","X_21","X_22","X_23","X_24","X_25","X_26","X_27","X_28","X_29","X_30","X_31","X_32","X_33","X_34","X_35","X_36","X_37","X_38","X_39","X_40","X_41","X_42","X_43","X_44","X_45","X_46","X_47","X_48","X_49","X_50","X_51","X_52","X_53","X_54","X_55","X_56","X_57","X_58","X_59","X_60","X_61","X_62","X_63","X_64","X_65","X_66","X_67","X_68","X_69","X_70","X_71","X_72","X_73","X_74","X_75","X_76","X_77","X_78","X_79","X_80","X_81","X_82","X_83","X_84","X_85","X_86","X_87","X_88","X_89","X_90","X_91","X_92","X_93","X_94","X_95","X_96","X_97","X_98","X_99","X_100","X_101","X_102","X_103","X_104","X_105","X_106","X_107","X_108","X_109","X_110","X_111","X_112","X_113","X_114","X_115","X_116","X_117","X_118","X_119","X_120","X_121","X_122","X_123","X_124","X_125","X_126","X_127","target"
"","","","","","","","","","","","","","",1.45,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.31,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.36,"","","","","","","","","","","","","","","","","","","","","","","","","","",-1.24,"","","",948.37
"","","","","","","","","","","","",1.52,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.13,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.37,"","","","","","","","","","","","","","","","","","","",1184.32
"",1.49,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.66,"","","","","","","",0.24,"","","","","","","","","","","","","","","","","","","","","","","",0.9,"","","","","","","","","","","","","","","","","","","","","","",-1.23,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",962.38
"","","","","","",1.0,"","",0.73,"","","","","","","","","","","","","","","","","",1.51,"","","","","","","","","","","","","",0.95,"","","","","","","","","","",0.89,"","","","","","","",0.19,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",66.44
"",-1.1,"","","","","","","","","","","","","","","","","","","","","","","","","","",-0.78,"","","",-1.7,-1.07,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.47,"",-905.24
"","","","","","","","","","","","","",-0.12,"","","","","","","","","","","","",-0.14,"","","","",-0.12,"","","","","","","","","","","","","","","","","","","","",0.75,"","","",-0.59,"","","","","","","","","","","","","","","","","","","","","","",-0.49,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",122.2
"","","","","","","","","","","","","","","","","","","","","","","","","","",0.19,"","","","","","","","","","",0.59,"",-0.18,"",-0.4,-0.28,"","","",-0.01,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.63,"","","","","","",1.71,"","","","","","","","","","","","","",1.23,"","","","","","","","","","","",-0.87,"","",1.78,"","","","","","","","","",-955.86
"","","","","","","","","","","","","",0.06,"","","","","","","","","","","","","","","","","","","",1.21,"","","","","","","","","","","","","",0.45,"","","","","","","",1.9,"","","","","","","","","","","","","","","","","","","","","","","","","","",1.07,"","","","","","",0.9,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.38,"","","","","","",307.61
-0.04,"","","","","","","","","","",-0.09,"","","","","","","","","","","","","","","","","","","",-0.53,"","","","","","","","","",1.95,"","","","","","","",-0.72,"","","","","","","","","","","",-0.17,"","","","","","","","","","","","","","","","","","","",0.64,0.28,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-595.9
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.73,"","","","","","","","","","","","","","","","","","","",-0.2,"","","","","","","","","","","","","","","","","","","",-0.11,0.05,"","","","","","","",-0.05,"","","",1.02,"","","","",-0.39,"","","","","","","","","","",0.01,"","","",-0.44,0.69,"","","","","","","","","","","","","","","","","","","",-441.12
"","","","","","","","","","","","","","","","","","","","",-0.22,"","","","","","","","","","",0.43,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.21,"","","","",-2.26,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.9,"","","","","","","","",896.75
"",0.19,"","",0.54,"",-0.19,"","","","",-1.04,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,"","","","","","","","","","","","","","",-1.1,"","",0.77,"","","","","","","","","","","","","","",1.16,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.0,"","","","",-114.0
"","","","","","","","","","","","",0.55,"","","","",-1.24,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2.28,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.75,"","","",-69.31
"","","","","","","","",2.07,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.24,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.46,"","","","","","","","","","","","","","","",175.98
"","","","","","","","",0.71,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.25,"","","","","","","","","",-0.38,0.97,"","","","","","","","","","","","",-2.38,"","",-0.82,"","","","","","","","","","","","","",-0.76,"","","","",0.25,"","","","","","","","","","","","","","",31.92
"","",-0.41,"","","","","","","","","","","","","","","","","","","","","",0.12,"","","","","","","","","","","","","","","","","","","",-0.02,"","","","","","","","","","","","","","","","","","","","","","","","","","",-0.4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.36,"",-0.35,"","","","","","","","","","","",0.98,"","","","","","","","","","","",-294.61
"","","",-2.07,-0.99,"","","","",-0.87,"","","","","","","","","","","","","","","","","","","","","",0.01,"","","","","","","","",-0.09,"","","",0.01,"","","","","","","","","","","","","","","","","","",1.02,"","","","","","","","","","","","","","",-0.7,"","","","","","","","","","","","","","","",0.78,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-107.83
"","","","","","","","","","","","",0.57,"","","","","","","","","","",-1.93,"","","","","","","","","","","",-1.61,"","","","","","","","","","","","","","","","","",0.44,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.27,"","",1.31,"","","","","","","","","","","","","",0.4,"","","","","","","","","",-0.45,"","","",0.77,"","","","","","","","","","","","",454.55
"","","","","","","","","","","","","","",0.02,"","","","","","","","","","","","","","","","","","","","","","","",-0.88,"","","","","","","","","","",0.65,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.34,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",227.78
"","","","",0.54,"","","","","","","","","",0.2,"","","","","","","","","","","","","","",-0.78,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.3,"","","","","","","","","","","","","","","",0.52,"","","","","","","","","","","","",0.29,"","","",-0.26,1.64,0.04,"","","","","","","","","","","","","","","","","","","","","","",-1.12,"","","","","","","","","","",-319.17
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.18,"","","","","","","","","","","","","","","","","","","","","","","",-0.91,"","","","","","","",-1.07,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.35,"","","","",-1.05,"",-0.33,"",148.64
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.78,"","","","","","","","",0.72,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.95,"","","","","","","","","","","","","","","",0.65,"","","","","","","","","","","","","","","","","","","","","",75.11
"",-0.2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.08,"","","","","","","","","","","","","","","",-0.12,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-563.93
"","",-0.26,"","","","","","","","","","","","","","","","","","","",0.42,"","","","","",-1.5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.37,"","","","",-0.35,"","","","","","",-1.43,"","","",-0.75,"","","","","","","","","","","","","","","","","","","","","","","",-47.8
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.6,"","","","","","","","","","","","","",0.72,"","","","","","",0.17,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.37,"","","","","","","","","",-0.25,"","","","","","","","","","","","","","",1.17,"","",22.9
"","","","","","","","",-0.06,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.04,"","","","","","","",0.04,0.73,"","",0.38,"","","","","","","","","","","",-1.27,"","","","",-0.96,"","","","","","","","","","","","","","","",6.41
"","","","","","","",-0.05,"","","","","","","","",0.45,"","",0.78,"","","","",0.85,"","","","",2.27,"",-1.42,"","","","","","",-0.5,"","","","","","","","","","","","","","","","","","","","",-1.37,"","","","","",-0.37,"","","","","","","","",0.17,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.6,"","","","","","","","","","","","",-0.8,"","","","","","","",65.2
"","","","","","","","","","","","","","","","","","","","",0.23,"","","","","","","","","","","","","","","","","","","","","",1.48,"","","","","","","",-1.12,"",1.37,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.73,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",927.0
"","","","","","","","","","","","","","","","","","","","","","",-0.87,"","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.32,"","","","","","","","","","","","","","","",0.93,"","","","","","","","","","","","",-0.18,"",0.78,"","","","","","","","","","","","",-0.16,"","",0.18,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",413.22
"","","",1.54,"","","",-0.8,4.06,"","","","","","","","","","","","","","","","","","",2.46,"","","","","","","","","","","","",-0.6,"","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.75,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.17,"","","",1.05,"","","","","","","","","","","","","","","","","","","","","","","",404.32
-0.42,"","","","","","","","","","","","","","","",0.63,"","","","","","","","","","","","","","","","","","","",-1.09,"","","","","","",1.89,"","","","","","","","","","","","","","","","","",-1.58,"","","","","","","","","","","","","","","","","",1.83,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-540.04
"","","","","","","","","","",-0.83,"","","","","","","","","","","","","","","","","","","","","",-0.95,"","","","","","","","","","","","","","","","","","","","","","",-0.11,"","","","","","","","","","","","","","","","",1.94,"","","","","","","","","","","","","",-1.94,"","","","","","","","","","","","","","",-0.44,"","","","","","","","","","","","","","","","","","","","","","","","","","",63.32
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.5,"",-0.92,"","","","","","","","","","","","","","","",-0.63,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.06,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",290.37
"",-0.88,"","","","","","",-0.42,"","","","","","","","","","","","","","","","",-0.81,"",-0.09,"","","","","","","","","","","","","","","","","","","","","","",-0.63,"",0.12,"","","","","","","","","","","","","","",-0.78,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.7,-0.37,"","","","",136.53
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.39,"","","","","","","","","","","","","","","","",-1.77,"",1.49,"","","","","",1.81,"","","","","","","","","","","",-1.12,"","","","","","","","","","","","","","","","","","","",-1.18,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1149.66
"","","","","","","","","","","","","","","","","","","","","",0.65,"","","","","","","","","","","","","",0.22,"","","","","","",0.13,"","","","","","","","","",-2.33,"","","","",0.44,"",2.67,"","","","","","","",0.05,"","","","","","","","","","","","",0.21,"","","","",-0.72,"","","","","","","","","","","","","","","","","","","","","","","","",-0.63,"",-0.61,"","","","","","","","","","","","","","","",267.89
"","","","",-1.5,"","","","","","","","","","","","","","","","","","","","","","","","",0.43,-0.57,"","","","","",-1.77,"","","","","","","","","","","","","","","",0.47,"","","","","","","","","","",-0.04,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.57,"","","","","","","","",-0.03,"","","","","","","","",-47.95
"","","","","","","","","",0.05,"","","","",0.15,-0.22,"","","","","","","","","","","","","","","","","","",-0.8,"",1.17,"","","","","","","","","","","","",1.05,"","",-0.51,"","","","","","","","","","","","","","","","",0.05,"","","","","","","","","","",0.49,"","","","","","","","","","","","","","","","","","",-1.3,"","",1.36,"","","","",1.17,"","","","","","","",-2.15,"","",0.58,"","","","","","","","","",129.16
"","","","","","","","","","","","","","","","","","","","",-0.65,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.47,"","","","",-265.25
"",-0.7,"","","","","","","","","","","","","","","","","","","","","",-1.28,"","","","","","","","","","","","","","",0.21,"","","","",0.3,"","",0.95,"","","","","",1.27,"","","","",0.37,"","","","","",-0.4,"","","","","","","","","","","","","","","","","","","","","","",-0.51,"","","","","","","","","","","","","","","","","","","","",-0.03,"","","","","","","","","","","","","","","","","",1.4,"","",-268.52
"","","","","","","","","",0.69,-0.56,"","","","","","","","","",-0.52,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.07,"","","","","","","","","",-0.05,"","","","","","","","","","","","","","",0.63,"","","","","","","","","",1.11,"","","","","","","","","","","","","","","","",-1.02,"","","","","","","","","","","","","","","","","","","","","","","","",309.46
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.01,"","","","","","",1.43,"","","","","","","","","","","","","","","",-1.17,"","","","","",0.15,"","","","","","","","","","","","","","","","","","","","","","","","","",-0.78,"","","","","","","","",0.7,"","","","","","","","","","","","","","","","","","","","","","","",-1.91,"","",-862.27
"","","","","","",-0.11,"","","","","","","","","","","","",0.78,"",0.35,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.38,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.35,"","","","","","","","","","","",-0.9,"","","","","","","","",0.85,"","","",284.03
0.23,"","","","","","","","","","","","","","","","",1.95,"","","","","","","","","",-0.99,"","","","","","","","","","","","","","","","","","",-0.96,-0.71,"","","","","","","","",-0.98,"","","","","",0.84,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.27,"","","","","","","","","","","","","","","","","","","","",0.21,"","","","","","","","","",-564.87
-2.04,"","","","","","","","","","","",-0.23,"","","","",-0.48,"","","","","","","","",1.64,"","","","","",0.2,"",0.71,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.42,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.92,0.43,"","","","","","","","","","","",221.76
"","","",2.09,"","","","","","","","","","","","","","","","","","","","",0.45,"","","","","","","","","","",0.73,0.27,"","","","","","","",0.41,"","","","",-1.27,"","","","","","","","","","","","","","","","","","","",-0.63,-1.34,"","","","","","","","","","","","","","","","","",0.87,"","","","","","","",-0.64,"","","","","","","","","","","","","","","","","","","","","","","","",-1.24,"","","","","","",-1227.21
"","","","","","","","","","","","","","",-1.06,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.26,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.72,"","","","","","","","",0.85,"","","","","","","","","","","","","",-0.8,0.79,"",0.36,"","","","","","","","","","","","","","","","","","","","",372.74
"","","","","","","","","","","","","","","","","","","","","","","","","","",-0.25,"","","","","","","","","","","","","","",0.7,"","","","","","","","","","","","","","","","",0.91,"","","","","","","","","","","","","","","","","",-0.56,"","","",1.52,"","",1.45,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-743.79
"","","","","","","","","","","","","","",-0.21,"","","","","","","","","","","","","","","","","","","","","","","",0.38,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.53,"","","","","","","","","","","",-0.37,"","","","",-0.43,"",-1.99,"",0.82,"","","","","","","","","","","","","","",-0.33,"","","","","","","","","","","","","",-252.72
"","","","",-0.4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.18,-1.26,-0.45,"","","","","","","","","","","","","","","","","","","","","","",1.67,"","","","","","","","",0.21,"","","","","","","",1.94,"","","","","","","","","","","",-0.7,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",90.02
"","","","","","","","","","",0.6,"","","","","","","","","","","","","","",1.1,"","","","","","",0.38,"","","","","","","","","","","","","","","","","","","","","","",-0.37,"","","","","","","","","","","","","","","","","",1.56,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",187.34
"","","","","","","","","","","","",0.8,"","","","","","","","","",0.57,"",-1.1,-0.39,"","","","","","","","","","","","","","","","","","","","","","","","","",0.47,"","","","",-0.72,0.22,"","","","","","","","","","","","","","","","",0.3,"","","","","","","","","","","","","",1.12,"","","","","","","","","","","","","","","","","","","","","","","","",-2.27,"","","","","","","","","","","","","","",599.6
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",2.22,"","","","","",-0.21,"","","","","","","","","","","","","","","","","","","","","","","",0.53,"","","","","","","","",0.25,"","","","","","","","","","","",-0.73,"","","","","","","","","","","","","","","","","","","","","","","","","",-0.75,"","","","","","","","","","","","","","","","","","","","","","",-642.74
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.13,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.54,"","","","","","",-2.02,"","","","","","","","","","","","","","",-0.14,"","","",0.99,"","","","","","","","","",-0.74,"","","",-0.07,"","","","","","","","","","","","",187.36
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.04,"","","",0.55,"",0.21,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.57,"","","","","","","","","","","","","","","","","","","",112.39
"","","","","","","","","","",1.89,"","","","","","","","","","","","","","","","","",0.16,"","","","","","","",-1.31,"","","","","","","","","","",-1.89,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.15,"","","","","","","","",-0.08,"","","","","","","","","","","","","",0.08,"","",1.82,"","","","","","","","","","","","","","","","","","","",-0.34,-179.96
"","","","","","","","","","","","","","","","",-1.98,"","","","","","","","","","","","","","","","","","","","",0.21,"",-0.79,"","","","","","","","","","","","","","","",0.18,"","","","","","","","","","","","","","","","","",1.05,"","","",0.33,0.99,"","","","","","","","","","","","","","","","","",-0.3,"","",-0.41,0.11,"","","","","","","","","","","","","","","","","","","","","","","","","","","",-150.89
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.01,"","","","",-0.83,"","","","",0.37,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.16,"","","","","","","","","","","","","","","",32.31
"","","","","","",-0.03,"","","","","","","","","","",0.3,"","","","","","","",0.04,"","","","","","","","","","","","","","","","","",-0.57,"","","","","","","","","","","",0.92,"","","","","","","","","","","","","","","","","","","","","","","","",-1.48,-0.6,"","","","","",-1.41,"","",-0.46,"","","","","","","",0.67,"","","","","","","","","","",0.07,"",0.45,0.7,"","","",0.44,-0.78,"","","","","","","",0.77,"","",-152.68
"","",-0.63,"","","","","","","","","","","","","","","","","","",-1.31,"","","","","","",2.31,"","","","","","","","","","","","",0.3,"","","","",-0.4,"","","","","","","","","","","","","","","",-0.28,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-507.54
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.32,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.93,"","",-0.32,"","","","","","","","","","","","","","","","",412.03
"","","","","","","",-0.19,"","","","",-0.97,"",1.11,"","","","","","","","","","","","","",-0.14,"","","","","","","","","",-0.35,"","","","","","","","","","","","","","","",1.22,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.49,"","","","","","","","","","","","","",-0.25,"","","","","","","","","","","","","","",1.22,-77.16
"","","",0.4,"","","","","","","","","","","","","","","",-0.78,0.8,"","","",0.81,"","","","","","","",0.18,-0.58,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.18,-1.02,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.21,"","",0.87,"","","","",-1.69,"","","","","","","","","","","","",-156.39
0.26,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.16,"","","","","","",1.36,"","","","","","","","","","","","","","","","","","","",-1.12,"","","","","","","","","","","","","","","","",-0.13,0.28,-1.15,"","","","","","","","","","","","","","","","","","","","","","","","","","",0.15,"","","","","","","","","","",-969.86
"","","","","","","","","","","","","","","","","","","",-0.76,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.13,"","","","","","","","","","","","","","","","","","","","",1.34,"","","","","","","","","","","","","","","","",0.61,"","","","",0.76,"","","","","","","","",0.15,"","","","","","","","","","","","","","","",0.05,"","","","","","",41.2
"","","","","","","","","","","","","","","","","","","","","","",-0.78,-0.22,"","","","","","","","","","","","","","","","","","","","","","","","","",0.83,"","","","","","","","","","",0.21,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.62,"","","","",1.1,"","","","","","","","","","","","","","","","","","","","","",331.05
"",-0.42,"","","","","","","","","","","","","","","","","","","","","","",1.16,"",0.43,"","","","","","","","","","","","","","","","","","","",-0.25,"","","","","","","","","","","","","","","","","","","","",-0.4,"","","","","","","","","","",-0.35,"","","","","","","","","","",-0.06,"",-0.79,-0.24,"",-0.45,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",87.79
"","",0.61,"","","","","","","","","",1.32,"","","","","","","","","","","","",-0.22,"","","","","","","","","","","","","","","","",-0.88,"","","","","","","","","","","","","","","","","","","","","","","","","","",0.45,"",-0.37,"","","","","","","","","","","","","","","","","","","","","","",-0.37,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-682.47
"","",-0.05,"","","",1.73,"","","","","","","","","","","","","","","","","","","","",-1.48,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3.64,"","","",0.88,"","","","",0.16,"","","","","",-333.1
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.34,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.51,"","","","","","","","","","",0.77,"","","","","","","","","","","","","","","","","","",848.73
"","","","","","",0.69,"","","","","","","","","","","","","","","","","","","",-0.55,"","","","","","","","","","","",2.5,"","","","","","","",0.07,"","","","",0.19,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.14,-0.06,"","","","","","","","","","","","","",1.82,"","","","","",-0.12,"","","","","","","","","","","",-0.68,"","","","","","","",-210.12
"","","","","","","","","","","","","",-2.1,"","",1.15,"","","","",-0.5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-2.05,"","",-0.37,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.7,"","","","","",1.27,"","","","","","","","","",-44.75
"","","",0.25,"","","","","",-1.13,"","","","","","","","","","","",2.7,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.05,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.11,"","","","","",-1.27,"","",-0.73,"","","","","","","","","",-421.13
"","","","","","","","","","","","",-0.39,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.47,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",329.64
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.09,"","","","","","","","","","","","","","","","","","","","","","","","","","",1.47,"","","","","","","","","","","","","","","","","","","","",-0.46,"","","","","","","","","","","",-0.4,"","","","","","",-0.31,192.91
"","","","","","",1.96,"","","","","","","","","","","","","","","","",-0.32,"","","","","","","","","","","","","","","","","","",-1.39,"","","","","","","","","",0.02,"","","","","","","","","","","","","","",0.39,"","","","","","","","","","",-1.66,0.01,"","","","","","","","","","","","","","","","","","","",0.76,"","","","","","","",-0.57,"","","","","","","","","","","","","","","","","","","","",-140.59
"","","","","","","","","","",-0.71,"","","","","","","","","","","","","","","","","","","","",-1.41,-0.52,"","","",0.64,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-693.41
"","","","","","","","","","","","","",-0.3,"","","","","","","","","","",1.34,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.09,"","","","","","",0.46,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.91,"","","","","","",-1.11,"",-0.88,"","","","","","","","","","","","","","",595.15
"","","","","","","","","","","",-1.37,"","","","","","","","","","","","","","","","","","","",-0.7,"","","","","","","","","","","","","",0.57,"","","","","","","","","",0.28,"","",0.52,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.33,"",0.68,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",506.45
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.72,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.11,"","","","","","","","","","","","","","",1.58,"","","","","","","","","","","","","","","","","","","","","",24.85
"",-1.54,"",-0.08,"","","","","","","","","","","","","","",1.35,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.51,"","","","","","","",-0.22,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.21,"","","","","","","","","","","","","","","","","","","","","","","","","","",337.52
