"X_0","X_1","X_2","X_3","X_4","X_5","X_6","X_7","X_8","X_9","X_10","X_11","X_12","X_13","X_14","X_15","X_16","X_17","X_18","X_19","X_20","X_21","X_22","X_23","X_24","X_25","X_26","X_27","X_28","X_29","X_30","X_31","X_32","X_33","X_34","X_35","X_36","X_37","X_38","X_39","X_40","X_41","X_42","X_43","X_44","X_45","X_46","X_47","X_48","X_49","X_50","X_51","X_52","X_53","X_54","X_55","X_56","X_57","X_58","X_59","X_60","X_61","X_62","X_63","target"
0.64,"","","","","","","","","","",4.96,"","","","","","","","","","",0.07,"","","","","",-0.98,"","",-2.58,"","","","","","","","","","","","","","","","","","","","","","","",-1.4,"","","","","","","","",12
"","","","","","","","","","","","","",-3.66,"","","","","","","","","","","","",-0.19,"","","","","","","","","","","","","","","","","","","","","","",-1.37,"","","","","","","","","","","","","","",2
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.17,"",-0.71,"","","",-1.98,"","","","","","","","","","","","","","","","",13
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.36,2.67,0.37,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",12
"","","","","","","","","","","","","","","",-0.38,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1
"","","","","","","","","","","","",-4.37,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.68,"","","","","","","","","","",1
"","",-1.52,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-2.55,"","","","","","","","","","","","","",2
"","","","",-0.08,"","","","","","","","","","","","","","","","","","","","","","","",-0.82,"","","","","","","","","","","",-0.2,"",2.59,"","","","","","","","","","","","","","","","","","","","","",4
"","","","","","","","","","","","","","",0.36,"","","",1.02,"","","","","","","","","","","","","","","",1.3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0
-0.82,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-3.11,3.86,"","","","","","","","","","","","","","","",1.08,"","","","","",-1.15,"","","",8
"","","","","","","","","","","","",-1.67,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10
"","","","","","","","","",1.97,"","","","","","","","",1.82,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3.57,"","",11
"","","","","","","","","","","","","","","","","","","","","","",-1.5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5.98,"","","","","","","","","","",6
-0.87,"","","","","","","","",2.6,0.07,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.48,"",1.36,"","","",6
"","","","","","",-0.17,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8.63,"","","","","","",10.32,2.19,"","","","","",2.53,"","","","","","","","","","",2
"","","","","","","","","","","","","","","","","","","","","","","","",2.72,"","","","","","","","","","","","","","","","","","","","","",-3.2,"","","","","","","","","","","","","","","","","",2
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",9.45,-11.75,"","","","","","","","","","","","","","","","","","","","","","","","","","",0.05,"","","",1
"","","","","","","","","","","","","","",0.44,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",13
"","","","","","","","","","","",3.52,"","","","","","","","",2.54,"","","","",0.77,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5.04,"","","","","","","","","","","","","","","","","","","","","","","",-2.68,"","",4
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7.15,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3
"","",-4.19,"","","","","","",1.06,"","","","","","","","","","","","","","","",0.42,"","","","","","","","","","","",7.68,"","","","","","","","","","","","","","","","","","","",0.0,"","","","","","",15
"",1.07,"","","","","","","","","","","","","","","",1.9,"","","","","","","","","",-0.07,"","",3.46,"","","","","","","","","","","","","","",-2.26,"","","","","","","","","","","","","","","",-2.08,0.62,"",7
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-3.76,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",-4.03,"","",6
1.44,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.21,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-5.85,"",5
"","","","","","","","","","","","","","","","","","",-1.18,"","","","","","","","","","","","","","","","","","","","","",0.79,"","","","","","","","","","","","","",-1.78,"","","","","","","","","",14
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.77,"","","","","","",1.87,"","","","",11
"","","","","","","","","","","","","","","",-0.48,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",-4.95,"","","","","","","","","","","","","",0.05,"","","","","",11
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-4.59,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",9
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.66,"","","","","","","","","","","","","",2
1.03,"","","","","","","","","","","",-0.33,"","","","","","","","","","","","","","","",-0.45,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7
"","","","","","","","","","","","","","","","","","","","","","","","",2.64,"","","","","","","","","","","","","","","","","","","","","","","",-2.25,"","","","","","",-1.1,"","","","","","",-4.49,0.57,4
"","","","","","","","","","","","","","","","","","","",-1.33,"","","","","","","","",0.47,"","","","","","","","","","","","","","","","","",-1.35,"","","","","","","","",-1.44,"","","","","","","","",6
"","","","","","","",-0.17,"","","","","","","","","",-2.26,"","","","","","","","",-0.13,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3.4,0
"","","","","","","","","","","","","","",2.03,"","",-1.16,"","","","","","","","",-4.54,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",12
"","","","","","","","","",5.39,"","","","","","","","","","","","","","","","","","","","","",-2.31,"","","","","","","","","","","","","","","","","","","",-1.73,"","","","","","","","","","","","",2
"","","","","","","","","","","","","","",-0.06,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.91,"","","","","","","","","","","","","","","","",-0.14,"",3
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.17,"","","","","","","","","","","",5
-0.49,"","","",-0.05,2.35,"","","","","","","","","","","","",3.28,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3.79,0.3,"","","","","","","","","","","","","","","","","","",2.39,"","","","",13
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5.85,"","","","","","","","","","","","","","",-3.26,"","","","","","",1.13,"","","","","","","","","",13
"","","","","","","","",2.98,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.17,"","","",1.86,"","","","","","","",4
"","","","","","","",-0.6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.06,"","","","","","","",6.53,"","","","","","","","","","","","","",10
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3.62,"","",14
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.87,"","","","",0.31,"","","","",2.75,"","","","","","","","","","","","","","","","","","",2
"","","","",1.13,"","","","","","",-0.06,"","","","","","","","","","","","","","","","","","","",5.29,"","","","","","","","",-0.06,"",-0.34,"","","",1.45,"","","","","","","","","","","","","","","","","",10
"","","","","","",0.52,"","","","","",-0.46,"","","","","","","","","","","","","","","","","",-5.83,"","","","","","","","","","","","","","","","","","","","","","",-1.36,-0.79,"","",4.55,0.29,"","",-3.12,"","",1
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.83,"","","","","","","","","",-4.66,"","","","","","","","","","","","","","","","","","",15
"","","",0.86,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14
"","","","","",3.88,"","","",0.89,"","","","",0.13,"","","","","","","","",-1.05,"","","","","","","","","","","","","","","","","","","","","","","","","",0.47,"","","","","","","","","","","","","","",7
"","","","","",-3.31,"","",-1.95,"","","",1.26,"","","","","","","","","","","","","","","","","","","",-2.6,"","","","","","","","","","",0.77,"","","","","","","","","","","","","",-3.6,"","","","","","",10
"","","","","","","","","","","","","","","","","","","","","","","","","",1.18,"","","","",-5.64,"","","","","","","","","","","","","","","","","","","","","","","","","",1.87,0.96,1.89,"","","","","",4
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.49,"","","","","",15
"","","","","","","","","",-0.74,"","","",-4.28,"",0.11,"","","","","","","",1.03,"","","","","","","",1.18,"","","","","",-3.8,"","","","","","","","","","","","","","","","","","","","","","","","","","",11
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.02,"","","","","","","","","",14
"","","","","","","","","",3.85,"","","","","","",-4.15,"","","",0.93,"","","","","","","","","","","","","","","","",-1.93,"","",0.72,"","","","","","","","","","","","","","","","","","","","","",-0.56,"",9
"","","","","","","","","","","","","","","","","","","","","","","","",-0.46,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.93,"","","","","","","","","","","","","","","",0.66,"","","","",14
"","","","","","","","","","","","","","","","","","","","","","","","","","","",2.31,"","","","","","","","","","","",-36.14,"",0.34,"","","","","","","","","","","","","","","",2.39,"","","","","","",2
"","","","","","",2.26,"","","","","","","","","","","","",-0.81,"","","","","","","","","","","","","","","","","","",-4.08,"","","","","","","","","","","","","","","","","","","","","","","","","",3
"","","","","","","","","","","","","","","","","","","","","","","",-1.26,"","","","","",-0.44,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.31,"","","","",-2.96,7
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.22,"","","","","","","","","","","","","","","","","","","","","","","","","",12
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-3.93,"","","","","","","","","","","","","","","","",1.45,"","","","","","","",4
"","","","","","","","","","","","","","","","","","","","","",1.84,"","","","","","","","","","","","","","","","","","","",1.02,"","","","","","","","","","","","","","","","","","","","","","",12
"",1.04,"","","","","","","","","","","","","","","","","","","","","","",2.45,"","","","","","","","","","","","","","","","","","","","","",7.76,"","","","","","","","","","","","","","","","","",4
"","","","","","","","","","",0.11,"","","","","","","","","","",-4.36,"","","","","","","","","","","","","","",-2.16,"","","","",1.12,"","","","","","","","",-1.08,"","","","","","","","","","","","","",6
"","","","","","","",-0.06,"","","","","","","","",-9.15,1.09,"",1.05,"","","","","","","","","","","","","","","","","","","","","","","","","","",-13.24,-2.87,"","","","","","","","","","","","","","","","",1
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.83,"","","","","","","",1
"","","",0.37,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.11,1.6,"","","","","","","","","","","","","","",1.39,"","","","","","","","",0.69,"","","","","",8
"","","","","","","","",4.48,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.87,"","","","","","","",-1.99,"","",-3.49,"","","","","","","",15
"",0.59,"","","","","","","","","",6.01,0.63,"","","","","",6.01,"","","","","","","","","","","","","","","","","","","","","","","","","",1.87,"","","","","","",0.86,"","","","","","","","","","","","",7
"","","",0.61,"","","","","","","",1.52,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6.17,"","","","","","","","","","","","","","","","","","",3
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.53,"","","","","","","",0.37,"","","","","","","","","","","","","","","","","","","","",-1.99,"","",9
"","","","",0.3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.93,"","","","","","",6
"","","","","","","","","","","","",3.49,"","","","","","","","","","","","","","","","","","","","","",-0.34,"",-2.35,"","","","","","","","","","","","","","","","","","","","","","","",0.22,"","",2.22,10
"","","","","","","","","","","","","","","","","","","","","","","","",2.01,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",11
"","","","","","",-1.21,"","","","","","","","","","","","","","","",-0.48,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3
"","","","","","","","","","","","","","","","","","","","","","","","",-1.05,"","","","","","","","","","","","","","","","","","","","","","","",3.13,"","","","","","","","","","",1.96,"","","","",11
"",-1.91,"","","","","","","","","","","","","","","","",-1.42,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.89,"","","","","","","","","","","","","","","",5
"","","","","","","","","","","","","","","","","","","","","","","","",-1.62,"","","","","","","","","","","","","","","","",-0.01,"","","","","",-3.63,"","","","","","","","","","",0.62,"","","","","",0
"",-0.24,"","","","","","","","","","","","","","","",-1.04,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-4.63,"","","","",15
"","","","","","","","","","","","","","",0.8,"","","","","","","","","","","","","","","","",-3.51,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",9
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3
-0.12,"","","","","","","","","","","","","","","","","","","","","","",0.13,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",11
"",0.22,"","","","","","","","","","","","","","","",2.28,"","",-2.12,"","","","","","","","","","","","","","","","","","",-5.34,"","","","",-4.74,"","","","","","","","","","","","","","","","","","","",12
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.58,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",12
"","","","","","","","","","","","","","","",-0.93,"","","","","","","","",-1.32,"","","","","","","",-1.06,"","","","","","","","",0.45,"","","","","","","","","","","","","","","","",-0.2,"","","","","",13
"","","","","","","","","",-1.5,"","","","","","","","","","","","","","","","","","","","","","","","","","","",1.66,"","","","","","","","","",-1.66,"","","","","","","","","","","","","","","","",8
"","","","","","","","","","","","","","","","","",-0.63,"","","","","","","","",3.72,"","","",-1.42,-7.22,"","",-0.93,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8
"","",-4.45,"","","","","","","","","","","","","","",0.94,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8.15,"","",4
"","","","","","","","","","","","","","","","","","","","","","",-0.84,"","","","","","","","","","","","","","","",-2.54,"","","","","","","","","","","","","","","","","",3.17,"","","","","","","",6
"","","","","","","","","","","","","","","","","","","","","","","",1.42,"","","","","","","","","","","",-1.03,"",-3.82,"","","","","","","","","","","","","","","","","","","","","","",0.51,"","","",8
"","","","","",2.96,"","",5.18,"","","","","","","","","","","","","","",0.12,"","","","","","","","","","","","","","",-3.29,"","","","","","","","","","","","","","","","","","","","","","","","","",5
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.88,"",-0.34,"","",0.69,"","","",1.54,"","","","","","","","","","","","","","","","","","",1.29,"","","",15
-0.75,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.48,"","","","","","","","","","","","","",0.15,"","","","",0.93,"","","","","","","","","","","","",11
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.36,"","","","","","","","","","","","",0.46,"","","","","","","","","","","","","","",12
"","","","","","","","","","","","","","",-0.28,"","","","",-0.29,"","","","","","","","","","","","","",-3.02,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.74,"","","","","","","","","","","","","","",2.66,"","","","","",-5.08,"","","","",9
"","","",-0.52,"","","","","","","","","","","",-0.06,"","","","","",-0.01,"","","","","","","",0.69,"","","","","","","","","","","","","","","","","","","",2.44,"","","",2.21,"","","","","","","","","","",8
"","","","","",1.38,"","","","","",5.77,"","","","","","","",-0.68,"","","","","","","","","","","",4.36,"","","","","","","","","","","","","","","","","",0.42,"",0.19,"","","","","","","","","","","","",5
"","","","","",-2.73,0.14,-1.54,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.16,-1.82,"","","","","","","","","","","","","","","","","","","",13
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.8,"","",0.41,"","","","",-1.65,"",-1.12,"",0.36,"","",2.01,"","","","","","",12
"","","","","","","","","","","","","","","","","","","","","","","","","","",0.25,"","","","","","","","","","","","",5.65,"","","","","","","","","","","","",1.46,"",0.68,"","","","",1.97,"","","","",5
"","","","","","","","",2.04,"","","","","","","","","",0.26,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.59,"","","","","","","","","","","","","","","","",5
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-3.3,"","","","","","","","","","","",-1.63,"","","","","","","","","","","","","","","","","","","","","",13
"","","","","","",-0.64,-0.91,"","","","","","","","","","","","","","","","","","","",-0.79,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.7,"","",3
"","","","","","","","","","","","",-2.98,"","","","","","","","","","","","","","","","","","","","",-2.01,"","","","","","","","","","","","","","","","","","","","","","","","","","","",3.9,"","",1
"","","","","","","","","","","","","","","","","","","","","","","",0.47,"",0.63,-1.37,"","","","","","","","","","","","",1.44,"","","","","","","","","","","","","","","","","","","","","","","","",9
1.25,"","","","","","","","","","","","",6.76,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2.39,"","","","",12
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.81,"","",-1.32,"","","","","","",0.14,"","","","","","","","","","","","","","","","","","",14
"","","","","","","","","","",-2.43,"","","","","","","","","","","","","","","","","",0.14,"","","",1.62,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3
"","","","","","","",-0.23,"","","","",-0.09,-2.37,"","","","","","","","","","","","","","","","","","","","","","","",-2.0,"","","","","","","","","","","","","","","","",1.67,"","","","","","","","","",13
"",-0.73,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.29,"","","","","","",2
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14
"","","","","","","","","","","","","","","","","","","",-0.9,1.02,"","","","","","","","","","","","","","","","",-4.53,"","","","","","","","","","","","","","","","","","","","","","","","","","",10
"","","",-0.32,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4.85,"","",-0.34,"","","","","","","","","","","","",1
"","","","","","","","","","","","","","","","","","","","","","","","","","",0.16,"","","",3.05,"","","","","","","","","","","","","","","","","","","","","","","","","","",1.04,-0.99,"","","","","",4
"","","",0.34,"","","","","","","","","","","","","","",-2.22,"","","","","","","",-0.04,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.09,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3.58,0.79,"",8
"","","","","","","","","","","","","","","","",-4.39,"","","","","","","","","","","","","","","","","","","","","","","","","",0.54,"","","","","","","","","","","","","","","","","","","","","",2
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-2.29,"","",0.48,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7
"","","","","","","","","","","","","","","","","","","","",1.96,"","","","","","","","",1.38,"","","","","","","","","","","","","",-1.47,"","","","","","","","","",4.64,"","","","","",4.81,"","","","",15
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3.48,"","","","","","",4
"","","","","","","","","","","","","","","","","","","","","","","","","",-0.67,"","","","","","","","",-0.48,"","","","","","","","","","","","","","","","","","","",-0.4,"","","","","","","","","",11
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.05,"",-1.92,"","","","",-4.49,"","","","","","","","","","","","","","","","",12
"","","","","","","","","","","","",-2.77,"","","","","","","","",0.27,"","","","","","","","","",-2.51,"","","","",-2.47,"","","","","","","","","","","","","","","","","","","","","","","","","","","",12
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.68,"","","","","","","",10
"","","","","","","","","","","",-4.27,"","","","","","","","","","","","","","","","","","","","","","","","",2.11,"","","","","","","","","","","","","","","","","","","","","","","","","","","",11
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.67,"","","","","","",-0.48,"","","","","","","","","","","","","","","","",0.95,"","","",10
-1.34,"","","","","",1.55,"","",2.02,"","","","","",0.15,"","","","","","","","","","","","","","","","","","","",-0.48,"","","","","","","","","","","","","",-0.48,"",0.37,"","","","","","","","","","","","",14
"","","","","","","",-0.93,"","","","","","","","","","","","","","","","",-2.1,"","","","","","","","","","","","","","","","","","",0.76,"","","","","","","","","","","","","","","","","","","","",8
"","","","","","","","",-3.53,"",0.05,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.13,"","","","","","","","","","","","","","","",0.18,"","","",3
"","","",-0.03,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.01,"","","","","","","","","","",2.07,8
"","","","","","","","","","","","","","","","","","","","",0.26,"","",0.22,"","","","","","","","","","","","","","","","","","","",1.0,"","","","","","","","","","","","","","","","","","","","",5
"","","","","","",0.83,"","","",-1.11,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",13
"","","","","","","","","","","","","","","","","",-0.56,"","","","","","","","","","","",0.82,"","","","","","","","","","","","","","","","","","",-0.97,"","","","","","","","","","","","","","","",10
"","",3.98,"","","","","","","","","","","","","","","","","","","","","",-3.11,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4
"","",-1.66,"","","","","","","","","","","","",0.84,"","","","","",-5.81,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-4.22,"","",0
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.06,"","","","","",3
"","","",-1.36,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-4.3,"","","",-0.24,"","","","","","","","","","","",9
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2.51,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14
"","","","","","","","","","","","","","","","","",-0.88,"","","","","","","","","","","","","","","","","","","","","","","","","","","",-3.18,"","","","","","","","","","","",-0.46,"","",0.94,"","","",1
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3.97,"","","",0.47,"","","","","","","","","",4
"","","","",-0.22,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.18,"","","","","","","","","","","","","","","","","","",-1.06,"",-0.61,"","","","","","","","","",3
-1.11,0.92,"","","",-2.09,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-6.61,"","","","","","","","","","","","",1.4,"","","","","","",14
"","","","","","","",1.11,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10
"","","","","","","","","","","","",-0.81,"","","","","","","","","",0.54,"","","","","",2.15,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1
"","","","","","","",-0.82,"","","","","","","","","","","","","","","","","","","","","","","","","",-0.69,"","","","","","","","","","","",-3.65,"","","",0.6,"","","","","","","","","","","","","","",9
"","","","","","","","","","","","","","",0.45,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5
"","","","","","","","","","",0.89,"","",-0.94,"","",-1.42,"","","","","","","","","","","","","","","","","","","","","","","","","",0.84,"","","","","","","","","",1.17,"","",0.8,"","","","","",2.72,"","",2
"","","","","","","","",1.71,"","","","",0.04,"","","","","","","","",-1.28,"","","","","","","","",-4.05,"","","",0.06,3.62,"","","","","",-0.24,"","","","",3.61,"","","","","","",-0.61,"","","","","","","","","",4
"","","","","","","","","","","","","","","","","","","","","","",-1.01,"","","","","","","","","","","","","","","","","","","","","","","","",-5.3,"","","","","","","","","","","","","","","","",14
1.55,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.55,"","","",0.35,"","","","","","",1.3,"","","","",1.7,"","","","","","","","","","","","","","","","","","",7
"","","","","","","","","","","","","","","",-0.74,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.27,"","","","","","",14
"","","","","","","","","","",-1.9,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",13
"","","","","","","","","","","","","","","","","","","","","","",0.09,"","","","","","","","","","","","","",-0.38,"","","",-1.29,"","","","","","","","","","","","",0.59,"","",5.35,"","","",-0.15,"","","",6
"","","","","","","","","","","",5.31,"","","","","","","","","","","","","","","","",-1.34,"",1.57,"","","","","","","","","","","","","",-0.35,"","","","","","","",-0.07,"","","","","","","","","","","",5
"","","","","","","",0.26,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",12
"","","","","","",-0.15,"","","","","","","","","","","","","","","","","","","",-4.01,"","","","",-1.24,"","","","","","","","","","","","",0.61,"","","","","","","","","","","","","","","","","","","",1
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5
"","","","","","","","","","","","","","","","",-4.13,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.05,"","","","","","","","","",4.46,"","","","",14
"",1.19,"","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.01,"",-3.9,"","","","",4.34,"","","","","",1.04,"","","","","","","","","","","","","","","","","","","","","",13
"","","","","","","","","","","",-0.38,"","","","","","","","","","","","","","","","","","","",3.14,"","","","","","","","","","","","","","","","","","","","","",-3.83,"","","","","","","","","","",14
"","","","","","","","","","","","","","","","","","","","","","","","","","",-4.86,"","","","","","","","","","","","","","","","","","","","","","","","","",1.44,"","","","","","","","","","","",5
"","","","","","","","","","","","","","","","","",-0.23,"","","","","","","","","","","","","","","","","","","","","","",0.38,"","","","","","","","","","","","","","","","",-1.7,"","","","","","",4
-0.15,"","","","","","","","","","","","","","","","","","","","","","","","","","",0.84,"","","","","","","",-0.33,"","","","","","","","","","","","","","","","","","","","","","","",2.95,"","","","",4
